"","Row","Column","Block","Population","Family","Replicate","Filter_paper_and_tube_weight_mg","Date_paper_and_tube_measured","Date_latex_collected","Surveyor","Latex_not_collected","Latex_and_filter_paper_and_tube_weight_mg","Latex_weight_mg"
"501",14,10,"3","57","3","1",1066.759,"8/11/2020","8/15/2020","Sophie",NA,1070.84,4.081
"502",14,11,"3","74","2","4",1085.9372,"8/11/2020","8/15/2020","Sophie",NA,1092.01,6.0728
"503",14,14,"3","13","2","4",1063.8058,"8/11/2020","8/15/2020","Sophie",NA,1068.09,4.2842
"504",14,15,"3","77","5","4",1079.5791,"8/11/2020","8/15/2020","Sophie",NA,1083.28,3.7009
"505",14,16,"3","35","2","5",1060.9605,"8/11/2020","8/15/2020","Sophie",NA,1076.54,15.5795
"506",14,17,"3","47","3","2",1070.4533,"8/11/2020","8/15/2020","Sophie",NA,1073.74,3.2867
"507",14,18,"3","62","4","3",1067.6559,"8/11/2020","8/15/2020","Sophie",NA,1081.16,13.5041
"508",14,19,"3","30","4","2",1084.5809,"8/11/2020","8/15/2020","Sophie",NA,1089.08,4.4991
"509",14,20,"3","31","4","3",1080.0096,"8/11/2020","8/15/2020","Sophie",NA,1085.13,5.1204
"510",14,21,"3","46","4","2",1067.1215,"8/11/2020","8/15/2020","Sophie",NA,1077.36,10.2385
"511",14,22,"3","49","3","3",1061.1032,"8/11/2020","8/15/2020","Sophie",NA,1066.47,5.3668
"512",14,23,"3","49","4","1",1067.6921,"8/11/2020","8/15/2020","Sophie",NA,1073.54,5.8479
"513",14,24,"3","31","4","4",1068.1782,"8/11/2020","8/15/2020","Sophie",NA,1072.61,4.4318
"514",14,25,"3","40","4","2",1074.1199,"8/11/2020","8/15/2020","Sophie",NA,1083.9,9.7801
"515",14,26,"4","13","2","5",1057.9189,"8/11/2020","8/15/2020","Sophie",NA,1067.61,9.6911
"516",14,27,"4","6","5","2",1078.4333,"8/11/2020","8/15/2020","Sophie",NA,1086.67,8.2367
"517",14,28,"4","46","5","2",1076.6119,"8/11/2020","8/15/2020","Sophie",NA,1077.84,1.2281
"518",14,29,"4","19","1","2",1061.4577,"8/11/2020","8/15/2020","Sophie",NA,1064.2,2.7423
"519",14,30,"4","47","2","1",1071.954,"8/11/2020","8/15/2020","Sophie",NA,1075.29,3.336
"520",14,31,"4","2","1","3",1078.8583,"8/11/2020","8/15/2020","Sophie",NA,1081.05,2.1917
"521",14,32,"4","12","2","3",1067.5038,"8/11/2020","8/15/2020","Sophie",NA,1073.17,5.6662
"522",14,34,"4","5","4","3",1080.3989,"8/11/2020","8/15/2020","Sophie",NA,1063.18,-17.2189
"523",14,36,"4","41","2","2",1058.1175,"8/11/2020","8/15/2020","Sophie",NA,1066.27,8.1525
"524",14,38,"4","17","1","5",1065.0464,"8/11/2020","8/15/2020","Sophie",NA,1072.11,7.0636
"525",14,39,"4","13","2","1",1068.641,"8/11/2020","8/15/2020","Sophie",NA,1070.12,1.479
"526",14,41,"4","19","2","4",1083.0076,"8/11/2020","8/15/2020","Sophie",NA,1070.28,-12.7276
"527",14,42,"4","39","1","5",1065.7474,"8/11/2020","8/15/2020","Sophie",NA,1067.88,2.1326
"528",14,45,"4","5","1","5",1064.2894,"8/11/2020","8/15/2020","Sophie",NA,1074.95,10.6606
"529",14,46,"4","35","5","1",1069.9598,"8/11/2020","8/15/2020","Sophie",NA,1070.89,0.9302
"530",15,1,"3","4","5","4",1064.4924,"8/11/2020","8/15/2020","Sophie",NA,1072.98,8.4876
"531",15,5,"3","46","4","3",1069.2979,"8/11/2020","8/15/2020","Sophie",NA,1064.33,-4.9679
"532",15,6,"3","31","2","3",1059.4537,"8/11/2020","8/15/2020","Sophie",NA,1066.25,6.7963
"533",15,7,"3","17","4","3",1058.7711,"8/11/2020","8/15/2020","Sophie",NA,1064.66,5.8889
"534",15,8,"3","57","2","4",1064.2109,"8/11/2020","8/15/2020","Sophie",NA,1075.42,11.2091
"535",15,9,"3","18","3","3",1069.1088,"8/11/2020","8/15/2020","Sophie",NA,1083.01,13.9012
"536",15,10,"3","8","3","2",1078.6061,"8/11/2020","8/15/2020","Sophie",NA,1080.43,1.8239
"537",15,11,"3","68","2","2",1069.1277,"8/11/2020","8/15/2020","Sophie",NA,1071.19,2.0623
"538",15,13,"3","27","3","4",1069.1729,"8/11/2020","8/15/2020","Sophie",NA,1072.1,2.9271
"539",15,14,"3","17","3","3",1062.2302,"8/11/2020","8/15/2020","Sophie",NA,1062.79,0.5598
"540",15,15,"3","14","3","3",1062.3002,"8/11/2020","8/15/2020","Sophie",NA,1065.66,3.3598
"541",15,16,"3","1","5","5",1068.0444,"8/11/2020","8/15/2020","Sophie",NA,1079.15,11.1056
"542",15,17,"3","57","3","4",1085.4575,"8/11/2020","8/15/2020","Sophie",NA,1088.21,2.7525
"543",15,18,"3","21","2","1",1062.8835,"8/11/2020","8/15/2020","Sophie",NA,1066.66,3.7765
"544",15,20,"3","27","3","1",1060.6675,"8/11/2020","8/15/2020","Sophie",NA,1063.68,3.0125
"545",15,22,"3","7","4","1",1060.6728,"8/11/2020","8/15/2020","Sophie",NA,1066.11,5.4372
"546",15,23,"3","27","5","4",1067.6042,"8/11/2020","8/15/2020","Sophie",NA,1083.25,15.6458
"547",15,24,"3","68","3","1",1061.4192,"8/11/2020","8/15/2020","Sophie",NA,1067.04,5.6208
"548",15,25,"3","74","1","2",1068.4008,"8/11/2020","8/15/2020","Sophie",NA,1082.64,14.2392
"549",15,28,"4","15","3","3",1067.7142,"8/11/2020","8/15/2020","Sophie",NA,1072.63,4.9158
"550",15,29,"4","14","2","5",1067.8816,"8/11/2020","8/15/2020","Sophie",NA,1069.4,1.5184
"551",15,30,"4","31","3","5",1067.9865,"8/11/2020","8/15/2020","Sophie",NA,1070.2,2.2135
"552",15,31,"4","69","1","1",1063.7999,"8/11/2020","8/15/2020","Sophie",NA,1068.13,4.3301
"553",15,33,"4","4","5","1",1063.0442,"8/11/2020","8/15/2020","Sophie",NA,1070.33,7.2858
"554",15,35,"4","57","4","1",1070.6299,"8/11/2020","8/15/2020","Sophie",NA,1088.77,18.1401
"555",15,36,"4","72","4","2",1063.3855,"8/11/2020","8/15/2020","Sophie",NA,1068.69,5.3045
"556",15,37,"4","5","1","1",1066.4462,"8/11/2020","8/15/2020","Sophie",NA,1084,17.5538
"557",15,38,"4","56","4","5",1067.6563,"8/11/2020","8/15/2020","Sophie",NA,1078.72,11.0637
"558",15,39,"4","40","2","5",1062.9094,"8/11/2020","8/15/2020","Sophie",NA,1082.68,19.7706
"559",15,40,"4","9","1","1",1060.6752,"8/11/2020","8/15/2020","Sophie",NA,1070.62,9.9448
"560",15,41,"4","40","3","3",1062.2771,"8/11/2020","8/15/2020","Sophie",NA,1079.14,16.8629
"561",15,42,"4","3","3","4",1080.7581,"8/11/2020","8/15/2020","Sophie",NA,1084.58,3.8219
"562",15,43,"4","20","5","2",1061.324,"8/11/2020","8/15/2020","Sophie",NA,1074.43,13.106
"563",15,44,"4","3","2","1",1076.0915,"8/11/2020","8/15/2020","Sophie",NA,1086.45,10.3585
"564",16,1,"3","15","4","2",1064.2775,"8/11/2020","8/15/2020","Sophie",NA,1078.14,13.8625
"565",16,2,"3","57","4","2",1050.2522,"8/11/2020","8/15/2020","Sophie",NA,1062.99,12.7378
"566",16,4,"3","77","2","1",1062.8966,"8/11/2020","8/15/2020","Sophie",NA,1071.99,9.0934
"567",16,5,"3","29","4","4",1063.1888,"8/11/2020","8/15/2020","Sophie",NA,1070.48,7.2912
"568",16,6,"3","21","3","2",1070.1621,"8/11/2020","8/15/2020","Sophie",NA,1087.7,17.5379
"569",16,7,"3","31","1","2",1065.7272,"8/11/2020","8/15/2020","Sophie",NA,1080.4,14.6728
"570",16,8,"3","36","5","1",1065.0878,"8/11/2020","8/15/2020","Sophie",NA,1081.5,16.4122
"571",16,9,"3","21","4","2",1065.8836,"8/11/2020","8/15/2020","Sophie",NA,1071.63,5.7464
"572",16,10,"3","15","5","3",1081.3768,"8/11/2020","8/15/2020","Sophie",NA,1085.6,4.2232
"573",16,11,"3","46","4","4",1062.1834,"8/11/2020","8/15/2020","Sophie",NA,1070.63,8.4466
"574",16,12,"3","5","2","1",1063.0013,"8/11/2020","8/15/2020","Sophie",NA,1067.08,4.0787
"575",16,14,"3","49","2","2",1053.9864,"8/11/2020","8/15/2020","Sophie",NA,1062.98,8.9936
"576",16,15,"3","67","5","4",1058.4991,"8/11/2020","8/15/2020","Sophie",NA,1071.88,13.3809
"577",16,16,"3","7","5","4",1062.2455,"8/11/2020","8/15/2020","Sophie",NA,1068.6,6.3545
"578",16,17,"3","5","4","5",1058.1576,"8/11/2020","8/15/2020","Sophie",NA,1062.48,4.3224
"579",16,20,"3","4","2","3",1062.0447,"8/11/2020","8/15/2020","Sophie",NA,1067.96,5.9153
"580",16,22,"3","39","4","4",1071.0225,"8/11/2020","8/15/2020","Sophie",NA,1086.45,15.4275
"581",16,23,"3","1","5","3",1060.3377,"8/11/2020","8/15/2020","Sophie",NA,1065.13,4.7923
"582",16,24,"3","2","3","2",1060.0998,"8/11/2020","8/15/2020","Sophie",NA,1070.37,10.2702
"583",16,25,"3","19","1","3",1061.6439,"8/11/2020","8/15/2020","Sophie",NA,1070.24,8.5961
"584",16,27,"4","27","1","2",1073.1666,"8/11/2020","8/15/2020","Sophie",NA,1075.15,1.9834
"585",16,28,"4","2","4","2",1059.6453,"8/11/2020","8/15/2020","Sophie",NA,1071.41,11.7647
"586",16,29,"4","30","2","5",1077.5828,"8/11/2020","8/15/2020","Sophie",NA,1086.87,9.2872
"587",16,30,"4","19","1","4",1067.4708,"8/12/2020","8/15/2020","Sophie",NA,1074.3,6.8292
"588",16,32,"4","79","5","5",1070.6529,"8/12/2020","8/15/2020","Sophie",NA,1073.17,2.5171
"589",16,33,"4","18","2","5",1072.7972,"8/12/2020","8/15/2020","Sophie",NA,1078.81,6.0128
"590",16,34,"4","31","2","4",1071.2187,"8/12/2020","8/15/2020","Sophie",NA,1072.4,1.1813
"591",16,35,"4","67","1","1",1060.4025,"8/12/2020","8/15/2020","Sophie",NA,1066.69,6.2875
"592",16,37,"4","3","3","1",1059.5273,"8/12/2020","8/15/2020","Sophie",NA,1066.72,7.1927
"593",16,39,"4","68","3","2",1060.4999,"8/12/2020","8/15/2020","Sophie",NA,1062.35,1.8501
"594",16,40,"4","39","1","2",1078.2805,"8/12/2020","8/15/2020","Sophie",NA,1084.82,6.5395
"595",16,41,"4","2","4","1",1069.7137,"8/12/2020","8/15/2020","Sophie",NA,1076.42,6.7063
"596",16,42,"4","20","5","3",1059.9369,"8/12/2020","8/15/2020","Sophie",NA,1063.86,3.9231
"597",17,1,"3","6","4","3",1063.2988,"8/12/2020","8/15/2020","Sophie",NA,1064.45,1.1512
"598",17,2,"3","8","2","1",1073.0297,"8/12/2020","8/15/2020","Sophie",NA,1074.55,1.5203
"599",17,3,"3","62","5","1",1066.9016,"8/12/2020","8/15/2020","Sophie",NA,1072.82,5.9184
"600",17,4,"3","12","5","5",1064.7826,"8/12/2020","8/15/2020","Sophie",NA,1070.96,6.1774
"601",17,6,"3","79","5","4",1062.4984,"8/12/2020","8/15/2020","Sophie",NA,1071.01,8.5116
"602",17,7,"3","3","4","5",1083.6447,"8/12/2020","8/15/2020","Sophie",NA,1095.1,11.4553
"603",17,8,"3","46","3","4",1057.9778,"8/12/2020","8/15/2020","Sophie",NA,1074.65,16.6722
"604",17,9,"3","79","1","5",1062.6863,"8/12/2020","8/15/2020","Sophie",NA,1065.96,3.2737
"605",17,10,"3","39","4","5",1067.7848,"8/12/2020","8/15/2020","Sophie",NA,1074.77,6.9852
"606",17,11,"3","69","2","3",1070.6928,"8/12/2020","8/15/2020","Sophie",NA,1083.37,12.6772
"607",17,12,"3","67","4","4",1078.7453,"8/12/2020","8/15/2020","Sophie",NA,1090.21,11.4647
"608",17,13,"3","11","2","1",1069.5111,"8/12/2020","8/15/2020","Sophie",NA,1075.08,5.5689
"609",17,14,"3","13","5","1",1072.267,"8/12/2020","8/15/2020","Sophie",NA,1081.07,8.803
"610",17,16,"3","40","2","1",1063.1689,"8/12/2020","8/15/2020","Sophie",NA,1070.4,7.2311
"611",17,17,"3","12","2","5",1084.8143,"8/12/2020","8/15/2020","Sophie",NA,1091.77,6.9557
"612",17,19,"3","77","5","2",1072.002,"8/12/2020","8/15/2020","Sophie",NA,1084.03,12.028
"613",17,20,"3","40","1","1",1068.594,"8/12/2020","8/15/2020","Sophie",NA,1076.73,8.136
"614",17,22,"3","67","3","1",1066.3543,"8/12/2020","8/15/2020","Sophie",NA,1068.3,1.9457
"615",17,24,"3","16","1","3",1078.5409,"8/12/2020","8/14/2020","Sophie",NA,NA,-1078.5409
"616",17,25,"3","13","1","1",1059.6848,"8/12/2020","8/14/2020","Sophie",NA,NA,-1059.6848
"617",17,26,"4","18","1","5",1068.7949,"8/12/2020","8/14/2020","Sophie",NA,NA,-1068.7949
"618",17,27,"4","61","3","2",1061.1336,"8/12/2020","8/14/2020","Sophie",NA,NA,-1061.1336
"619",17,28,"4","12","4","3",1057.4862,"8/12/2020","8/14/2020","Sophie",NA,NA,-1057.4862
"620",17,29,"4","5","5","1",1058.2905,"8/12/2020","8/14/2020","Sophie",NA,NA,-1058.2905
"621",17,30,"4","49","2","5",1082.6309,"8/12/2020","8/14/2020","Sophie",NA,NA,-1082.6309
"622",17,32,"4","36","4","3",1072.739,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.739
"623",17,33,"4","67","3","4",1071.1836,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.1836
"624",17,36,"4","16","3","2",1069.4404,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.4404
"625",17,41,"4","19","2","3",1065.5648,"8/12/2020","8/14/2020","Sophie",NA,NA,-1065.5648
"626",17,45,"4","27","5","5",1085.5594,"8/12/2020","8/14/2020","Sophie",NA,NA,-1085.5594
"627",17,46,"4","1","4","4",1077.5324,"8/12/2020","8/14/2020","Sophie",NA,NA,-1077.5324
"628",18,1,"3","5","1","2",1066.9615,"8/12/2020","8/14/2020","Sophie",NA,NA,-1066.9615
"629",18,2,"3","39","2","3",1067.7524,"8/12/2020","8/14/2020","Sophie",NA,NA,-1067.7524
"630",18,3,"3","61","1","4",1071.8538,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.8538
"631",18,4,"3","64","5","4",1067.8594,"8/12/2020","8/14/2020","Sophie",NA,NA,-1067.8594
"632",18,5,"3","46","4","5",1070.1912,"8/12/2020","8/14/2020","Sophie",NA,NA,-1070.1912
"633",18,6,"3","2","3","3",1066.4013,"8/12/2020","8/14/2020","Sophie",NA,NA,-1066.4013
"634",18,8,"3","68","1","3",1071.6009,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.6009
"635",18,9,"3","4","4","3",1079.0224,"8/12/2020","8/14/2020","Sophie",NA,NA,-1079.0224
"636",18,10,"3","3","5","2",1071.392,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.392
"637",18,11,"3","18","3","2",1071.7208,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.7208
"638",18,12,"3","56","3","2",1073.1259,"8/12/2020","8/14/2020","Sophie",NA,NA,-1073.1259
"639",18,13,"3","42","1","3",1060.9912,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.9912
"640",18,14,"3","62","5","4",1059.065,"8/12/2020","8/14/2020","Sophie",NA,NA,-1059.065
"641",18,15,"3","14","3","4",1065.8346,"8/12/2020","8/14/2020","Sophie",NA,NA,-1065.8346
"642",18,16,"3","28","4","2",1062.8855,"8/12/2020","8/14/2020","Sophie",NA,NA,-1062.8855
"643",18,17,"3","11","1","5",1060.7322,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.7322
"644",18,18,"3","49","3","2",1069.9508,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.9508
"645",18,19,"3","7","4","5",1069.8242,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.8242
"646",18,20,"3","15","1","1",1079.2209,"8/12/2020","8/14/2020","Sophie",NA,NA,-1079.2209
"647",18,21,"3","69","1","3",1081.1468,"8/12/2020","8/14/2020","Sophie",NA,NA,-1081.1468
"648",18,23,"3","47","3","4",1073.0791,"8/12/2020","8/14/2020","Sophie",NA,NA,-1073.0791
"649",18,24,"3","62","3","2",1064.3408,"8/12/2020","8/14/2020","Sophie",NA,NA,-1064.3408
"650",18,25,"3","39","1","3",1083.2866,"8/12/2020","8/14/2020","Sophie",NA,NA,-1083.2866
"651",18,26,"4","36","5","5",1068.6309,"8/12/2020","8/14/2020","Sophie",NA,NA,-1068.6309
"652",18,27,"4","6","3","2",1073.3621,"8/12/2020","8/14/2020","Sophie",NA,NA,-1073.3621
"653",18,28,"4","39","1","1",1070.6345,"8/12/2020","8/14/2020","Sophie",NA,NA,-1070.6345
"654",18,29,"4","20","1","1",1066.5793,"8/12/2020","8/14/2020","Sophie",NA,NA,-1066.5793
"655",18,30,"4","21","1","5",1078.5577,"8/12/2020","8/14/2020","Sophie",NA,NA,-1078.5577
"656",18,31,"4","64","1","5",1078.1666,"8/12/2020","8/14/2020","Sophie",NA,NA,-1078.1666
"657",18,32,"4","5","3","3",1065.9028,"8/12/2020","8/14/2020","Sophie",NA,NA,-1065.9028
"658",18,33,"4","18","5","4",1072.4798,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.4798
"659",18,34,"4","21","1","1",1059.2555,"8/12/2020","8/14/2020","Sophie",NA,NA,-1059.2555
"660",18,36,"4","35","2","3",1061.0375,"8/12/2020","8/14/2020","Sophie",NA,NA,-1061.0375
"661",18,38,"4","31","4","1",1064.7477,"8/12/2020","8/14/2020","Sophie",NA,NA,-1064.7477
"662",18,40,"4","46","2","1",1069.2263,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.2263
"663",18,41,"4","3","5","5",1069.588,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.588
"664",18,43,"4","40","5","4",1081.9691,"8/12/2020","8/14/2020","Sophie",NA,NA,-1081.9691
"665",18,45,"4","3","1","1",1063.9658,"8/12/2020","8/14/2020","Sophie",NA,NA,-1063.9658
"666",18,46,"4","2","2","4",1072.7634,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.7634
"667",19,1,"3","2","2","1",1070.2873,"8/12/2020","8/14/2020","Sophie",NA,NA,-1070.2873
"668",19,2,"3","31","3","1",1079.6619,"8/12/2020","8/14/2020","Sophie",NA,NA,-1079.6619
"669",19,3,"3","40","4","3",1080.467,"8/12/2020","8/14/2020","Sophie",NA,NA,-1080.467
"670",19,4,"3","4","2","5",1071.0171,"8/12/2020","8/14/2020","Sophie",NA,NA,-1071.0171
"671",19,5,"3","72","2","5",1072.7362,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.7362
"672",19,6,"3","64","5","5",1060.8466,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.8466
"673",19,7,"3","69","2","2",1063.5189,"8/12/2020","8/14/2020","Sophie",NA,NA,-1063.5189
"674",19,8,"3","26","1","3",1077.4327,"8/12/2020","8/14/2020","Sophie",NA,NA,-1077.4327
"675",19,9,"3","61","5","2",1056.8515,"8/12/2020","8/14/2020","Sophie",NA,NA,-1056.8515
"676",19,11,"3","72","4","1",1072.5153,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.5153
"677",19,12,"3","18","3","4",1066.8912,"8/12/2020","8/14/2020","Sophie",NA,NA,-1066.8912
"678",19,13,"3","19","2","1",1072.1738,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.1738
"679",19,14,"3","64","3","1",1060.423,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.423
"680",19,15,"3","47","1","2",1056.2527,"8/12/2020","8/14/2020","Sophie",NA,NA,-1056.2527
"681",19,17,"3","6","3","3",1084.0315,"8/12/2020","8/14/2020","Sophie",NA,NA,-1084.0315
"682",19,18,"3","12","1","1",1063.9454,"8/12/2020","8/14/2020","Sophie",NA,NA,-1063.9454
"683",19,19,"3","46","2","4",1061.0459,"8/12/2020","8/14/2020","Sophie",NA,NA,-1061.0459
"684",19,20,"3","28","4","3",1070.4976,"8/12/2020","8/14/2020","Sophie",NA,NA,-1070.4976
"685",19,21,"3","74","1","4",1082.5309,"8/12/2020","8/14/2020","Sophie",NA,NA,-1082.5309
"686",19,22,"3","46","3","1",1072.9262,"8/12/2020","8/14/2020","Sophie",NA,NA,-1072.9262
"687",19,23,"3","6","1","4",1066.589,"8/12/2020","8/14/2020","Sophie",NA,NA,-1066.589
"688",19,24,"3","61","3","5",1060.04,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.04
"689",19,30,"4","7","2","1",1076.5839,"8/12/2020","8/14/2020","Sophie",NA,1082.24,5.6561
"690",19,32,"4","62","5","3",1064.423,"8/12/2020","8/13/2020","Sophie",NA,1071.06,6.637
"691",19,33,"4","57","4","3",1059.4407,"8/12/2020","8/13/2020","Sophie",NA,1077.82,18.3793
"692",19,34,"4","29","5","5",1062.4302,"8/12/2020","8/13/2020","Sophie",NA,1065.19,2.7598
"693",19,35,"4","28","1","1",1069.5191,"8/12/2020","8/13/2020","Sophie",NA,1070.84,1.3209
"694",19,37,"4","27","5","1",1065.5894,"8/12/2020","8/13/2020","Sophie",NA,1070.69,5.1006
"695",19,40,"4","15","1","2",1080.5251,"8/12/2020","8/13/2020","Sophie",NA,1092.4,11.8749
"696",19,41,"4","19","2","5",1065.3476,"8/12/2020","8/13/2020","Sophie",NA,1082.68,17.3324
"697",19,42,"4","9","2","3",1070.3785,"8/12/2020","8/13/2020","Sophie",NA,1071.13,0.7515
"698",19,43,"4","49","2","1",1067.7323,"8/12/2020","8/13/2020","Sophie",NA,1068.63,0.8977
"699",19,44,"4","20","3","3",1078.7923,"8/12/2020","8/13/2020","Sophie",NA,1084.5,5.7077
"700",19,45,"4","15","3","2",1058.094,"8/12/2020","8/13/2020","Sophie",NA,1077.62,19.526
"701",19,46,"4","46","3","5",1079.5394,"8/12/2020","8/13/2020","Sophie",NA,1085.45,5.9106
"702",20,1,"3","2","3","4",1069.3902,"8/12/2020","8/13/2020","Sophie",NA,1074.42,5.0298
"703",20,3,"3","3","3","2",1056.8042,"8/12/2020","8/13/2020","Sophie",NA,1063,6.1958
"704",20,4,"3","46","5","4",1070.5152,"8/12/2020","8/13/2020","Sophie",NA,1083.09,12.5748
"705",20,5,"3","29","1","1",1063.4101,"8/12/2020","8/13/2020","Sophie",NA,1096.32,32.9099
"706",20,8,"3","27","2","2",1067.3266,"8/12/2020","8/13/2020","Sophie",NA,1070.29,2.9634
"707",20,9,"3","36","5","4",1065.6504,"8/12/2020","8/13/2020","Sophie",NA,1083.54,17.8896
"708",20,10,"3","21","5","2",1079.1025,"8/12/2020","8/13/2020","Sophie",NA,1086.14,7.0375
"709",20,11,"3","1","5","4",1064.5584,"8/12/2020","8/13/2020","Sophie",NA,1068.6,4.0416
"710",20,12,"3","67","5","2",1063.8714,"8/12/2020","8/13/2020","Sophie",NA,1073.09,9.2186
"711",20,13,"3","3","4","4",1067.2032,"8/12/2020","8/13/2020","Sophie",NA,1074.14,6.9368
"712",20,14,"3","30","4","1",1069.6456,"8/12/2020","8/13/2020","Sophie",NA,1074.99,5.3444
"713",20,15,"3","1","3","3",1056.2718,"8/12/2020","8/13/2020","Sophie",NA,1072.44,16.1682
"714",20,16,"3","72","1","4",1063.1695,"8/12/2020","8/13/2020","Sophie",NA,1069.55,6.3805
"715",20,17,"3","6","1","5",1069.9579,"8/12/2020","8/13/2020","Sophie",NA,1072.12,2.1621
"716",20,18,"3","67","3","3",1065.5813,"8/12/2020","8/13/2020","Sophie",NA,1084.31,18.7287
"717",20,19,"3","5","3","1",1070.5516,"8/12/2020","8/13/2020","Sophie",NA,1078.18,7.6284
"718",20,20,"3","11","2","2",1079.0156,"8/12/2020","8/13/2020","Sophie",NA,1088.81,9.7944
"719",20,21,"3","18","1","3",1064.6382,"8/12/2020","8/13/2020","Sophie",NA,1068.47,3.8318
"720",20,22,"3","57","2","2",1063.7523,"8/12/2020","8/13/2020","Sophie",NA,1068.14,4.3877
"721",20,23,"3","18","4","4",1059.4154,"8/12/2020","8/13/2020","Sophie",NA,1069.32,9.9046
"722",20,24,"3","8","3","4",1078.4088,"8/12/2020","8/13/2020","Sophie",NA,1084.09,5.6812
"723",20,25,"3","51","4","4",1069.1807,"8/12/2020","8/13/2020","Sophie",NA,1075.37,6.1893
"724",20,26,"4","31","4","5",1070.3389,"8/12/2020","8/13/2020","Sophie",NA,1080.82,10.4811
"725",20,27,"4","19","3","3",1060.7807,"8/12/2020","8/13/2020","Sophie",NA,1067.19,6.4093
"726",20,28,"4","5","2","5",1076.5116,"8/12/2020","8/13/2020","Sophie",NA,1084.08,7.5684
"727",20,29,"4","36","2","3",1076.9289,"8/12/2020","8/13/2020","Sophie",NA,1084.96,8.0311
"728",20,30,"4","18","4","2",1058.4881,"8/12/2020","8/13/2020","Sophie",NA,1060.29,1.8019
"729",20,31,"4","30","2","3",1060.2336,"8/12/2020","8/13/2020","Sophie",NA,1074.88,14.6464
"730",20,32,"4","79","1","2",1065.2161,"8/12/2020","8/13/2020","Sophie",NA,1073.41,8.1939
"731",20,33,"4","36","1","3",1073.5129,"8/12/2020","8/13/2020","Sophie",NA,1083.46,9.9471
"732",20,34,"4","2","5","2",1057.9317,"8/12/2020","8/13/2020","Sophie",NA,1061.36,3.4283
"733",20,35,"4","28","4","1",1061.6362,"8/12/2020","8/13/2020","Sophie",NA,1070.16,8.5238
"734",20,36,"4","77","1","3",1060.5823,"8/12/2020","8/13/2020","Sophie",NA,1068.72,8.1377
"735",20,37,"4","40","2","3",1067.2757,"8/12/2020","8/13/2020","Sophie",NA,1072.4,5.1243
"736",20,38,"4","15","4","3",1065.2173,"8/12/2020","8/13/2020","Sophie",NA,1068.61,3.3927
"737",20,39,"4","47","1","3",1079.4799,"8/12/2020","8/13/2020","Sophie",NA,1088.28,8.8001
"738",20,40,"4","3","5","3",1077.2598,"8/12/2020","8/13/2020","Sophie",NA,1080.63,3.3702
"739",20,41,"4","30","5","1",1062.3291,"8/12/2020","8/13/2020","Sophie",NA,1069.36,7.0309
"740",20,42,"4","27","4","4",1060.6537,"8/12/2020","8/13/2020","Sophie",NA,1063.72,3.0663
"741",20,44,"4","2","3","5",1074.1008,"8/12/2020","8/13/2020","Sophie",NA,1076.62,2.5192
"742",20,46,"4","35","3","4",1068.7531,"8/12/2020","8/13/2020","Sophie",NA,1073.91,5.1569
"743",21,1,"3","30","2","2",1061.8209,"8/12/2020","8/13/2020","Sophie",NA,1073.41,11.5891
"744",21,2,"3","8","3","1",1062.3598,"8/12/2020","8/13/2020","Sophie",NA,1066.69,4.3302
"745",21,3,"3","31","1","4",1056.3963,"8/12/2020","8/13/2020","Sophie",NA,1070.35,13.9537
"746",21,4,"3","2","1","4",1056.7931,"8/12/2020","8/13/2020","Sophie",NA,1064.1,7.3069
"747",21,6,"3","29","5","1",1066.0816,"8/12/2020","8/13/2020","Sophie",NA,1071.85,5.7684
"748",21,7,"3","8","2","4",1056.9527,"8/12/2020","8/13/2020","Sophie",NA,1064.24,7.2873
"749",21,9,"3","67","2","3",1066.2474,"8/12/2020","8/13/2020","Sophie",NA,1079.58,13.3326
"750",21,10,"3","46","1","4",1076.6427,"8/12/2020","8/13/2020","Sophie",NA,1086.59,9.9473
"751",21,11,"3","72","5","2",1065.8888,"8/12/2020","8/13/2020","Sophie",NA,1112.7,46.8112
"752",21,14,"3","47","3","1",1062.7281,"8/12/2020","8/13/2020","Sophie",NA,1068.32,5.5919
"753",21,15,"3","51","4","5",1064.8877,"8/12/2020","8/13/2020","Sophie",NA,1068.94,4.0523
