"","latex_mods.City_gr.R2m","latex_mods.City_gr.R2c","latex_mods.Usc_gr.R2m","latex_mods.Usc_gr.R2c","latex_mods.City_urbsubs_alt.R2m","latex_mods.City_urbsubs_alt.R2c","latex_mods.City_urbsubs_best.R2m","latex_mods.City_urbsubs_best.R2c","latex_mods.Usc_urbsubs.R2m","latex_mods.Usc_urbsubs.R2c","herb_early_mods_binomial.City_gr.R2m","herb_early_mods_binomial.City_gr.R2c","herb_early_mods_binomial.Usc_gr.R2m","herb_early_mods_binomial.Usc_gr.R2c","herb_early_mods_binomial.City_urbsubs_best.R2m","herb_early_mods_binomial.City_urbsubs_best.R2c","herb_early_mods_binomial.Usc_urbsubs_alt.R2m","herb_early_mods_binomial.Usc_urbsubs_alt.R2c","herb_early_mods_binomial.Usc_urbsubs_best.R2m","herb_early_mods_binomial.Usc_urbsubs_best.R2c","herb_early_mods_quant.City_gr.R2m","herb_early_mods_quant.City_gr.R2c","herb_early_mods_quant.Usc_gr.R2m","herb_early_mods_quant.Usc_gr.R2c","herb_early_mods_quant.City_urbsubs_best.R2m","herb_early_mods_quant.City_urbsubs_best.R2c","herb_early_mods_quant.City_urbsubs_alt.R2m","herb_early_mods_quant.City_urbsubs_alt.R2c","herb_early_mods_quant.Usc_urbsubs_best.R2m","herb_early_mods_quant.Usc_urbsubs_best.R2c","herb_early_mods_quant.Usc_urbsubs_alt.R2m","herb_early_mods_quant.Usc_urbsubs_alt.R2c","herb_late_mods_binomial.City_gr.R2m","herb_late_mods_binomial.City_gr.R2c","herb_late_mods_binomial.Usc_gr.R2m","herb_late_mods_binomial.Usc_gr.R2c","herb_late_mods_binomial.City_urbsubs_alt.R2m","herb_late_mods_binomial.City_urbsubs_alt.R2c","herb_late_mods_binomial.City_urbsubs_best.R2m","herb_late_mods_binomial.City_urbsubs_best.R2c","herb_late_mods_binomial.Usc_urbsubs_alt.R2m","herb_late_mods_binomial.Usc_urbsubs_alt.R2c","herb_late_mods_binomial.Usc_urbsubs_best.R2m","herb_late_mods_binomial.Usc_urbsubs_best.R2c","herb_late_mods_quant.City_gr.R2m","herb_late_mods_quant.City_gr.R2c","herb_late_mods_quant.Usc_gr.R2m","herb_late_mods_quant.Usc_gr.R2c","herb_late_mods_quant.City_urbsubs_alt.R2m","herb_late_mods_quant.City_urbsubs_alt.R2c","herb_late_mods_quant.City_urbsubs_best.R2m","herb_late_mods_quant.City_urbsubs_best.R2c","herb_late_mods_quant.Usc_urbsubs_alt.R2m","herb_late_mods_quant.Usc_urbsubs_alt.R2c","herb_late_mods_quant.Usc_urbsubs_best.R2m","herb_late_mods_quant.Usc_urbsubs_best.R2c","weev_mods_binomial.City_gr.R2m","weev_mods_binomial.City_gr.R2c","weev_mods_binomial.Usc_gr.R2m","weev_mods_binomial.Usc_gr.R2c","weev_mods_binomial.City_urbsubs_alt.R2m","weev_mods_binomial.City_urbsubs_alt.R2c","weev_mods_binomial.City_urbsubs_best.R2m","weev_mods_binomial.City_urbsubs_best.R2c","weev_mods_binomial.Usc_urbsubs_alt.R2m","weev_mods_binomial.Usc_urbsubs_alt.R2c","weev_mods_binomial.Usc_urbsubs_best.R2m","weev_mods_binomial.Usc_urbsubs_best.R2c","weev_mods_quant.City_gr.R2m","weev_mods_quant.City_gr.R2c","weev_mods_quant.Usc_gr.R2m","weev_mods_quant.Usc_gr.R2c","weev_mods_quant.City_urbsubs_alt.R2m","weev_mods_quant.City_urbsubs_alt.R2c","weev_mods_quant.City_urbsubs_best.R2m","weev_mods_quant.City_urbsubs_best.R2c","weev_mods_quant.Usc_urbsubs_alt.R2m","weev_mods_quant.Usc_urbsubs_alt.R2c","weev_mods_quant.Usc_urbsubs_best.R2m","weev_mods_quant.Usc_urbsubs_best.R2c"
"theoretical",0.037305753529593,0.115519877722114,0.0459308412721402,0.114038365053751,0.045921816170519,0.134457353817431,0.0440869112893554,0.13567735142853,0.0623240598302933,0.130115372964303,0.11512498390172,0.115124986440803,0.11272338734267,0.112723390987896,0.1035700862413,0.103570091497032,0.0987261182561851,0.098726139706805,0.0986380018594347,0.0986380286512801,0.0167956798519282,0.0220872271096587,0.0189469432777035,0.0225911958469653,0.0393780841034118,0.0512417675734499,0.0365190040660558,0.050561881312727,0.0382967677694708,0.0503010889655002,0.0334590562154194,0.0503482414374345,0.120085852958398,0.144205891089902,0.119013617244121,0.143344218785458,0.130740505950227,0.130740507617046,0.130734706166055,0.130734708319567,0.128613510351879,0.128613512413731,0.126382253354545,0.126382255136003,0.0806711339267978,0.0922155956501037,0.0790337966612581,0.0919240795441214,0.0869456998352765,0.100732075111959,0.0855984984968014,0.100444910541527,0.0871705189354072,0.100482552350964,0.0865518638931489,0.100453890493078,0.0876358231856124,0.162513490381053,0.0874063020382894,0.162439886512836,0.0885943680575029,0.178121990575794,0.0876873328585051,0.177653287866824,0.0875939584776307,0.177798778075805,0.0862415341099507,0.17760283150891,0.0668750036304562,0.102285703991339,0.0650602045669125,0.102921300390291,0.0779874737485855,0.127854618809851,0.0774976149419838,0.128178935477263,0.0794898940371313,0.126938575477387,0.0772749426562524,0.127528908540677
"delta",0.037305753529593,0.115519877722114,0.0459308412721402,0.114038365053751,0.045921816170519,0.134457353817431,0.0440869112893554,0.13567735142853,0.0623240598302933,0.130115372964303,0.0857674156688622,0.0857674175604641,0.0839201596946496,0.0839201624084427,0.0752207295877636,0.0752207334048887,0.0715967621542191,0.071596777710335,0.0715309379715388,0.0715309574006209,0.0167956798519282,0.0220872271096587,0.0189469432777035,0.0225911958469653,0.0393780841034118,0.0512417675734499,0.0365190040660558,0.050561881312727,0.0382967677694708,0.0503010889655002,0.0334590562154194,0.0503482414374345,0.0282637479975225,0.033940708793859,0.0279898344774433,0.0337119486829278,0.0316639091430481,0.0316639095467333,0.0316623444218963,0.0316623449434505,0.0310911222578805,0.0310911227563141,0.030492532725204,0.0304925331550203,0.0806711339267978,0.0922155956501037,0.0790337966612581,0.0919240795441214,0.0869456998352765,0.100732075111959,0.0855984984968014,0.100444910541527,0.0871705189354072,0.100482552350964,0.0865518638931489,0.100453890493078,0.0708749381938673,0.131431795443188,0.0706881261776653,0.131370060582987,0.072005247607956,0.144768999622047,0.0712604434630332,0.144372643839946,0.0711869207313767,0.144495667749166,0.0700846875723584,0.144329980753809,0.0668750036304562,0.102285703991339,0.0650602045669125,0.102921300390291,0.0779874737485855,0.127854618809851,0.0774976149419838,0.128178935477263,0.0794898940371313,0.126938575477387,0.0772749426562524,0.127528908540677
