"","latex_mods.City_gr.R2m","latex_mods.City_gr.R2c","latex_mods.Usc_gr.R2m","latex_mods.Usc_gr.R2c","latex_mods.City_urbsubs_alt.R2m","latex_mods.City_urbsubs_alt.R2c","latex_mods.City_urbsubs_best.R2m","latex_mods.City_urbsubs_best.R2c","latex_mods.Usc_urbsubs.R2m","latex_mods.Usc_urbsubs.R2c","herb_early_mods_binomial.City_gr.R2m","herb_early_mods_binomial.City_gr.R2c","herb_early_mods_binomial.Usc_gr.R2m","herb_early_mods_binomial.Usc_gr.R2c","herb_early_mods_binomial.City_urbsubs_best.R2m","herb_early_mods_binomial.City_urbsubs_best.R2c","herb_early_mods_binomial.Usc_urbsubs_alt.R2m","herb_early_mods_binomial.Usc_urbsubs_alt.R2c","herb_early_mods_binomial.Usc_urbsubs_best.R2m","herb_early_mods_binomial.Usc_urbsubs_best.R2c","herb_early_mods_quant.City_gr.R2m","herb_early_mods_quant.City_gr.R2c","herb_early_mods_quant.Usc_gr.R2m","herb_early_mods_quant.Usc_gr.R2c","herb_early_mods_quant.City_urbsubs_best.R2m","herb_early_mods_quant.City_urbsubs_best.R2c","herb_early_mods_quant.City_urbsubs_alt.R2m","herb_early_mods_quant.City_urbsubs_alt.R2c","herb_early_mods_quant.Usc_urbsubs_best.R2m","herb_early_mods_quant.Usc_urbsubs_best.R2c","herb_early_mods_quant.Usc_urbsubs_alt.R2m","herb_early_mods_quant.Usc_urbsubs_alt.R2c","herb_late_mods_binomial.City_gr.R2m","herb_late_mods_binomial.City_gr.R2c","herb_late_mods_binomial.Usc_gr.R2m","herb_late_mods_binomial.Usc_gr.R2c","herb_late_mods_binomial.City_urbsubs_alt.R2m","herb_late_mods_binomial.City_urbsubs_alt.R2c","herb_late_mods_binomial.City_urbsubs_best.R2m","herb_late_mods_binomial.City_urbsubs_best.R2c","herb_late_mods_binomial.Usc_urbsubs_alt.R2m","herb_late_mods_binomial.Usc_urbsubs_alt.R2c","herb_late_mods_binomial.Usc_urbsubs_best.R2m","herb_late_mods_binomial.Usc_urbsubs_best.R2c","herb_late_mods_quant.City_gr.R2m","herb_late_mods_quant.City_gr.R2c","herb_late_mods_quant.Usc_gr.R2m","herb_late_mods_quant.Usc_gr.R2c","herb_late_mods_quant.City_urbsubs_alt.R2m","herb_late_mods_quant.City_urbsubs_alt.R2c","herb_late_mods_quant.City_urbsubs_best.R2m","herb_late_mods_quant.City_urbsubs_best.R2c","herb_late_mods_quant.Usc_urbsubs_alt.R2m","herb_late_mods_quant.Usc_urbsubs_alt.R2c","herb_late_mods_quant.Usc_urbsubs_best.R2m","herb_late_mods_quant.Usc_urbsubs_best.R2c","weev_mods_binomial.City_gr.R2m","weev_mods_binomial.City_gr.R2c","weev_mods_binomial.Usc_gr.R2m","weev_mods_binomial.Usc_gr.R2c","weev_mods_binomial.City_urbsubs_alt.R2m","weev_mods_binomial.City_urbsubs_alt.R2c","weev_mods_binomial.City_urbsubs_best.R2m","weev_mods_binomial.City_urbsubs_best.R2c","weev_mods_binomial.Usc_urbsubs_alt.R2m","weev_mods_binomial.Usc_urbsubs_alt.R2c","weev_mods_binomial.Usc_urbsubs_best.R2m","weev_mods_binomial.Usc_urbsubs_best.R2c","weev_mods_quant.City_gr.R2m","weev_mods_quant.City_gr.R2c","weev_mods_quant.Usc_gr.R2m","weev_mods_quant.Usc_gr.R2c","weev_mods_quant.City_urbsubs_alt.R2m","weev_mods_quant.City_urbsubs_alt.R2c","weev_mods_quant.City_urbsubs_best.R2m","weev_mods_quant.City_urbsubs_best.R2c","weev_mods_quant.Usc_urbsubs_alt.R2m","weev_mods_quant.Usc_urbsubs_alt.R2c","weev_mods_quant.Usc_urbsubs_best.R2m","weev_mods_quant.Usc_urbsubs_best.R2c"
"theoretical",0.0368110198498454,0.1192012611534,0.0453175449628655,0.117529283795154,0.0449658272868259,0.147402246773151,0.0434047578958758,0.144922226392333,0.0599838233876076,0.140998286417357,0.115124984601625,0.115124987861461,0.112723386894539,0.112723393692937,0.103562988938206,0.103616595796318,0.0981295384351404,0.102898201142969,0.0981935513922021,0.101730091326906,0.016541940979948,0.0243563732934449,0.0187064563070201,0.0248764765936277,0.0391385820402334,0.0566039958865976,0.0361666621460555,0.054794376660075,0.037961922550766,0.0559171314147407,0.0327947297830332,0.055197464372843,0.119441712366454,0.137622890742036,0.118434424792371,0.136338812955929,0.130740505295079,0.130740509628377,0.13073470657082,0.130734710976007,0.128613509946031,0.128613516343655,0.126382264796931,0.126382270521818,0.0803678200167923,0.0934324912477238,0.0787353942237765,0.0931764558094487,0.0862686205655626,0.104454037532356,0.0850027937189233,0.103197027814242,0.0864812281954468,0.104289949405484,0.0859545633324927,0.103230433579957,0.0812462840033448,0.159135035219418,0.0810216499029509,0.159084087677379,0.0813087072971875,0.180323396405638,0.0804802242564706,0.177797854442081,0.0803276295261009,0.180131658731561,0.0790696206342428,0.177864680297874,0.0665399942956763,0.104554388331942,0.0647174222767114,0.10522880917615,0.0775901972377541,0.135562824042081,0.0771480930829067,0.133784858185385,0.0789383141000775,0.134301033596657,0.0768671370657454,0.133274605167148
"delta",0.0368110198498454,0.1192012611534,0.0453175449628655,0.117529283795154,0.0449658272868259,0.147402246773151,0.0434047578958758,0.144922226392333,0.0599838233876076,0.140998286417357,0.0857674173048107,0.0857674197333694,0.083920160484695,0.0839201655459579,0.0752166430311553,0.0752555770939124,0.0712547579714736,0.0747174248963621,0.0712758223751141,0.0738428931107637,0.016541940979948,0.0243563732934449,0.0187064563070201,0.0248764765936277,0.0391385820402334,0.0566039958865976,0.0361666621460555,0.054794376660075,0.037961922550766,0.0559171314147407,0.0327947297830332,0.055197464372843,0.0279477972388491,0.0322019549927599,0.0276805329384366,0.0318651524624707,0.0316639178182592,0.0316639188677363,0.0316623533711902,0.031662354438073,0.0310911308907546,0.0310911324373214,0.0304925443572276,0.0304925457384845,0.0803678200167923,0.0934324912477238,0.0787353942237765,0.0931764558094487,0.0862686205655626,0.104454037532356,0.0850027937189233,0.103197027814242,0.0864812281954468,0.104289949405484,0.0859545633324927,0.103230433579957,0.0658786879921188,0.129034914795651,0.0656957901491895,0.12899212559417,0.0663574605594413,0.147165083085087,0.0656441291410011,0.145021779273316,0.0655539660932338,0.147002279520396,0.0644945290018363,0.145078459841575,0.0665399942956763,0.104554388331942,0.0647174222767114,0.10522880917615,0.0775901972377541,0.135562824042081,0.0771480930829067,0.133784858185385,0.0789383141000775,0.134301033596657,0.0768671370657454,0.133274605167148
