"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Filter_paper_and_tube_weight_mg","Date_paper_and_tube_measured","Date_latex_collected","Surveyor","Latex_not_collected","Latex_and_filter_paper_and_tube_weight_mg","Latex_weight_mg","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"128","MW007",7,13,30,4,5,1,1080.246,"8/11/2020","8/17/2020","Sophie",NA,1085.82,5.574,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"129","MW007",7,3,21,1,3,1,1080.5774,"8/10/2020","8/21/2020","Sophie",NA,1087.59,7.0126,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"130","MW007",7,6,46,2,4,3,1064.3448,"8/10/2020","8/19/2020","Kavya",NA,1071.95,7.6052,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"131","MW007",7,12,1,3,1,1,1066.1663,"8/11/2020","8/17/2020","Sophie",NA,1069.05,2.8837,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"132","MW007",7,15,22,3,4,1,1060.6728,"8/11/2020","8/15/2020","Sophie",NA,1066.11,5.4372,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"133","MW007",7,6,8,1,5,3,1078.8004,"8/10/2020","8/19/2020","Sophie",NA,1083.76,4.9596,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"134","MW007",7,7,3,1,1,3,1063.6822,"8/10/2020","8/19/2020","Kavya",NA,1072.53,8.8478,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"135","MW007",7,21,34,4,1,4,1062.8451,"8/12/2020","8/13/2020","Sophie",NA,1069.56,6.7149,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"136","MW007",7,7,15,1,4,4,1064.0788,"8/10/2020","8/19/2020","Kavya",NA,1071.06,6.9812,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"137","MW007",7,6,12,1,5,2,1085.2695,"8/10/2020","8/19/2020","Sophie",NA,1092.34,7.0705,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"138","MW007",7,19,30,4,2,1,1076.5839,"8/12/2020","8/14/2020","Sophie",NA,1082.24,5.6561,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"139","MW007",7,9,20,1,3,3,1065.554,"8/10/2020","8/18/2020","Sophie",NA,1069,3.446,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"140","MW007",7,14,8,3,1,5,1068.4381,"8/11/2020","8/15/2020","Sophie",NA,1067.68,-0.7581,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"141","MW007",7,18,19,3,4,5,1069.8242,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.8242,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"142","MW007",7,8,9,1,3,2,1066.1426,"8/10/2020","8/18/2020","Sophie",NA,1077.79,11.6474,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"143","MW007",7,4,36,2,5,5,1070.3437,"8/10/2020","8/19/2020","Sophie",NA,1078.1,7.7563,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"144","MW008",8,21,28,4,2,3,1065.43,"8/12/2020","8/13/2020","Sophie",NA,1068.5,3.07,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"145","MW008",8,3,17,1,2,5,1062.9404,"8/10/2020","8/21/2020","Sophie",NA,1074.19,11.2496,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"146","MW008",8,1,40,2,1,4,1068.5794,"8/10/2020","8/21/2020","Sophie",NA,1083.58,15.0006,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"147","MW008",8,4,20,1,1,1,1078.5538,"8/10/2020","8/19/2020","Sophie",NA,1087.01,8.4562,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"148","MW008",8,20,24,3,3,4,1078.4088,"8/12/2020","8/13/2020","Sophie",NA,1084.09,5.6812,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"149","MW008",8,7,28,2,2,2,1072.5275,"8/10/2020","8/19/2020","Kavya",NA,1084.07,11.5425,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"150","MW008",8,15,10,3,3,2,1078.6061,"8/11/2020","8/15/2020","Sophie",NA,1080.43,1.8239,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"151","MW008",8,5,6,1,3,5,1070.7112,"8/10/2020","8/19/2020","Sophie",NA,1079.54,8.8288,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"152","MW008",8,21,7,3,2,4,1056.9527,"8/12/2020","8/13/2020","Sophie",NA,1064.24,7.2873,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"153","MW008",8,5,37,2,3,3,1069.5973,"8/10/2020","8/19/2020","Sophie",NA,1073.64,4.0427,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"154","MW008",8,21,2,3,3,1,1062.3598,"8/12/2020","8/13/2020","Sophie",NA,1066.69,4.3302,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"155","MW008",8,17,2,3,2,1,1073.0297,"8/12/2020","8/15/2020","Sophie",NA,1074.55,1.5203,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"156","MW008",8,12,17,3,1,2,1070.1522,"8/11/2020","8/17/2020","Sophie",NA,1076.44,6.2878,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"157","MW009",9,19,42,4,2,3,1070.3785,"8/12/2020","8/13/2020","Sophie",NA,1071.13,0.7515,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"158","MW009",9,11,22,1,1,2,1072.7106,"8/11/2020","8/17/2020","Sophie",NA,1075.87,3.1594,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"159","MW009",9,15,40,4,1,1,1060.6752,"8/11/2020","8/15/2020","Sophie",NA,1070.62,9.9448,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"160","MW009",9,5,20,1,1,5,1079.5891,"8/10/2020","8/19/2020","Sophie",NA,1086.2,6.6109,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"161","MW009",9,3,4,1,2,2,1062.7788,"8/10/2020","8/21/2020","Sophie",NA,1068.39,5.6112,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"162","MW009",9,13,38,4,2,5,1070.4109,"8/11/2020","8/15/2020","Sophie",NA,1072.33,1.9191,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"163","MW009",9,2,19,1,1,3,1071.4541,"8/10/2020","8/21/2020","Sophie",NA,1075.61,4.1559,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"164","MW009",9,10,19,1,2,4,1066.4602,"8/10/2020","8/18/2020","Sophie",NA,1086.49,20.0298,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"165","MW009",9,12,7,3,1,4,1059.3666,"8/11/2020","8/17/2020","Sophie",NA,1074.38,15.0134,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"166","MW011",11,6,5,1,2,4,1058.2037,"8/10/2020","8/19/2020","Sophie",NA,1066.56,8.3563,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"167","MW011",11,20,20,3,2,2,1079.0156,"8/12/2020","8/13/2020","Sophie",NA,1088.81,9.7944,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"168","MW011",11,5,7,1,1,2,1064.1428,"8/10/2020","8/19/2020","Sophie",NA,1075.45,11.3072,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"169","MW011",11,1,24,2,3,5,1069.62156,"8/10/2020","8/21/2020","Sophie",NA,1076.11,6.48844,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"170","MW011",11,11,3,1,1,3,1070.1208,"8/11/2020","8/18/2020","Sophie",NA,1088.2,18.0792,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"171","MW011",11,8,11,1,4,5,1061.4159,"8/10/2020","8/18/2020","Sophie",NA,1071.72,10.3041,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"172","MW011",11,21,45,4,3,3,1072.983,"8/12/2020","8/13/2020","Sophie",NA,1077.12,4.137,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"173","MW011",11,13,28,4,1,1,1064.7595,"8/11/2020","8/17/2020","Sophie",NA,1073.79,9.0305,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"174","MW011",11,11,4,1,3,2,1072.5453,"8/11/2020","8/18/2020","Sophie",NA,1080.62,8.0747,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"175","MW011",11,13,24,3,2,3,1071.8553,"8/11/2020","8/17/2020","Sophie",NA,1075.64,3.7847,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"176","MW011",11,17,13,3,2,1,1069.5111,"8/12/2020","8/15/2020","Sophie",NA,1075.08,5.5689,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"177","MW011",11,18,17,3,1,5,1060.7322,"8/12/2020","8/14/2020","Sophie",NA,NA,-1060.7322,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"178","MW012",12,10,13,1,3,4,1065.187,"8/10/2020","8/18/2020","Sophie",NA,1074.98,9.793,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"179","MW012",12,11,28,4,2,1,1068.4265,"8/11/2020","8/17/2020","Sophie",NA,1076.78,8.3535,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"180","MW012",12,3,40,2,5,3,1078.8292,"8/10/2020","8/19/2020","Sophie",NA,1090.02,11.1908,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"181","MW012",12,5,25,2,5,2,1074.3067,"8/10/2020","8/19/2020","Sophie",NA,1077.98,3.6733,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"182","MW012",12,14,32,4,2,3,1067.5038,"8/11/2020","8/15/2020","Sophie",NA,1073.17,5.6662,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"183","MW012",12,6,6,1,1,4,1074.453,"8/10/2020","8/19/2020","Sophie",NA,1079.21,4.757,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"184","MW012",12,8,10,1,3,2,1064.5187,"8/10/2020","8/18/2020","Sophie",NA,1069.06,4.5413,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"185","MW012",12,19,18,3,1,1,1063.9454,"8/12/2020","8/14/2020","Sophie",NA,NA,-1063.9454,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"186","MW012",12,7,33,2,2,2,1077.0017,"8/10/2020","8/19/2020","Kavya",NA,1091.4,14.3983,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"187","MW012",12,3,1,1,5,1,1072.6063,"8/10/2020","8/21/2020","Sophie",NA,1088.17,15.5637,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"188","MW012",12,4,3,1,4,1,1081.7845,"8/10/2020","8/19/2020","Sophie",NA,1087.72,5.9355,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"189","MW012",12,13,29,4,1,2,1064.3965,"8/11/2020","8/17/2020","Sophie",NA,1071.78,7.3835,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"190","MW012",12,21,41,4,3,3,1059.776,"8/12/2020","8/13/2020","Sophie",NA,1066.45,6.674,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"191","MW012",12,7,25,2,2,4,1078.7139,"8/10/2020","8/19/2020","Kavya",NA,1081.18,2.4661,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"192","MW012",12,17,28,4,4,3,1057.4862,"8/12/2020","8/14/2020","Sophie",NA,NA,-1057.4862,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"193","MW012",12,17,4,3,5,5,1064.7826,"8/12/2020","8/15/2020","Sophie",NA,1070.96,6.1774,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"194","MW012",12,17,17,3,2,5,1084.8143,"8/12/2020","8/15/2020","Sophie",NA,1091.77,6.9557,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"195","MW012",12,6,30,2,5,4,1069.4973,"8/10/2020","8/19/2020","Kavya",NA,1075.47,5.9727,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"196","MW013",13,14,26,4,2,5,1057.9189,"8/11/2020","8/15/2020","Sophie",NA,1067.61,9.6911,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"197","MW013",13,8,5,1,5,4,1083.2432,"8/10/2020","8/18/2020","Sophie",NA,1088.87,5.6268,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"198","MW013",13,17,14,3,5,1,1072.267,"8/12/2020","8/15/2020","Sophie",NA,1081.07,8.803,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"199","MW013",13,1,34,2,2,3,1062.1068,"8/10/2020","8/21/2020","Sophie",NA,1066.29,4.1832,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"200","MW013",13,9,15,1,5,2,1081.0178,"8/10/2020","8/18/2020","Sophie",NA,1083.8,2.7822,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"201","MW013",13,17,25,3,1,1,1059.6848,"8/12/2020","8/14/2020","Sophie",NA,NA,-1059.6848,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"202","MW013",13,1,33,2,1,5,1058.1597,"8/10/2020","8/21/2020","Sophie",NA,1064.37,6.2103,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"203","MW013",13,13,3,3,1,3,1076.8734,"8/11/2020","8/17/2020","Sophie",NA,1080.06,3.1866,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"204","MW013",13,14,14,3,2,4,1063.8058,"8/11/2020","8/15/2020","Sophie",NA,1068.09,4.2842,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"205","MW013",13,3,5,1,5,5,1068.7317,"8/10/2020","8/21/2020","Sophie",NA,1091.2,22.4683,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"206","MW013",13,14,39,4,2,1,1068.641,"8/11/2020","8/15/2020","Sophie",NA,1070.12,1.479,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"207","MW013",13,5,22,1,1,4,1086.2272,"8/10/2020","8/19/2020","Sophie",NA,1094.63,8.4028,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"208","MW014",14,2,27,2,3,5,1061.901,"8/10/2020","8/21/2020","Sophie",NA,1067.76,5.859,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"209","MW014",14,18,15,3,3,4,1065.8346,"8/12/2020","8/14/2020","Sophie",NA,NA,-1065.8346,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"210","MW014",14,3,3,1,5,1,1062.7433,"8/10/2020","8/21/2020","Sophie",NA,1071.91,9.1667,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"211","MW014",14,10,25,2,1,3,1066.0033,"8/10/2020","8/18/2020","Sophie",NA,1074.3,8.2967,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"212","MW014",14,15,29,4,2,5,1067.8816,"8/11/2020","8/15/2020","Sophie",NA,1069.4,1.5184,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"213","MW014",14,12,30,4,4,3,1059.6274,"8/11/2020","8/17/2020","Sophie",NA,1068.57,8.9426,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"214","MW014",14,5,40,2,1,4,1059.0844,"8/10/2020","8/19/2020","Sophie",NA,1062.41,3.3256,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"215","MW014",14,15,15,3,3,3,1062.3002,"8/11/2020","8/15/2020","Sophie",NA,1065.66,3.3598,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"216","MW014",14,6,33,2,1,1,1065.7193,"8/10/2020","8/19/2020","Kavya",NA,1077.57,11.8507,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"217","MW014",14,13,17,3,1,2,1072.1206,"8/11/2020","8/17/2020","Sophie",NA,1073.85,1.7294,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"218","MW014",14,13,18,3,5,5,1068.5005,"8/11/2020","8/17/2020","Sophie",NA,1073.99,5.4895,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"219","MW014",14,1,15,1,2,1,1069.2046,"8/10/2020","8/21/2020","Sophie",NA,1078.41,9.2054,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"220","MW014",14,2,10,1,2,2,1070.7679,"8/10/2020","8/21/2020","Sophie",NA,1076.74,5.9721,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"221","MW014",14,2,6,1,5,2,1063.9417,"8/10/2020","8/21/2020","Sophie",NA,1073.9,9.9583,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"222","MW014",14,8,16,1,3,2,1085.9534,"8/10/2020","8/18/2020","Sophie",NA,1091.94,5.9866,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"223","MW014",14,10,1,1,4,5,1080.2532,"8/10/2020","8/18/2020","Sophie",NA,1084.9,4.6468,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"224","MW014",14,12,36,4,4,1,1055.7727,"8/11/2020","8/17/2020","Sophie",NA,1058.75,2.9773,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"225","MW015",15,4,25,2,2,5,1066.2703,"8/10/2020","8/19/2020","Sophie",NA,1078.49,12.2197,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"226","MW015",15,18,20,3,1,1,1079.2209,"8/12/2020","8/14/2020","Sophie",NA,NA,-1079.2209,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"227","MW015",15,1,17,1,5,5,1060.2334,"8/10/2020","8/21/2020","Sophie",NA,1064.92,4.6866,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"228","MW015",15,3,12,1,2,4,1082.4112,"8/10/2020","8/21/2020","Sophie",NA,1090.49,8.0788,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"229","MW015",15,3,8,1,4,1,1064.3933,"8/10/2020","8/21/2020","Sophie",NA,1070.59,6.1967,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"230","MW015",15,16,1,3,4,2,1064.2775,"8/11/2020","8/15/2020","Sophie",NA,1078.14,13.8625,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"231","MW015",15,10,41,4,2,1,1070.7358,"8/11/2020","8/18/2020","Sophie",NA,1076.84,6.1042,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"232","MW015",15,19,45,4,3,2,1058.094,"8/12/2020","8/13/2020","Sophie",NA,1077.62,19.526,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"233","MW015",15,19,40,4,1,2,1080.5251,"8/12/2020","8/13/2020","Sophie",NA,1092.4,11.8749,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"234","MW015",15,1,21,1,5,2,1065.1906,"8/10/2020","8/21/2020","Sophie",NA,1075.91,10.7194,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"235","MW015",15,8,8,1,4,4,1071.4366,"8/10/2020","8/18/2020","Sophie",NA,1077.82,6.3834,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"236","MW015",15,15,28,4,3,3,1067.7142,"8/11/2020","8/15/2020","Sophie",NA,1072.63,4.9158,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"237","MW015",15,9,39,2,5,4,1072.3914,"8/10/2020","8/18/2020","Sophie",NA,1081.87,9.4786,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"238","MW015",15,2,44,2,2,3,1058.7007,"8/10/2020","8/21/2020","Sophie",NA,1064.19,5.4893,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"239","MW015",15,16,10,3,5,3,1081.3768,"8/11/2020","8/15/2020","Sophie",NA,1085.6,4.2232,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"240","MW015",15,8,15,1,1,5,1063.7012,"8/10/2020","8/18/2020","Sophie",NA,1081.33,17.6288,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"241","MW015",15,20,38,4,4,3,1065.2173,"8/12/2020","8/13/2020","Sophie",NA,1068.61,3.3927,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"242","MW015",15,8,20,1,5,1,1070.2253,"8/10/2020","8/18/2020","Sophie",NA,1079.44,9.2147,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"243","MW016",16,8,21,1,2,1,1081.8488,"8/10/2020","8/18/2020","Sophie",NA,1093.11,11.2612,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"244","MW016",16,3,25,2,3,4,1068.2994,"8/10/2020","8/21/2020","Sophie",NA,1072.94,4.6406,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"245","MW016",16,17,36,4,3,2,1069.4404,"8/12/2020","8/14/2020","Sophie",NA,NA,-1069.4404,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"246","MW016",16,17,24,3,1,3,1078.5409,"8/12/2020","8/14/2020","Sophie",NA,NA,-1078.5409,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"247","MW016",16,7,41,2,3,5,1084.8956,"8/10/2020","8/18/2020","Kavya",NA,1102.76,17.8644,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"248","MW016",16,10,11,1,3,3,1080.5303,"8/10/2020","8/18/2020","Sophie",NA,1084.91,4.3797,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"249","MW017",17,5,35,2,5,1,1066.3334,"8/10/2020","8/19/2020","Sophie",NA,1074.48,8.1466,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"250","MW017",17,6,44,2,5,2,1068.3377,"8/10/2020","8/19/2020","Kavya",NA,1073.37,5.0323,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"251","MW017",17,6,37,2,3,2,1063.1366,"8/10/2020","8/19/2020","Kavya",NA,1064.68,1.5434,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"252","MW017",17,3,18,1,1,1,1067.0136,"8/10/2020","8/21/2020","Sophie",NA,1078.84,11.8264,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"253","MW017",17,12,24,4,3,4,1068.195,"8/11/2020","8/17/2020","Sophie",NA,1072.63,4.435,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"254","MW017",17,8,35,2,4,2,1063.1819,"8/10/2020","8/18/2020","Sophie",NA,1071.02,7.8381,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"255","MW017",17,14,38,4,1,5,1065.0464,"8/11/2020","8/15/2020","Sophie",NA,1072.11,7.0636,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"256","MW017",17,15,7,3,4,3,1058.7711,"8/11/2020","8/15/2020","Sophie",NA,1064.66,5.8889,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"257","MW017",17,8,7,1,1,4,1065.3614,"8/10/2020","8/18/2020","Sophie",NA,1071,5.6386,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"258","MW017",17,15,14,3,3,3,1062.2302,"8/11/2020","8/15/2020","Sophie",NA,1062.79,0.5598,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"259","MW017",17,8,38,2,3,1,1084.505,"8/10/2020","8/18/2020","Sophie",NA,1092.37,7.865,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
"260","MW017",17,9,11,1,2,5,1070.2348,"8/10/2020","8/18/2020","Sophie",NA,1075.51,5.2752,"AS030",43.501061,-79.844567,"Rural",41192.64328354,41.19264328354,"Rural",-0.230729
