"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Comment","Date","Dead","Leaf_not_coll","Date_weighed_Soaked","Leaf_weight_g_Soaked","Photographed","Date_processed_ImageJ","Area_mm_sq","Length_mm","Width_mm","Len_div_wid","Comment.1","Dates_dried","Date_weighed_dried","Leaf_weight_g_Dried","Weighed_by","SLA","LDMC","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"219","MW012",12,4,22,1,4,4,NA,NA,1,NA,"8/6/2020",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"220","MW012",12,9,3,1,3,1,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"221","MW012",12,7,33,2,2,2,NA,NA,0,NA,"8/6/2020",2.6285,"yes",20200921,8210.549,165.73,71.32,2.3238,"","5/22/21-5/24/21","5/31/2021",0.4044,"Olivia ",20.30303907,0.153852007,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"222","MW012",12,7,25,2,2,4,NA,NA,0,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"223","MW012",12,3,1,1,5,1,NA,NA,0,NA,"8/6/2020",2.2426,"yes",20200910,7301.434,140.71,67.64,2.0803,"","6/1/21-6/3/21","6/3/2021",0.4449,"Olivia",16.41140481,0.198385802,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"224","MW012",12,16,46,4,3,5,NA,NA,0,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"225","MW012",12,21,41,4,3,3,NA,NA,0,NA,"8/8/2020",1.409,"yes",20201024,5049.488,137.18,48.78,2.8122,"","5/26/21-5/28/21","5/31/2021",0.1879,"Olivia ",26.87327302,0.133356991,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"226","MW012",12,3,40,2,5,3,NA,NA,0,NA,"8/6/2020",4.906,"No",NA,NA,NA,NA,NA,"there isn't an image associated with them","6/1/21-6/3/21","6/3/2021",0.9736,"Olivia",NA,0.198450877,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"227","MW012",12,17,4,3,5,5,NA,NA,0,NA,"8/8/2020",0.5804,"yes",20201011,2358.16,103.76,32.77,3.1663,"","5/15/21-5/17/21","5/18/2021",0.0995,"Olivia",23.7001005,0.171433494,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"228","MW012",12,14,40,4,4,2,NA,NA,0,NA,"8/7/2020",0.0359,"",NA,NA,NA,NA,NA,"","5/15/21-5/17/21","5/28/2021",0.0249,"Olivia",0,0.693593315,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"229","MW012",12,10,13,1,3,4,NA,NA,0,NA,"8/7/2020",0.4821,"yes",20200926,1458.554,75.2,27.63,2.7217,"","5/3/2021-5/5/2021","5/5/2021",0.0612,"Sophie",23.8325817,0.126944617,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"230","MW012",12,6,6,1,1,4,NA,NA,0,NA,"8/6/2020",0.1227,"yes",20200917,501.542,52.34,13.98,3.7439,"","5/22/21-5/24/21","5/28/2021",0.0131,"Olivia",38.28564885,0.106764466,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"231","MW012",12,14,32,4,2,3,NA,NA,0,NA,"8/7/2020",0.927,"yes",20201007,3016.202,112.53,39,2.8854,"","5/18/21-5/20/21","5/20/2021",0.1263,"Olivia",23.88125099,0.136245955,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"232","MW012",12,13,41,4,1,3,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"233","MW012",12,4,3,1,4,1,NA,NA,0,NA,"8/6/2020",0.2556,"yes",20200913,1523.352,81.74,26.64,3.0683,"","6/1/21-6/3/21","6/3/2021",0.0527,"Olivia",28.90611006,0.206181534,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"234","MW012",12,6,30,2,5,4,NA,NA,0,NA,"8/6/2020",0.1054,"yes",20200918,409.853,51.28,11.39,4.5022,"","5/22/21-5/24/21","5/31/2021",0.0039,"Olivia ",105.0905128,0.037001898,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"235","MW012",12,5,25,2,5,2,NA,NA,0,NA,"8/6/2020",0.4309,"yes",20200916,1654.43,90.22,25.88,3.4861,"","6/1/21-6/3/21","6/3/2021",0.1013,"Olivia",16.33198421,0.235089348,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"236","MW013",13,8,5,1,5,4,NA,NA,0,NA,"8/7/2020",0.4236,"yes",20200918,1760.456,89.88,28.14,3.194,"","5/15/21-5/17/21","5/25/2021",0.0813,"Samer",21.65382534,0.191926346,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"237","MW013",13,5,22,1,1,4,NA,NA,0,NA,"8/6/2020",0.4876,"yes",20200916,1501.882,97.99,21.46,4.5662,"","6/1/21-6/3/21","6/3/2021",0.0705,"Olivia",21.30329078,0.144585726,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"238","MW013",13,19,28,4,2,2,NA,NA,0,NA,"8/8/2020",1.3989,"yes",20201018,4391.187,118.9,50.86,2.3378,"","5/26/21-5/28/21","6.1.21",0.1739,"Olivia",25.25121909,0.124311959,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"239","MW013",13,7,42,2,3,1,NA,NA,1,NA,"8/6/2020",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"240","MW013",13,13,3,3,1,3,NA,NA,0,NA,"8/7/2020",0.3727,"yes",20201003,1067.532,86.9,15.74,5.521,"","5/18/21-5/20/21","5/20/2021",0.0644,"Olivia",16.57658385,0.172793131,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"241","MW013",13,14,14,3,2,4,NA,NA,0,NA,"8/7/2020",0.5695,"yes",20201006,2114.343,94.4,31.22,3.0237,"","5/15/21-5/17/21","5/25/2021",0.0801,"Samer",26.39629213,0.140649693,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"242","MW013",13,17,14,3,5,1,NA,NA,0,NA,"8/8/2020",3.1862,"yes",20201011,10372.939,177.72,74.16,2.3964,"","5/15/21-5/17/21","5/18/2021",0.5537,"Olivia",18.7338613,0.173780679,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"243","MW013",13,14,26,4,2,5,NA,NA,0,NA,"8/7/2020",0.3616,"yes",20201006,1588.512,89.33,25.58,3.4922,"","5/18/21-5/20/21","5/20/2021",0.0431,"Olivia",36.85642691,0.119192478,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"244","MW013",13,14,39,4,2,1,NA,NA,0,NA,"8/7/2020",1.1957,"",NA,NA,NA,NA,NA,"","5/18/21-5/20/21","5/20/2021",0.1151,"Olivia",0,0.096261604,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"245","MW013",13,1,28,2,3,4,NA,NA,1,NA,"8/6/2020",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"246","MW013",13,13,12,3,3,3,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"247","MW013",13,14,33,4,3,5,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"248","MW013",13,9,15,1,5,2,NA,NA,0,NA,"8/7/2020",0.3264,"yes",20200924,1154.656,69.09,20.32,3.4001,"","5/18/21-5/20/21","5/20/2021",0.0603,"Olivia",19.14852405,0.184742647,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"249","MW013",13,1,33,2,1,5,NA,NA,0,NA,"8/6/2020",0.326,"yes",20200909,1173.329,77.17,21.6,3.5727,"","6/1/21-6/3/21","6/3/2021",0.0508,"Olivia",23.09702756,0.155828221,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"250","MW013",13,3,5,1,5,5,NA,NA,0,NA,"8/6/2020",1.8656,"yes",20200910,5972.117,135.81,62.83,2.1615,"","6/1/21-6/3/21","6/3/2021",0.4217,"Olivia",14.16200379,0.22603988,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"251","MW013",13,12,41,4,1,2,NA,NA,0,NA,"8/7/2020",0.0174,"yes",20201001,68.91,18.85,6.12,3.0801,"","5/22/21-5/24/21","5/31/2021",0.0049,"Olivia ",14.06326531,0.281609195,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"252","MW013",13,21,18,3,5,3,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"253","MW013",13,1,34,2,2,3,NA,NA,0,NA,"8/6/2020",0.0818,"yes",20200909,456.873,48.43,14.06,3.4445,"","6/1/21-6/3/21","6/3/2021",0.0123,"Olivia",37.14414634,0.150366748,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"254","MW013",13,17,25,3,1,1,NA,NA,0,NA,"8/8/2020",0.5863,"yes",20201011,1819.377,98.21,26.24,3.7428,"","5/15/21-5/17/21","5/20/2021",0.0954,"Olivia",19.07103774,0.162715333,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"255","MW014",14,2,32,2,4,2,NA,NA,1,NA,"8/6/2020",NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"256","MW014",14,18,15,3,3,4,NA,NA,0,NA,"8/8/2020",0.2594,"yes",20201016,1104.616,69.24,22.81,3.0355,"","5/15/21-5/17/21","5/18/2021",0.0363,"Olivia",30.43019284,0.139938319,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"257","MW014",14,21,16,3,2,4,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"258","MW014",14,10,1,1,4,5,NA,NA,0,NA,"8/7/2020",0.4684,"yes",20201001,1472.526,73.61,26.06,2.8246," the leaf had noticeable herbivory","5/22/21-5/24/21","5/31/2021",0.0719,"Olivia ",20.48019471,0.153501281,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"259","MW014",14,13,18,3,5,5,NA,NA,0,NA,"8/7/2020",0.9704,"yes",20201003,3016.747,103.41,40.61,2.5464,"","5/18/21-5/20/21","5/20/2021",0.1235,"Olivia",24.42710121,0.127267106,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"260","MW014",14,6,33,2,1,1,NA,NA,0,NA,"8/6/2020",0.6067,"No",NA,NA,NA,NA,NA,"there isn't an image associated with them","5/22/21-5/24/21","5/31/2021",0.0837,"Olivia ",NA,0.137959453,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"261","MW014",14,2,27,2,3,5,NA,NA,0,NA,"8/6/2020",0.3614,"yes",20200910,1180.716,77.12,20.18,3.8216,"","6/1/21-6/3/21","6/3/2021",0.0644,"Olivia",18.33409938,0.178195905,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"262","MW014",14,15,15,3,3,3,NA,NA,0,NA,"8/7/2020",0.7186,"yes",20201009,2035.782,91.01,30.79,2.9558,"","5/15/21-5/17/21","5/28/2021",0.1359,"Olivia",14.98,0.189117729,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"263","MW014",14,2,6,1,5,2,NA,NA,0,NA,"8/6/2020",0.2667,"yes",20200909,1061.715,67.65,22.96,2.9464,"","6/1/21-6/3/21","6/3/2021",0.0502,"Olivia",21.1497012,0.188226472,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"264","MW014",14,12,36,4,4,1,NA,NA,0,NA,"8/7/2020",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"265","MW014",14,15,29,4,2,5,NA,NA,0,NA,"8/7/2020",1.6635,"yes",20201008,5057.884,126.92,55.8,2.2746," the leaf had noticeable herbivory","5/15/21-5/17/21","5/28/2021",0.2026,"Olivia",24.9648766,0.121791404,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"266","MW014",14,5,40,2,1,4,NA,NA,0,NA,"8/6/2020",1.573,"yes",20200916,4333.478,131.99,43.88,3.008,"","6/1/21-6/3/21","6/3/2021",0.3109,"Olivia",13.93849469,0.197647807,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"267","MW014",14,2,10,1,2,2,NA,NA,0,NA,"8/6/2020",0.56,"yes",20200909,2087.73,84.37,34.46,2.4483,"","6/1/21-6/3/21","6/3/2021",0.0927,"Olivia",22.52135922,0.165535714,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"268","MW014",14,3,3,1,5,1,NA,NA,0,NA,"8/6/2020",0.7241,"yes",20200910,2271.432,98.89,32.69,3.0251,"","6/1/21-6/3/21","6/3/2021",0.1392,"Olivia",16.31775862,0.192238641,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"269","MW014",14,7,23,2,4,4,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"270","MW014",14,12,30,4,4,3,NA,NA,0,NA,"8/7/2020",1.6377,"yes",20201001,5205.934,129.04,49.72,2.5953," the leaf had noticeable herbivory","5/22/21-5/24/21","5/31/2021",0.2248,"Olivia ",23.1580694,0.137265678,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"271","MW014",14,8,16,1,3,2,NA,NA,0,NA,"8/7/2020",0.9715,"yes",20200922,2223.417,92.13,32.02,2.8773,"","5/15/21-5/17/21","5/25/2021",0.1898,"Samer",11.71452582,0.195367988,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"272","MW014",14,10,25,2,1,3,NA,NA,0,NA,"8/7/2020",1.4958,"yes",20200927,2884.417,91.07,38.89,2.3417," the leaf had noticeable herbivory","5/15/21-5/17/21","5/19/2021",0.3408,"Olivia",8.463664906,0.227837946,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"273","MW014",14,13,17,3,1,2,NA,NA,0,NA,"8/7/2020",0.7648,"yes",20201003,2745.744,103.1,35.06,2.9407," the leaf had noticeable herbivory","5/18/21-5/20/21","5/20/2021",0.1574,"Olivia",17.44437103,0.205805439,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"274","MW014",14,1,15,1,2,1,NA,NA,0,NA,"8/6/2020",0.6777,"yes",20200909,2281.609,92.33,36.04,2.5619,"","6/1/21-6/3/21","6/3/2021",0.1274,"Olivia",17.90901884,0.187988786,14,"AS027",43.648581,-79.521463,"South",11353.9911211033,11.3539911211033,"Urban",1.74833
"275","MW015",15,18,20,3,1,1,NA,NA,0,NA,"8/8/2020",3.3698,"yes",20201016,9044.323,161.23,76.32,2.1126,"folded","5/15/21-5/17/21","5/19/2021",0.427,"Olivia",21.18108431,0.126713752,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"276","MW015",15,9,39,2,5,4,NA,NA,0,NA,"8/7/2020",0.4758,"yes",20200925,1463.823,83.87,25.69,3.2647," the leaf had noticeable herbivory","5/18/21-5/20/21","5/20/2021",0.0853,"Olivia",17.16087925,0.179277007,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"277","MW015",15,9,22,1,3,5,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"278","MW015",15,19,40,4,1,2,NA,NA,0,NA,"8/8/2020",0.5729,"yes",20201018,1851.983,90.24,28.72,3.1421,"","5/26/21-5/28/21","6.1.21",0.07,"Olivia",26.4569,0.122185373,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"279","MW015",15,16,1,3,4,2,NA,NA,0,NA,"8/7/2020",0.8596,"yes",20201009,2970.514,106.99,38.23,2.7986,"","5/22/21-5/24/21","5/28/2021",0.1478,"Olivia",20.09820027,0.171940437,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"280","MW015",15,19,25,3,2,2,NA,NA,0,NA,"8/8/2020",0.8425,"yes",20201018,2371.855,94.7,34.85,2.7174,"","5/26/21-5/28/21","6.1.21",0.1161,"Olivia",20.4294143,0.137804154,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"281","MW015",15,4,25,2,2,5,NA,NA,0,NA,"8/6/2020",0.5801,"yes",20200914,1717.76,91.08,25.84,3.5248,"","6/1/21-6/3/21","6/3/2021",0.096,"Olivia",17.89333333,0.165488709,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"282","MW015",15,8,15,1,1,5,NA,NA,0,NA,"8/7/2020",0.7392,"yes",20200921,2403.145,91.7,38.3,2.3943,"","5/15/21-5/17/21","5/25/2021",0.0769,"Samer",31.25026008,0.104031385,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"283","MW015",15,3,12,1,2,4,NA,NA,0,NA,"8/6/2020",1.2093,"yes",20200910,4173.224,143.2,41,3.4927,"","6/1/21-6/3/21","6/3/2021",0.1956,"Olivia",21.33550102,0.161746465,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"284","MW015",15,9,32,2,3,1,NA,NA,0,NA,"8/7/2020",2.3272,"yes",20200925,7123.906,162.74,61.26,2.6565,"","5/18/21-5/20/21","5/20/2021",0.3212,"Olivia",22.17903487,0.138019938,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"285","MW015",15,8,8,1,4,4,NA,NA,0,NA,"8/7/2020",0.8018,"yes",20200921,2777.702,101.24,41.64,2.4313,"","5/15/21-5/17/21","5/25/2021",0.1321,"Samer",21.02726722,0.164754303,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"286","MW015",15,2,15,1,3,4,NA,NA,0,NA,"8/6/2020",0.1107,"yes",20200910,458.81,44.46,14.46,3.0747,"","6/1/21-6/3/21","6/3/2021",0.0247,"Olivia",18.57530364,0.223125565,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"287","MW015",15,3,8,1,4,1,NA,NA,0,NA,"8/6/2020",1.3376,"yes",20200910,4694.13,134.87,48.23,2.7964,"","6/1/21-6/3/21","6/3/2021",0.2436,"Olivia",19.26982759,0.182117225,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"288","MW015",15,2,44,2,2,3,NA,NA,0,NA,"8/6/2020",0.4308,"yes",20200910,1649.186,94.19,25.01,3.7661,"","6/1/21-6/3/21","6/3/2021",0.094,"Olivia",17.54453191,0.2181987,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"289","MW015",15,1,21,1,5,2,NA,NA,0,NA,"8/6/2020",0.8036,"yes",20200909,3523.049,111.83,43.84,2.5509,"","6/1/21-6/3/21","6/3/2021",0.1529,"Olivia",23.04152387,0.19026879,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"290","MW015",15,20,38,4,4,3,NA,NA,0,NA,"8/8/2020",0.4926,"yes",20201021,1522.801,86.99,26.08,3.3355,"","5/26/21-5/28/21","6.1.21",0.073,"Olivia",20.86028767,0.14819326,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"291","MW015",15,10,41,4,2,1,NA,NA,0,NA,"8/7/2020",0.4282,"yes",20200926,1415.063,77.91,25.77,3.0233,"","5/15/21-5/17/21","5/19/2021",0.0954,"Olivia",14.83294549,0.222793087,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"292","MW015",15,17,18,3,4,5,NA,NA,0,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"293","MW015",15,1,17,1,5,5,NA,NA,0,NA,"8/6/2020",0.6936,"yes",20200909,2178.332,90.59,33.54,2.701,"","6/1/21-6/3/21","6/3/2021",0.132,"Olivia",16.50251515,0.190311419,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"294","MW015",15,15,28,4,3,3,NA,NA,0,NA,"8/7/2020",0.5218,"yes",20201008,2066.778,87.09,33.59,2.5927,"","5/15/21-5/17/21","5/20/2021",0.0694,"Olivia",29.78066282,0.13300115,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"295","MW015",15,16,10,3,5,3,NA,NA,0,NA,"8/8/2020",0.5828,"yes",20201010,2273.645,90.87,35.23,2.5793,"","5/22/21-5/24/21","5/28/2021",0.0407,"Olivia",55.86351351,0.069835278,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"296","MW015",15,17,34,4,1,3,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"297","MW015",15,19,45,4,3,2,NA,NA,0,NA,"8/8/2020",2.3719,"yes",20201019,5530.614,127.34,59.81,2.1291,"","5/26/21-5/28/21","6.1.21",0.3107,"Olivia",17.80049565,0.130992032,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"298","MW015",15,8,20,1,5,1,NA,NA,0,NA,"8/7/2020",0.7529,"yes",20200922,2088.716,79.68,37.53,2.1231,"","5/15/21-5/17/21","5/25/2021",0.1223,"Samer",17.07862633,0.162438571,15,"AS028",43.661177,-79.500382,"South",9637.37613958796,9.63737613958796,"Urban",0.148848
"299","MW016",16,21,8,3,1,5,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"300","MW016",16,10,32,2,1,2,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"301","MW016",16,17,24,3,1,3,NA,NA,0,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"302","MW016",16,3,25,2,3,4,NA,NA,0,NA,"8/6/2020",0.1074,"yes",20200911,417.169,45.84,13.35,3.4337,"","6/1/21-6/3/21","6/3/2021",0.0227,"Olivia",18.37748899,0.211359404,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"303","MW016",16,10,11,1,3,3,NA,NA,0,NA,"8/7/2020",0.3421,"yes",20200926,1477.966,68.13,31.52,2.1615,"","5/3/2021-5/5/2021","5/5/2021",0.0494,"Sophie",29.91834008,0.144402222,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"304","MW016",16,8,21,1,2,1,NA,NA,0,NA,"8/7/2020",0.0637,"yes",20200922,210.445,37.14,9.36,3.9679,"","5/15/21-5/17/21","5/20/2021",0.0082,"Olivia",25.66402439,0.128728414,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"305","MW016",16,7,41,2,3,5,NA,NA,0,NA,"8/6/2020",3.6757,"yes",20200918,8762.789,157.19,72.95,2.1548,"","5/22/21-5/24/21","5/31/2021",0.6316,"Olivia ",13.87395345,0.171831216,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"306","MW016",16,11,41,4,1,1,NA,NA,0,NA,"8/7/2020",0.032,"yes",20200926,113.37,26.19,5.95,4.4017,"","5/22/21-5/24/21","5/28/2021",0.0103,"Olivia",11.00679612,0.321875,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"307","MW016",16,21,5,3,3,1,NA,NA,1,NA,"",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
"308","MW016",16,17,36,4,3,2,NA,NA,0,NA,"8/8/2020",0.1322,"yes",20201011,6278.033,43.93,23.46,1.8725,"","5/15/21-5/17/21","5/20/2021",0.042,"Olivia",149.4769762,0.317700454,16,"AS029",43.711948,-79.535894,"North",13928.7929727584,13.9287929727584,"Urban",0.113649
