1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
8,39,2,5,4,1,6/18/2019,,no,no,81,203,93,110,,,,,,,Sophie,Sophie,no,0
8,40,2,39,3,5,6/18/2019,,nothing there,no,0,24,20,4,,,,,,,Sophie,Sophie,,0
8,41,2,64,2,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
8,42,2,64,3,3,6/18/2019,plants dehydrated/wilting,no,no,57,163,30,37,47,49,,,,,Sophie,Sophie,no,0
8,43,2,39,4,1,6/18/2019,,no,no,34,187,96,91,,,,,,,Sophie,Sophie,no,0
8,44,2,62,1,3,6/18/2019,,no,no,55,115,115,,,,,,,,Sophie,Sophie,no,0
8,45,2,67,2,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
8,46,2,67,5,3,6/18/2019,,no,no,11,72,55,17,,,,,,,Sophie,Sophie,no,0
9,1,1,28,1,5,6/18/2019,,no,no,11,36,36,,,,,,,,Sophie,Sophie,no,0
9,2,1,4,3,1,6/18/2019,,no,no,22,81,81,,,,,,,,Sophie,Sophie,no,0
9,3,1,12,3,1,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,4,1,27,4,1,6/18/2019,,no,no,18,64,50,14,,,,,,,Sophie,Sophie,no,0
9,5,1,1,4,3,6/18/2019,,no,no,7,16,16,,,,,,,,Sophie,Sophie,no,0
9,6,1,49,5,5,6/18/2019,,no,no,47,234,11,69,66,88,,,,,Sophie,Sophie,no,0
9,7,1,39,3,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,8,1,77,3,1,6/18/2019,,no,no,15,91,91,,,,,,,,Sophie,Sophie,no,0
9,9,1,3,2,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,10,1,69,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,11,1,17,2,5,6/18/2019,,maybe,no,0,22,22,,,,,,,,Sophie,Sophie,no,0
9,12,1,51,4,2,6/18/2019,,no,no,95,197,91,41,60,3,2,,,,Sophie,Sophie,no,0
9,13,1,79,1,1,6/18/2019,,no,no,52,161,49,47,65,,,,,,Sophie,Sophie,no,0
9,14,1,5,5,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,15,1,13,5,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,16,1,30,5,3,6/18/2019,,no,no,82,213,36,49,48,41,39,,,,Sophie,Sophie,no,0
9,17,1,39,3,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,18,1,20,1,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,19,1,72,3,1,6/18/2019,,no,no,147,330,101,99,82,48,,,,,Sophie,Sophie,no,0
9,20,1,7,3,3,6/18/2019,,no,no,56,77,77,,,,,,,,Sophie,Sophie,no,0
9,21,1,79,4,2,6/18/2019,,no,no,55,157,83,74,,,,,,,Sophie,Sophie,no,0
9,22,1,15,3,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,23,2,45,2,1,6/18/2019,,no,yes,17,0,,,,,,,,,Sophie,Sophie,yes,1
9,24,2,27,4,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,25,2,64,5,3,6/18/2019,,no,no,9,41,41,,,,,,,,Sophie,Sophie,no,0
9,26,2,77,1,2,6/18/2019,,no,no,22,65,48,17,,,,,,,Sophie,Sophie,no,0
9,27,2,64,2,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
9,28,2,7,3,5,6/18/2019,,no,no,42,67,58,9,,,,,,,Sophie,Sophie,no,0
9,29,2,35,4,1,6/18/2019,,maybe,no,0,20,20,,,,,,,,Sophie,Sophie,no,0
9,30,2,36,4,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,31,2,45,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,32,2,15,3,1,6/18/2019,,no,no,26,72,13,59,,,,,,,Sophie,Sophie,no,0
9,33,2,77,5,3,6/18/2019,,no,no,49,105,15,90,,,,,,,Sophie,Sophie,no,0
9,34,2,36,3,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,35,2,49,3,1,6/18/2019,,no,no,16,44,38,6,,,,,,,Sophie,Sophie,no,0
9,36,2,39,5,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,37,2,6,4,4,6/18/2019,,no,no,55,133,21,112,,,,,,,Sophie,Sophie,no,0
9,38,2,57,5,4,6/18/2019,,no,no,14,14,14,,,,,,,,Sophie,Sophie,no,0
9,39,2,15,5,4,6/18/2019,,no,no,37,112,47,65,,,,,,,Sophie,Sophie,no,0
9,40,2,62,5,5,6/18/2019,,no,no,21,138,20,50,9,19,40,,,,Sophie,Sophie,no,0
9,41,2,17,3,5,6/18/2019,,no,no,30,76,76,,,,,,,,Sophie,Sophie,no,0
9,42,2,47,5,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
9,43,2,35,2,2,6/18/2019,,no,no,14,66,66,,,,,,,,Sophie,Sophie,no,0
9,44,2,5,2,3,6/18/2019,,no,no,18,63,63,,,,,,,,Sophie,Sophie,no,0
9,45,2,72,3,4,6/18/2019,,no,no,37,89,13,51,25,,,,,,Sophie,Sophie,no,0
9,46,2,1,1,4,6/18/2019,,no,no,64,95,95,,,,,,,,Sophie,Sophie,no,0
10,1,1,14,4,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
10,2,1,62,4,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,3,1,79,3,1,6/18/2019,,no,no,17,65,65,,,,,,,,Sophie,Sophie,no,0
10,4,1,56,4,1,6/18/2019,,no,no,40,78,70,8,,,,,,,Sophie,Sophie,no,0
10,5,1,1,5,2,6/18/2019,,no,no,49,178,100,78,,,,,,,Sophie,Sophie,no,0
10,6,1,62,4,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,7,1,7,3,4,6/18/2019,,no,no,3,19,16,3,,,,,,,Sophie,Sophie,no,0
10,8,1,42,1,1,6/18/2019,,no,no,107,224,20,40,66,98,,,,,Sophie,Sophie,no,0
10,9,1,69,1,2,6/18/2019,,no,no,50,124,62,62,,,,,,,Sophie,Sophie,no,0
10,10,1,67,4,5,6/18/2019,,maybe,no,0,14,14,,,,,,,,Sophie,Sophie,no,0
10,11,1,16,3,3,6/18/2019,,no,no,15,47,47,,,,,,,,Sophie,Sophie,no,0
10,12,1,72,4,4,6/18/2019,,no,no,2,11,11,,,,,,,,Sophie,Sophie,no,0
10,13,1,12,3,4,6/18/2019,,no,no,6,44,44,,,,,,,,Sophie,Sophie,no,0
10,14,1,42,2,1,6/18/2019,,no,no,9,21,21,,,,,,,,Sophie,Sophie,no,0
10,15,1,61,3,3,6/18/2019,,no,no,20,76,76,,,,,,,,Sophie,Sophie,no,0
10,16,1,23,1,4,6/18/2019,,no,no,31,72,56,16,,,,,,,Sophie,Sophie,no,0
10,17,1,17,5,3,6/18/2019,,no,no,50,192,27,52,71,42,,,,,Sophie,Sophie,no,0
10,18,1,72,1,5,6/18/2019,,no,no,38,145,96,20,29,,,,,,Sophie,Sophie,no,0
10,19,1,9,2,4,6/18/2019,,no,no,36,72,72,,,,,,,,Sophie,Sophie,no,0
10,20,1,31,2,1,6/18/2019,,no,no,29,77,36,31,10,,,,,,Sophie,Sophie,no,0
10,21,1,47,5,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,22,1,46,1,1,6/18/2019,,no,no,55,135,135,,,,,,,,Sophie,Sophie,no,0
10,23,1,31,3,3,6/18/2019,,no,no,3,21,21,,,,,,,,Sophie,Sophie,no,0
10,24,2,5,3,5,6/18/2019,,no,no,51,102,10,92,,,,,,,Sophie,Sophie,no,0
10,25,2,14,1,3,6/18/2019,,no,no,96,268,14,5,71,41,69,68,,,Sophie,Sophie,no,0
10,26,2,3,5,4,6/18/2019,,no,no,31,87,87,,,,,,,,Sophie,Sophie,no,0
10,27,2,30,3,3,6/18/2019,,no,no,73,181,86,95,,,,,,,Sophie,Sophie,no,0
10,28,2,61,4,1,6/18/2019,,no,no,66,123,101,22,,,,,,,Sophie,Sophie,yes,1
10,29,2,31,5,2,6/18/2019,,maybe,no,0,18,18,,,,,,,,Sophie,Sophie,no,0
10,30,2,41,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,31,2,47,4,1,6/18/2019,,no,no,15,8,3,3,2,,,,,,Sophie,Sophie,yes,1
10,32,2,16,1,2,6/18/2019,,no,yes,3,0,,,,,,,,,Sophie,Sophie,no,0
10,33,2,28,4,5,6/18/2019,,no,no,26,49,4,45,,,,,,,Sophie,Sophie,no,0
10,34,2,5,5,2,6/18/2019,,no,no,52,102,7,95,,,,,,,Sophie,Sophie,no,0
10,35,2,56,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,36,2,72,5,1,6/18/2019,,no,no,19,101,27,58,16,,,,,,Sophie,Sophie,no,0
10,37,2,57,1,1,6/18/2019,,no,no,33,62,62,,,,,,,,Sophie,Sophie,no,0
10,38,2,57,1,3,6/18/2019,,no,no,91,182,56,60,66,,,,,,Sophie,Sophie,no,0
10,39,2,79,3,5,6/18/2019,,maybe,no,0,9,4,5,,,,,,,Sophie,Sophie,no,0
10,40,2,68,4,4,6/18/2019,,no,no,24,44,36,8,,,,,,,Sophie,Sophie,no,0
10,41,4,15,2,1,6/17/2019,,no,no,65,231,84,69,78,,,,,,Sophie,Sophie,no,0
10,42,4,5,4,4,6/17/2019,,no,no,5,37,28,9,,,,,,,Sophie,Sophie,no,0
10,43,4,32,1,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
10,44,4,61,1,1,6/17/2019,,no,no,21,46,10,21,2,2,2,3,3,3,Sophie,Sophie,yes,1
10,45,4,31,3,2,6/17/2019,,no,no,6,25,25,,,,,,,,Sophie,Sophie,no,0
10,46,4,47,4,2,6/17/2019,,no,no,7,30,30,,,,,,,,Sophie,Sophie,no,0
11,1,1,64,1,1,6/18/2019,,no,no,17,36,36,,,,,,,,Sophie,Sophie,no,0
11,2,1,3,4,1,6/18/2019,,no,no,18,106,31,27,48,,,,,,Sophie,Sophie,no,0
11,3,1,11,1,3,6/18/2019,,no,no,42,113,51,62,,,,,,,Sophie,Sophie,no,0
11,4,1,11,3,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
11,5,1,18,3,1,6/18/2019,,no,no,70,171,46,115,10,,,,,,Sophie,Sophie,no,0
11,6,1,29,4,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,7,1,35,5,3,6/18/2019,,no,no,42,102,102,,,,,,,,Sophie,Sophie,no,0
11,8,1,64,1,4,6/18/2019,,no,no,53,138,40,63,35,,,,,,Sophie,Sophie,no,0
11,9,1,2,1,2,6/18/2019,,no,no,12,12,4,4,4,,,,,,Sophie,Sophie,yes,1
11,10,1,64,5,1,6/18/2019,,no,no,26,108,52,56,,,,,,,Sophie,Sophie,no,0
11,11,1,36,1,2,6/18/2019,,no,no,40,81,81,,,,,,,,Sophie,Sophie,no,0
11,12,1,67,5,5,6/18/2019,,no,no,107,102,14,39,49,,,,,,Sophie,Sophie,no,0
11,13,1,61,1,5,6/18/2019,,no,no,23,74,74,,,,,,,,Sophie,Sophie,no,0
11,14,1,74,2,2,6/18/2019,,no,no,49,71,71,,,,,,,,Sophie,Sophie,no,0
11,15,1,68,2,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,16,1,29,2,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
11,17,1,40,5,1,6/18/2019,,no,no,28,109,27,82,,,,,,,Sophie,Sophie,no,0
11,18,1,1,2,4,6/18/2019,,no,no,13,21,21,,,,,,,,Sophie,Sophie,no,0
11,19,1,74,1,5,6/18/2019,,no,no,45,99,99,,,,,,,,Sophie,Sophie,no,0
11,20,1,2,4,5,6/18/2019,was covered by dirt clod,no,no,12,42,18,24,,,,,,,Sophie,Sophie,no,0
11,21,1,4,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,22,1,9,1,2,6/18/2019,,no,no,6,30,30,,,,,,,,Sophie,Sophie,no,0
11,23,1,39,5,1,6/18/2019,,no,no,60,138,46,92,,,,,,,Sophie,Sophie,no,0
11,24,4,57,2,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,25,4,17,4,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,26,4,67,1,3,6/17/2019,,no,no,43,82,82,,,,,,,,Sophie,Sophie,no,0
11,27,4,42,2,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,28,4,12,2,1,6/17/2019,,maybe,no,0,15,15,,,,,,,,Sophie,Sophie,no,0
11,29,4,30,2,1,6/17/2019,,no,no,7,42,42,,,,,,,,Sophie,Sophie,no,0
11,30,4,4,4,1,6/17/2019,,no,no,21,92,92,,,,,,,,Sophie,Sophie,no,0
11,31,4,17,4,5,6/17/2019,,no,no,69,104,34,35,35,,,,,,Sophie,Sophie,no,0
11,32,4,35,4,3,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,33,4,68,5,5,6/17/2019,,no,no,12,21,10,6,3,2,,,,,Sophie,Sophie,yes,1
11,34,4,67,1,2,6/17/2019,,no,no,145,205,89,63,53,,,,,,Sophie,Sophie,no,0
11,35,4,40,3,2,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,36,4,68,5,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,37,4,4,2,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,38,4,28,1,2,6/17/2019,,maybe,no,0,16,16,,,,,,,,Sophie,Sophie,no,0
11,39,4,26,1,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,40,4,6,3,4,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,41,4,16,1,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
11,42,4,42,1,4,6/17/2019,,no,no,11,19,19,,,,,,,,Sophie,Sophie,no,0
11,43,4,41,1,4,6/17/2019,,no,no,44,90,90,,,,,,,,Sophie,Sophie,no,0
11,44,4,21,3,3,6/17/2019,,no,no,50,96,96,,,,,,,,Sophie,Sophie,no,0
11,45,4,35,3,3,6/17/2019,,no,no,3,7,7,,,,,,,,Sophie,Sophie,yes,1
11,46,4,31,1,5,6/17/2019,,no,no,16,51,51,,,,,,,,Sophie,Sophie,no,0
12,1,3,7,1,1,6/16/2019,,no,yes,3,0,,,,,,,,,Sophie,Sophie,yes,1
12,2,3,1,3,2,6/16/2019,,maybe,no,0,19,19,,,,,,,,Sophie,Sophie,no,0
12,3,3,47,4,3,6/16/2019,,no,no,3,18,4,14,,,,,,,Sophie,Sophie,yes,1
12,4,3,61,1,3,6/16/2019,,no,no,14,41,41,,,,,,,,Sophie,Sophie,yes,1
12,5,3,46,1,2,6/16/2019,,no,no,24,66,66,,,,,,,,Sophie,Sophie,no,0
12,6,3,79,2,2,6/16/2019,,no,no,60,225,27,51,41,49,57,,,,Sophie,Sophie,no,0
12,7,3,9,1,4,6/16/2019,,no,no,25,65,65,,,,,,,,Sophie,Sophie,no,0
12,8,3,32,1,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,9,3,7,2,4,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,10,3,72,5,4,6/16/2019,,no,yes,3,0,,,,,,,,,Sophie,Sophie,no,0
12,11,3,47,1,4,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,12,3,62,2,2,6/16/2019,,no,no,19,63,63,,,,,,,,Sophie,Sophie,no,0
12,13,3,46,3,2,6/16/2019,,no,yes,1,0,,,,,,,,,Sophie,Sophie,no,0
12,14,3,41,2,3,6/16/2019,,no,no,5,10,10,,,,,,,,Sophie,Sophie,yes,1
12,15,3,67,4,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,16,3,67,4,2,6/16/2019,,maybe,no,0,45,45,,,,,,,,Sophie,Sophie,no,0
12,17,3,8,1,2,6/16/2019,,no,no,16,111,59,52,,,,,,,Sophie,Sophie,no,0
12,18,3,36,5,2,6/16/2019,,no,no,75,134,73,61,,,,,,,Sophie,Sophie,no,0
12,19,3,57,5,5,6/16/2019,,no,no,40,116,28,9,10,33,36,,,,Sophie,Sophie,no,0
12,20,3,68,2,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,yes,1
12,21,3,23,1,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,22,1,21,4,3,6/18/2019,,no,no,6,27,27,,,,,,,,Sophie,Sophie,no,0
12,23,1,6,1,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,24,4,17,3,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,25,4,57,4,4,6/17/2019,,no,no,32,89,31,49,9,,,,,,Sophie,Sophie,no,0
12,26,4,29,5,3,6/17/2019,,no,no,6,9,9,,,,,,,,Sophie,Sophie,no,0
12,27,4,6,1,2,6/17/2019,,no,yes,6,0,,,,,,,,,Sophie,Sophie,no,0
12,28,4,17,2,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,29,4,41,1,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,30,4,14,4,3,6/17/2019,,no,no,24,62,62,,,,,,,,Sophie,Sophie,no,0
12,31,4,51,4,1,6/17/2019,,no,no,66,202,95,96,11,,,,,,Sophie,Sophie,yes,1
12,32,4,28,4,4,6/17/2019,,no,no,33,52,52,,,,,,,,Sophie,Sophie,no,0
12,33,4,35,5,2,6/17/2019,,no,no,15,44,44,,,,,,,,Sophie,Sophie,no,0
12,34,4,61,1,2,6/17/2019,,no,no,8,12,5,4,3,,,,,,Sophie,Sophie,no,0
12,35,4,72,3,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,36,4,14,4,1,6/17/2019,,no,no,33,71,71,,,,,,,,Sophie,Sophie,no,0
12,37,4,40,4,1,6/17/2019,,no,no,89,158,66,84,8,,,,,,Sophie,Sophie,no,0
12,38,4,57,2,5,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,39,4,68,1,1,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
12,40,4,45,2,2,6/17/2019,,no,no,45,97,36,61,,,,,,,Sophie,Sophie,no,0
12,41,4,13,1,2,6/17/2019,,maybe,no,0,2,2,,,,,,,,Sophie,Sophie,yes,1
12,42,4,47,5,3,6/17/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,,0
12,43,4,19,1,5,6/17/2019,,no,no,6,21,19,2,,,,,,,Sophie,Sophie,yes,1
12,44,4,64,5,2,6/17/2019,,no,no,10,41,41,,,,,,,,Sophie,Sophie,yes,1
12,45,4,21,5,5,6/17/2019,,no,no,33,74,74,,,,,,,,Sophie,Sophie,no,0
12,46,4,21,5,4,6/17/2019,,no,no,32,101,40,61,,,,,,,Sophie,Sophie,no,0
13,1,3,72,2,2,6/16/2019,,no,no,21,63,45,18,,,,,,,Sophie,Sophie,yes,1
13,2,3,39,3,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,3,3,13,1,3,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,4,3,41,1,4,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,5,3,77,2,5,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,6,3,35,5,5,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,7,3,20,2,2,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,8,3,42,2,5,6/16/2019,,no,no,48,111,111,,,,,,,,Sophie,Sophie,no,0
13,9,3,77,4,4,6/16/2019,,no,no,32,109,109,,,,,,,,Sophie,Sophie,no,0
13,10,3,49,1,1,6/16/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
13,11,3,49,2,4,6/16/2019,,nothing there,no,0,42,42,,,,,,,,Sophie,Sophie,,0
13,12,3,13,3,3,6/16/2019,,no,no,5,4,4,,,,,,,,Sophie,Sophie,no,0
13,13,3,17,1,2,6/16/2019,,no,no,9,38,20,11,3,2,2,,,,Sophie,Sophie,yes,1
13,14,3,61,5,3,6/16/2019,,no,no,7,71,71,,,,,,,,Sophie,Sophie,no,0
13,15,3,62,1,4,6/16/2019,,maybe,no,0,9,9,,,,,,,,Sophie,Sophie,no,0
13,16,3,61,4,3,6/16/2019,,maybe,no,0,29,16,13,,,,,,,Sophie,Sophie,no,0
13,17,3,14,1,2,6/16/2019,,no,no,54,141,31,44,30,36,,,,,Sophie,Sophie,no,0
13,18,3,14,5,5,6/16/2019,,no,no,41,119,119,,,,,,,,Sophie,Sophie,no,0
13,19,3,72,3,2,6/16/2019,,maybe,no,0,13,13,,,,,,,,Sophie,Sophie,no,0
13,20,3,20,5,5,6/16/2019,,no,no,14,30,15,15,,,,,,,Sophie,Sophie,no,0
13,21,3,19,3,1,6/16/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,22,3,46,3,3,6/16/2019,,no,no,18,32,27,2,3,,,,,,Sophie,Sophie,yes,1
13,23,3,56,4,3,6/16/2019,,no,no,17,64,22,42,,,,,,,Sophie,Sophie,yes,1
13,24,3,11,2,3,6/16/2019,,no,no,6,6,6,,,,,,,,Sophie,Sophie,yes,1
13,25,3,62,2,4,6/16/2019,,no,no,76,137,22,71,44,,,,,,Sophie,Sophie,no,0
13,26,4,49,1,2,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,27,4,1,2,3,6/17/2019,,no,no,5,33,5,28,,,,,,,Sophie,Sophie,no,0
13,28,4,11,1,1,6/17/2019,,no,yes,7,0,,,,,,,,,Sophie,Sophie,yes,1
13,29,4,12,1,2,6/17/2019,,no,no,24,92,92,,,,,,,,Sophie,Sophie,no,0
13,30,4,7,5,1,6/17/2019,,no,no,90,131,64,56,11,,,,,,Sophie,Sophie,yes,1
13,31,4,1,2,5,6/17/2019,,no,no,56,117,59,39,19,,,,,,Sophie,Sophie,no,0
13,32,4,61,3,4,6/17/2019,,no,no,49,129,33,36,57,3,,,,,Sophie,Sophie,no,0
13,33,4,57,1,5,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,34,4,35,2,4,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,35,4,6,5,3,6/17/2019,,no,no,45,103,35,55,7,6,,,,,Sophie,Sophie,yes,1
13,36,4,79,4,3,6/17/2019,,no,no,90,188,91,66,31,,,,,,Sophie,Sophie,yes,1
13,37,4,39,5,4,6/17/2019,,no,no,64,115,30,85,,,,,,,Sophie,Sophie,no,0
13,38,4,9,2,5,6/17/2019,,no,no,70,126,116,10,,,,,,,Sophie,Sophie,no,0
13,39,4,5,1,3,6/17/2019,,nothing there,no,0,16,16,,,,,,,,Sophie,Sophie,,0
13,40,4,56,2,2,6/17/2019,,no,no,24,91,91,,,,,,,,Sophie,Sophie,no,0
13,41,4,12,1,3,6/17/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
13,42,4,19,5,5,6/17/2019,,no,no,46,82,54,9,19,,,,,,Sophie,Sophie,no,0
