1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NA
3,37,2,56,2,1,6/19/2019,,no,no,16,29,29,,,,,,,,Sophie,Sophie,no,0
3,38,2,46,2,3,6/19/2019,,no,no,51,128,80,48,,,,,,,Sophie,Sophie,no,0
3,39,2,49,5,3,6/19/2019,,no,no,22,113,73,40,,,,,,,Sophie,Sophie,no,0
3,40,2,12,5,3,6/19/2019,,no,no,7,48,35,7,6,,,,,,Sophie,Sophie,no,0
3,41,2,67,4,3,6/19/2019,,maybe,no,0,26,26,,,,,,,,Sophie,Sophie,no,0
3,42,2,46,2,2,6/19/2019,,no,no,61,239,87,152,,,,,,,Sophie,Sophie,no,0
3,43,2,40,5,2,6/19/2019,,no,no,13,115,115,,,,,,,,Sophie,Sophie,yes,1
3,44,2,67,2,5,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
3,45,2,1,1,5,6/19/2019,,no,no,100,281,9,78,61,88,45,,,,Sophie,Sophie,no,0
3,46,2,19,1,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
4,1,1,21,4,1,6/19/2019,,no,no,66,203,73,63,67,,,,,,Sophie,Vanessa,no,0
4,2,1,79,2,1,6/19/2019,,maybe,no,0,52,37,15,,,,,,,Sophie,Vanessa,no,0
4,3,1,12,4,1,6/19/2019,,no,no,19,48,48,,,,,,,,Sophie,Vanessa,no,0
4,4,1,47,3,5,6/19/2019,,maybe,no,0,12,7,5,,,,,,,Sophie,Vanessa,no,0
4,5,1,47,1,1,6/19/2019,,no,no,32,101,101,,,,,,,,Sophie,Vanessa,no,0
4,6,1,21,2,3,6/19/2019,,no,no,26,84,10,47,27,,,,,,Sophie,Vanessa,no,0
4,7,1,1,2,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
4,8,1,1,2,2,6/19/2019,,no,no,7,7,7,,,,,,,,Sophie,Vanessa,yes,1
4,9,1,30,4,3,6/19/2019,,no,yes,9,0,,,,,,,,,Sophie,Vanessa,yes,1
4,10,1,61,5,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
4,11,1,1,4,1,6/19/2019,,maybe,no,0,16,16,,,,,,,,Sophie,Vanessa,no,0
4,12,1,6,4,5,6/19/2019,,no,yes,23,0,,,,,,,,,Sophie,Vanessa,no,0
4,13,1,17,4,4,6/19/2019,,no,no,16,17,17,,,,,,,,Sophie,Vanessa,no,0
4,14,1,79,4,4,6/19/2019,,no,no,61,109,36,16,8,11,17,21,,,Sophie,Vanessa,yes,1
4,15,1,36,2,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
4,16,1,4,1,1,6/19/2019,,no,no,95,188,93,51,44,,,,,,Sophie,Vanessa,no,0
4,17,1,56,4,2,6/19/2019,,no,no,34,112,75,18,15,4,,,,,Sophie,Vanessa,yes,1
4,18,1,67,1,4,6/19/2019,,no,no,23,80,80,,,,,,,,Sophie,Vanessa,no,0
4,19,1,2,3,1,6/19/2019,,no,no,9,19,19,,,,,,,,Sophie,Vanessa,no,0
4,20,1,8,1,1,6/19/2019,,no,no,44,109,109,,,,,,,,Sophie,Vanessa,no,0
4,21,1,72,5,5,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
4,22,1,12,4,4,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
4,23,1,74,2,5,6/19/2019,,no,no,87,198,112,86,,,,,,,Sophie,Vanessa,no,0
4,24,2,77,1,4,6/19/2019,,no,no,55,116,35,81,,,,,,,Sophie,Sophie,no,0
4,25,2,15,2,5,6/19/2019,,no,no,65,92,47,45,,,,,,,Sophie,Sophie,no,0
4,26,2,56,2,3,6/19/2019,,no,no,34,86,86,,,,,,,,Sophie,Sophie,no,0
4,27,2,32,1,2,6/19/2019,,no,no,41,90,90,,,,,,,,Sophie,Sophie,no,0
4,28,2,68,4,3,6/19/2019,,no,no,28,116,116,,,,,,,,Sophie,Sophie,no,0
4,29,2,23,1,2,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
4,30,2,4,1,4,6/19/2019,,no,no,8,25,25,,,,,,,,Sophie,Sophie,no,0
4,31,2,6,3,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
4,32,2,72,5,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
4,33,2,4,3,2,6/19/2019,,no,no,15,59,59,,,,,,,,Sophie,Sophie,no,0
4,34,2,51,4,3,6/19/2019,,no,no,20,84,84,,,,,,,,Sophie,Sophie,no,0
4,35,2,20,3,2,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
4,36,2,7,5,5,6/19/2019,,no,no,22,142,56,86,,,,,,,Sophie,Sophie,no,0
4,37,2,36,5,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
4,38,2,40,5,3,6/19/2019,,no,no,48,120,39,51,17,7,6,,,,Sophie,Sophie,yes,1
4,39,2,18,1,1,6/19/2019,,no,no,28,102,102,,,,,,,,Sophie,Sophie,no,0
4,40,2,36,1,4,6/19/2019,,no,no,188,379,153,71,123,15,17,,,,Sophie,Sophie,yes,1
4,41,2,36,1,5,6/19/2019,,no,no,55,148,26,115,7,,,,,,Sophie,Sophie,no,0
4,42,2,2,2,2,6/19/2019,,no,no,52,133,133,,,,,,,,Sophie,Sophie,no,0
4,43,2,1,3,5,6/19/2019,,no,yes,22,0,,,,,,,,,Sophie,Sophie,yes,1
4,44,2,61,4,4,6/19/2019,,no,no,22,55,33,20,2,,,,,,Sophie,Sophie,yes,1
4,45,2,18,5,2,6/19/2019,,maybe,no,0,6,6,,,,,,,,Sophie,Sophie,no,0
4,46,2,46,4,1,6/19/2019,,no,no,50,121,121,,,,,,,,Sophie,Sophie,no,0
5,1,1,77,1,1,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,2,1,21,5,3,6/19/2019,,no,no,34,80,80,,,,,,,,Sophie,Vanessa,no,0
5,3,1,19,3,5,6/19/2019,,maybe,no,0,26,26,,,,,,,,Sophie,Vanessa,no,0
5,4,1,56,3,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Vanessa,,0
5,5,1,32,1,3,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,6,1,8,3,5,6/19/2019,,no,no,63,272,150,122,,,,,,,Sophie,Vanessa,no,0
5,7,1,11,1,2,6/19/2019,,no,no,24,67,64,3,,,,,,,Sophie,Vanessa,no,0
5,8,1,4,5,2,6/19/2019,,no,no,61,146,101,45,,,,,,,Sophie,Vanessa,yes,1
5,9,1,28,1,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Vanessa,,0
5,10,1,29,1,3,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,11,1,3,2,4,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,12,1,23,1,5,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,13,1,21,3,1,6/19/2019,,no,no,45,90,86,4,,,,,,,Sophie,Vanessa,no,0
5,14,1,49,2,3,6/19/2019,,no,no,138,276,42,35,75,82,42,,,,Sophie,Vanessa,no,0
5,15,1,72,3,5,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Vanessa,,0
5,16,1,47,1,5,6/19/2019,,no,no,30,82,76,6,,,,,,,Sophie,Vanessa,yes,1
5,17,1,47,3,3,6/19/2019,,no,no,22,121,42,6,73,,,,,,Sophie,Vanessa,no,0
5,18,1,46,5,3,6/19/2019,,no,no,34,105,105,,,,,,,,Sophie,Vanessa,yes,1
5,19,1,21,3,5,6/19/2019,,no,no,8,204,66,73,65,,,,,,Sophie,Vanessa,no,0
5,20,1,9,1,5,6/19/2019,,no,no,26,105,105,,,,,,,,Sophie,Vanessa,no,0
5,21,1,47,4,5,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Vanessa,no,0
5,22,1,13,1,4,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Vanessa,,0
5,23,2,3,4,3,6/19/2019,,maybe,no,5,3,3,,,,,,,,Sophie,Vanessa,yes,1
5,24,2,62,1,1,6/19/2019,,no,no,91,286,83,86,117,,,,,,Sophie,Sophie,yes,1
5,25,2,12,5,2,6/19/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
5,26,2,74,2,1,6/19/2019,,no,no,67,90,27,63,,,,,,,Sophie,Sophie,no,0
5,27,2,30,5,2,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
5,28,2,79,1,3,6/19/2019,,no,no,19,38,38,,,,,,,,Sophie,Sophie,yes,1
5,29,2,17,1,3,6/19/2019,,no,no,42,51,51,,,,,,,,Sophie,Sophie,no,0
5,30,2,6,5,4,6/19/2019,,no,no,62,86,86,,,,,,,,Sophie,Sophie,no,0
5,31,2,77,4,2,6/19/2019,,no,no,65,144,63,81,,,,,,,Sophie,Sophie,yes,1
5,32,2,27,5,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
5,33,2,40,3,1,6/19/2019,,no,no,4,12,5,5,2,,,,,,Sophie,Sophie,no,0
5,34,2,67,5,1,6/19/2019,,no,no,61,208,92,116,,,,,,,Sophie,Sophie,no,0
5,35,2,17,5,1,6/19/2019,,no,no,35,102,102,,,,,,,,Sophie,Sophie,no,0
5,36,2,41,1,5,6/19/2019,,no,no,24,46,46,,,,,,,,Sophie,Sophie,no,0
5,37,2,8,3,3,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
5,38,2,72,4,3,6/19/2019,,no,no,6,42,25,17,,,,,,,Sophie,Sophie,no,0
5,39,2,77,5,1,6/19/2019,,no,no,74,127,11,116,,,,,,,Sophie,Sophie,no,0
5,40,2,14,1,4,6/19/2019,,nothing there,no,0,17,17,,,,,,,,Sophie,Sophie,,0
5,41,2,2,1,5,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
5,42,2,39,5,3,6/19/2019,it hasn't rained for a few days so plants may be raising their leaves higher than after a rain so they may be taller than usual,no,no,56,181,118,63,,,,,,,Sophie,Sophie,no,0
5,43,2,36,3,4,6/19/2019,,no,no,54,94,83,6,5,,,,,,Sophie,Sophie,yes,1
5,44,2,69,1,4,6/19/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
5,45,2,64,1,2,6/19/2019,,maybe,no,0,45,45,,,,,,,,Sophie,Sophie,no,0
5,46,2,29,5,4,6/19/2019,,no,no,23,17,17,,,,,,,,Sophie,Sophie,no,0
6,1,1,36,4,4,6/18/2019,,no,no,11,45,45,,,,,,,,Sophie,Sophie,no,0
6,2,1,61,4,5,6/18/2019,,no,no,96,212,40,45,7,43,77,,,,Sophie,Sophie,no,0
6,3,1,2,2,3,6/18/2019,,no,no,53,138,61,55,22,,,,,,Sophie,Sophie,yes,1
6,4,1,27,3,3,6/18/2019,,no,no,23,20,20,,,,,,,,Sophie,Sophie,no,0
6,5,1,11,2,4,6/18/2019,,no,no,12,93,43,50,,,,,,,Sophie,Sophie,no,0
6,6,1,12,1,4,6/18/2019,,no,no,21,24,24,,,,,,,,Sophie,Sophie,no,0
6,7,1,57,5,3,6/18/2019,,no,no,49,43,43,,,,,,,,Sophie,Sophie,no,0
6,8,1,7,5,3,6/18/2019,,no,no,94,123,34,54,19,10,6,,,,Sophie,Sophie,no,0
6,9,1,21,4,4,6/18/2019,,no,no,15,232,8,62,77,85,,,,,Sophie,Sophie,no,0
6,10,1,49,4,5,6/18/2019,,maybe,no,0,40,40,,,,,,,,Sophie,Sophie,no,0
6,11,1,40,5,5,6/18/2019,,no,no,50,22,16,2,2,2,,,,,Sophie,Sophie,no,0
6,12,1,7,5,2,6/18/2019,,no,no,52,94,94,,,,,,,,Sophie,Sophie,yes,1
6,13,1,46,5,1,6/18/2019,,no,no,24,85,18,20,47,,,,,,Sophie,Sophie,yes,1
6,14,1,36,2,5,6/18/2019,,maybe,no,0,54,8,46,,,,,,,Sophie,Sophie,no,0
6,15,1,26,1,2,6/18/2019,,no,yes,24,0,,,,,,,,,Sophie,Sophie,yes,1
6,16,1,51,2,1,6/18/2019,,maybe,no,0,60,5,55,,,,,,,Sophie,Sophie,no,0
6,17,1,46,1,3,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,18,1,6,2,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,19,1,19,5,2,6/18/2019,,no,no,29,53,46,7,,,,,,,Sophie,Sophie,no,0
6,20,1,3,5,1,6/18/2019,,no,no,29,45,9,36,,,,,,,Sophie,Sophie,yes,1
6,21,1,29,4,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,22,1,79,4,1,6/18/2019,,no,no,46,187,75,112,,,,,,,Sophie,Sophie,no,0
6,23,2,21,2,2,6/18/2019,,no,no,14,56,52,4,,,,,,,Sophie,Sophie,no,0
6,24,2,77,4,5,6/18/2019,,no,no,21,68,68,,,,,,,,Sophie,Sophie,no,0
6,25,2,72,2,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
6,26,2,1,1,3,6/18/2019,,no,no,30,69,69,,,,,,,,Sophie,Sophie,no,0
6,27,2,5,5,3,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,28,2,36,1,1,6/18/2019,,no,no,56,69,69,,,,,,,,Sophie,Sophie,no,0
6,29,2,62,3,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,30,2,12,5,4,6/18/2019,,no,no,50,80,80,,,,,,,,Sophie,Sophie,no,0
6,31,2,18,4,3,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
6,32,2,18,2,1,6/18/2019,,no,no,51,107,62,45,,,,,,,Sophie,Sophie,no,0
6,33,2,14,1,1,6/18/2019,,no,no,63,108,34,74,,,,,,,Sophie,Sophie,no,0
6,34,2,57,5,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
6,35,2,1,3,4,6/18/2019,,no,no,135,235,87,55,18,75,,,,,Sophie,Sophie,no,0
6,36,2,74,2,3,6/18/2019,,no,no,71,140,70,70,,,,,,,Sophie,Sophie,no,0
6,37,2,17,3,2,6/18/2019,,no,no,37,43,43,,,,,,,,Sophie,Sophie,no,0
6,38,2,1,4,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,39,2,62,4,1,6/18/2019,,no,no,51,141,80,61,,,,,,,Sophie,Sophie,no,0
6,40,2,17,2,1,6/18/2019,,no,no,88,177,76,101,,,,,,,Sophie,Sophie,no,0
6,41,2,42,1,2,6/18/2019,,no,no,16,11,5,6,,,,,,,Sophie,Sophie,yes,1
6,42,2,4,3,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
6,43,2,79,2,5,6/18/2019,,no,no,32,77,77,,,,,,,,Sophie,Sophie,no,0
6,44,2,17,5,2,6/18/2019,,no,no,42,120,100,20,,,,,,,Sophie,Sophie,no,0
6,45,2,18,2,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
6,46,2,7,4,3,6/18/2019,,no,no,19,66,21,42,3,,,,,,Sophie,Sophie,yes,1
7,1,1,3,2,5,6/18/2019,,no,no,17,112,76,36,,,,,,,Sophie,Sophie,no,0
7,2,1,6,2,3,6/18/2019,,no,no,28,78,78,,,,,,,,Sophie,Sophie,yes,1
7,3,1,7,1,3,6/18/2019,,no,no,28,91,91,,,,,,,,Sophie,Sophie,no,0
7,4,1,47,2,2,6/18/2019,,no,no,7,9,9,,,,,,,,Sophie,Sophie,yes,1
7,5,1,62,1,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
7,6,1,64,2,3,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,7,1,67,2,1,6/18/2019,,no,no,45,146,146,,,,,,,,Sophie,Sophie,no,0
7,8,1,5,5,4,6/18/2019,,no,no,36,116,116,,,,,,,,Sophie,Sophie,no,0
7,9,1,39,2,4,6/18/2019,,no,no,18,60,60,,,,,,,,Sophie,Sophie,no,0
7,10,1,79,3,4,6/18/2019,,no,no,37,96,50,46,,,,,,,Sophie,Sophie,no,0
7,11,1,47,4,4,6/18/2019,,no,no,51,198,83,115,,,,,,,Sophie,Sophie,no,0
7,12,1,4,4,2,6/18/2019,,no,no,34,131,131,,,,,,,,Sophie,Sophie,no,0
7,13,1,19,2,2,6/18/2019,,maybe,no,0,8,8,,,,,,,,Sophie,Sophie,no,0
7,14,1,46,5,5,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
7,15,1,7,4,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,16,1,68,1,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,17,1,5,2,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,18,1,5,3,2,6/18/2019,,maybe,no,0,21,10,11,,,,,,,Sophie,Sophie,no,0
7,19,1,29,1,2,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,20,1,79,3,3,6/18/2019,,no,no,23,29,29,,,,,,,,Sophie,Sophie,no,0
7,21,1,35,3,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,yes,1
7,22,1,35,4,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,yes,1
7,23,2,14,4,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,24,2,7,2,3,6/18/2019,,no,no,88,158,59,99,,,,,,,Sophie,Sophie,yes,1
7,25,2,12,2,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,26,2,67,1,5,6/18/2019,,no,no,20,89,14,75,,,,,,,Sophie,Sophie,no,0
7,27,2,30,2,4,6/18/2019,,no,no,95,164,54,40,70,,,,,,Sophie,Sophie,yes,1
7,28,2,8,2,2,6/18/2019,,no,no,26,112,112,,,,,,,,Sophie,Sophie,no,0
7,29,2,39,2,5,6/18/2019,,maybe,no,0,6,6,,,,,,,,Sophie,Sophie,no,0
7,30,2,56,3,5,6/18/2019,,no,no,55,97,22,75,,,,,,,Sophie,Sophie,no,0
7,31,2,62,2,3,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
7,32,2,5,1,4,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,33,2,12,2,2,6/18/2019,,no,no,116,329,117,40,91,81,,,,,Sophie,Sophie,no,0
7,34,2,57,4,5,6/18/2019,,maybe,no,0,12,9,3,,,,,,,Sophie,Sophie,no,0
7,35,2,62,3,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,36,2,79,5,1,6/18/2019,,no,no,8,38,38,,,,,,,,Sophie,Sophie,no,0
7,37,2,1,1,1,6/18/2019,,no,no,30,89,63,26,,,,,,,Sophie,Sophie,no,0
7,38,2,64,3,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
7,39,2,19,5,3,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,40,2,30,4,4,6/18/2019,,no,no,11,49,49,,,,,,,,Sophie,Sophie,no,0
7,41,2,16,3,5,6/18/2019,,no,no,55,107,13,94,,,,,,,Sophie,Sophie,no,0
7,42,2,13,3,1,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,43,2,27,4,3,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
7,44,2,11,2,5,6/18/2019,,no,no,41,79,79,,,,,,,,Sophie,Sophie,yes,1
7,45,2,2,5,4,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
7,46,2,29,5,2,6/18/2019,,no,no,33,104,104,,,,,,,,Sophie,Sophie,no,0
8,1,1,9,2,1,6/18/2019,,no,no,22,107,31,76,,,,,,,Sophie,Sophie,no,0
8,2,1,57,1,2,6/18/2019,,no,no,55,123,64,59,,,,,,,Sophie,Sophie,no,0
8,3,1,67,3,2,6/18/2019,,maybe,no,0,10,10,,,,,,,,Sophie,Sophie,no,0
8,4,1,21,5,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
8,5,1,13,5,4,6/18/2019,,no,no,71,95,10,43,7,35,,,,,Sophie,Sophie,no,0
8,6,1,74,1,3,6/18/2019,,no,no,107,201,10,26,75,90,,,,,Sophie,Sophie,yes,1
8,7,1,17,1,4,6/18/2019,,no,no,49,102,102,,,,,,,,Sophie,Sophie,no,0
8,8,1,15,4,4,6/18/2019,,no,no,15,34,34,,,,,,,,Sophie,Sophie,no,0
8,9,1,7,3,2,6/18/2019,,no,no,46,108,78,30,,,,,,,Sophie,Sophie,yes,1
8,10,1,12,3,2,6/18/2019,,no,no,8,86,86,,,,,,,,Sophie,Sophie,no,0
8,11,1,11,4,5,6/18/2019,,no,no,60,108,108,,,,,,,,Sophie,Sophie,no,0
8,12,1,20,5,1,6/18/2019,,no,no,97,234,81,67,86,,,,,,Sophie,Sophie,no,0
8,13,1,72,4,5,6/18/2019,,nothing there,yes,0,0,,,,,,,,,Sophie,Sophie,,0
8,14,1,62,2,5,6/18/2019,,maybe,no,0,47,31,16,,,,,,,Sophie,Sophie,no,0
8,15,1,15,1,5,6/18/2019,,no,no,79,166,102,64,,,,,,,Sophie,Sophie,no,0
8,16,1,14,3,2,6/18/2019,,no,no,24,55,55,,,,,,,,Sophie,Sophie,no,0
8,17,1,57,3,2,6/18/2019,,no,no,32,78,78,,,,,,,,Sophie,Sophie,no,0
8,18,1,62,1,2,6/18/2019,,no,no,7,49,49,,,,,,,,Sophie,Sophie,no,0
8,19,1,47,5,1,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
8,20,1,15,5,1,6/18/2019,,no,no,8,22,22,,,,,,,,Sophie,Sophie,no,0
8,21,1,16,2,1,6/18/2019,,no,no,38,129,29,18,29,10,10,22,11,,Sophie,Sophie,no,0
8,22,1,29,4,3,6/18/2019,,no,no,0,36,9,8,19,,,,,,Sophie,Sophie,no,0
8,23,2,68,5,2,6/18/2019,,maybe,yes,0,0,,,,,,,,,Sophie,Sophie,no,0
8,24,2,4,2,2,6/18/2019,,no,yes,7,0,,,,,,,,,Sophie,Sophie,yes,1
8,25,2,46,2,5,6/18/2019,,no,no,8,68,41,27,,,,,,,Sophie,Sophie,no,0
8,26,2,68,4,1,6/18/2019,,no,no,52,86,12,24,50,,,,,,Sophie,Sophie,no,0
8,27,2,6,3,5,6/18/2019,,no,no,45,89,21,68,,,,,,,Sophie,Sophie,yes,1
8,28,2,7,1,2,6/18/2019,,maybe,no,0,30,30,,,,,,,,Sophie,Sophie,no,0
8,29,2,35,3,5,6/18/2019,,maybe,no,0,129,82,42,5,,,,,,Sophie,Sophie,no,0
8,30,2,39,3,3,6/18/2019,,no,no,40,144,52,92,,,,,,,Sophie,Sophie,no,0
8,31,2,62,4,4,6/18/2019,,no,yes,60,0,,,,,,,,,Sophie,Sophie,no,0
8,32,2,4,3,3,6/18/2019,,no,no,25,81,81,,,,,,,,Sophie,Sophie,no,0
8,33,2,21,1,2,6/18/2019,,no,no,16,40,40,,,,,,,,Sophie,Sophie,yes,1
8,34,2,77,4,3,6/18/2019,,no,yes,5,0,,,,,,,,,Sophie,Sophie,yes,1
8,35,2,17,4,2,6/18/2019,,no,no,42,101,39,2,8,16,36,,,,Sophie,Sophie,yes,1
8,36,2,27,5,2,6/18/2019,,no,no,7,34,30,2,2,,,,,,Sophie,Sophie,no,0
8,37,2,26,1,1,6/18/2019,,no,no,44,30,30,,,,,,,,Sophie,Sophie,no,0
8,38,2,17,3,1,6/18/2019,,no,no,30,109,36,73,,,,,,,Sophie,Sophie,no,0
