1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
5,16,1,47,1,5,0,1069.6892,8/10/2020,8/19/2020,Sophie,,1079.67,9.9808
5,17,1,47,3,3,0,1056.2258,8/10/2020,8/19/2020,Sophie,1,NA,NA
5,18,1,46,5,3,0,1070.1407,8/10/2020,8/19/2020,Sophie,,1082.28,12.1393
5,19,1,21,3,5,0,1073.799,8/10/2020,8/19/2020,Sophie,,1079.37,5.571
5,20,1,9,1,5,0,1079.5891,8/10/2020,8/19/2020,Sophie,,1086.2,6.6109
5,21,1,47,4,5,0,1070.6354,8/10/2020,8/19/2020,Sophie,,1075.92,5.2846
5,22,1,13,1,4,0,1086.2272,8/10/2020,8/19/2020,Sophie,,1094.63,8.4028
5,23,2,3,4,3,0,1065.9688,8/10/2020,8/19/2020,Sophie,,1070.22,4.2512
5,24,2,62,1,1,0,1066.4593,8/10/2020,8/19/2020,Sophie,,1070.39,3.9307
5,25,2,12,5,2,0,1074.3067,8/10/2020,8/19/2020,Sophie,,1077.98,3.6733
5,26,2,74,2,1,0,1078.4447,8/10/2020,8/19/2020,Sophie,,1095.66,17.2153
5,27,2,30,5,2,0,1067.5085,8/10/2020,8/19/2020,Sophie,,1074.37,6.8615
5,28,2,79,1,3,0,1078.459,8/10/2020,8/19/2020,Sophie,,1084.49,6.031
5,29,2,17,1,3,0,1064.9647,8/10/2020,8/19/2020,Sophie,,1069.97,5.0053
5,30,2,6,5,4,0,1064.6925,8/10/2020,8/19/2020,Sophie,,1069.99,5.2975
5,31,2,77,4,2,0,1083.8062,8/10/2020,8/19/2020,Sophie,,1093.96,10.1538
5,32,2,27,5,3,0,1062.552,8/10/2020,8/19/2020,Sophie,,1064.32,1.768
5,33,2,40,3,1,0,1085.45,8/10/2020,8/19/2020,Sophie,,1087.55,2.1
5,34,2,67,5,1,0,1061.0908,8/10/2020,8/19/2020,Sophie,,1067.02,5.9292
5,35,2,17,5,1,0,1066.3334,8/10/2020,8/19/2020,Sophie,,1074.48,8.1466
5,36,2,41,1,5,0,1063.065,8/10/2020,8/19/2020,Sophie,,1067.72,4.655
5,37,2,8,3,3,0,1069.5973,8/10/2020,8/19/2020,Sophie,,1073.64,4.0427
5,38,2,72,4,3,0,1065.4782,8/10/2020,8/19/2020,Sophie,,1068.88,3.4018
5,39,2,77,5,1,0,1066.6486,8/10/2020,8/19/2020,Sophie,,1075.11,8.4614
5,40,2,14,1,4,0,1059.0844,8/10/2020,8/19/2020,Sophie,,1062.41,3.3256
5,41,2,2,1,5,0,1069.7345,8/10/2020,8/19/2020,Sophie,,1075.19,5.4555
5,42,2,39,5,3,0,1079.5837,8/10/2020,8/19/2020,Sophie,,1090.09,10.5063
5,43,2,36,3,4,0,1068.0288,8/10/2020,8/19/2020,Sophie,,1078.16,10.1312
5,44,2,69,1,4,0,1063.1692,8/10/2020,8/19/2020,Sophie,,1069.26,6.0908
5,45,2,64,1,2,0,1060.6573,8/10/2020,8/19/2020,Sophie,,1065.17,4.5127
5,46,2,29,5,4,0,1079.8146,8/10/2020,8/19/2020,Sophie,1,NA,NA
6,1,1,36,4,4,0,1069.659,8/10/2020,8/19/2020,Sophie,,1076.42,6.761
6,2,1,61,4,5,0,1071.7294,8/10/2020,8/19/2020,Sophie,,1079.52,7.7906
6,3,1,2,2,3,0,1071.3094,8/10/2020,8/19/2020,Sophie,,1078.55,7.2406
6,4,1,27,3,3,0,1075.3562,8/10/2020,8/19/2020,Sophie,,1079.98,4.6238
6,5,1,11,2,4,0,1058.2037,8/10/2020,8/19/2020,Sophie,,1066.56,8.3563
6,6,1,12,1,4,0,1074.453,8/10/2020,8/19/2020,Sophie,,1079.21,4.757
6,7,1,57,5,3,0,1064.278,8/10/2020,8/19/2020,Sophie,,1071.92,7.642
6,8,1,7,5,3,0,1078.8004,8/10/2020,8/19/2020,Sophie,,1083.76,4.9596
6,9,1,21,4,4,0,1068.2737,8/10/2020,8/19/2020,Sophie,,1078.74,10.4663
6,10,1,49,4,5,0,1062.6801,8/10/2020,8/19/2020,Sophie,1,NA,NA
6,11,1,40,5,5,0,1072.9577,8/10/2020,8/19/2020,Sophie,,1082.41,9.4523
6,12,1,7,5,2,0,1085.2695,8/10/2020,8/19/2020,Sophie,,1092.34,7.0705
6,13,1,46,5,1,0,1061.9698,8/10/2020,8/19/2020,Sophie,,1067.18,5.2102
6,14,1,36,2,5,0,1056.4236,8/10/2020,8/19/2020,Sophie,,1071.92,15.4964
6,15,1,26,1,2,0,1066.3726,8/10/2020,8/19/2020,Sophie,,1073.2,6.8274
6,16,1,51,2,1,0,1067.6891,8/10/2020,8/19/2020,Sophie,,1072.75,5.0609
6,17,1,46,1,3,1,,,,,,NA,NA
6,18,1,6,2,1,1,,,,,,NA,NA
6,19,1,19,5,2,0,1061.6323,8/10/2020,8/19/2020,Sophie,,1066.84,5.2077
6,20,1,3,5,1,0,1076.9356,8/10/2020,8/19/2020,Sophie,,1092.49,15.5544
6,21,1,29,4,5,1,,,,,,NA,NA
6,22,1,79,4,1,0,1069.4109,8/10/2020,8/19/2020,Sophie,,1075.64,6.2291
6,23,2,21,2,2,0,1084.8994,8/10/2020,8/19/2020,Kavya,,1092.99,8.0906
6,24,2,77,4,5,0,1065.4794,8/10/2020,8/19/2020,Kavya,,1075.04,9.5606
6,25,2,72,2,4,0,1067.0577,8/10/2020,8/19/2020,Kavya,,1069.1,2.0423
6,26,2,1,1,3,0,1083.0006,8/10/2020,8/19/2020,Kavya,,1098.23,15.2294
6,27,2,5,5,3,0,1065.9294,8/10/2020,8/19/2020,Kavya,,1071.46,5.5306
6,28,2,36,1,1,0,1073.0394,8/10/2020,8/19/2020,Kavya,,1076.51,3.4706
6,29,2,62,3,4,0,1082.0941,8/10/2020,8/19/2020,Kavya,,1084.56,2.4659
6,30,2,12,5,4,0,1069.4973,8/10/2020,8/19/2020,Kavya,,1075.47,5.9727
6,31,2,18,4,3,0,1077.4029,8/10/2020,8/19/2020,Kavya,,1091.84,14.4371
6,32,2,18,2,1,0,1061.4597,8/10/2020,8/19/2020,Kavya,,1065.75,4.2903
6,33,2,14,1,1,0,1065.7193,8/10/2020,8/19/2020,Kavya,,1077.57,11.8507
6,34,2,57,5,2,1,,,,,,NA,NA
6,35,2,1,3,4,0,1063.6059,8/10/2020,8/19/2020,Kavya,,1073.51,9.9041
6,36,2,74,2,3,0,1070.2676,8/10/2020,8/19/2020,Kavya,,1088.82,18.5524
6,37,2,17,3,2,0,1063.1366,8/10/2020,8/19/2020,Kavya,,1064.68,1.5434
6,38,2,1,4,5,0,1068.7493,8/10/2020,8/19/2020,Kavya,,1073.12,4.3707
6,39,2,62,4,1,0,1064.0657,8/10/2020,8/19/2020,Kavya,,1075.94,11.8743
6,40,2,17,2,1,0,1081.6462,8/10/2020,8/19/2020,Kavya,,1091.68,10.0338
6,41,2,42,1,2,0,1064.3314,8/10/2020,8/19/2020,Kavya,,1076.37,12.0386
6,42,2,4,3,4,1,,,,,,NA,NA
6,43,2,79,2,5,0,1080.2193,8/10/2020,8/19/2020,Kavya,,1095.44,15.2207
6,44,2,17,5,2,0,1068.3377,8/10/2020,8/19/2020,Kavya,,1073.37,5.0323
6,45,2,18,2,4,0,1078.7958,8/10/2020,8/19/2020,Kavya,,1086.8,8.0042
6,46,2,7,4,3,0,1064.3448,8/10/2020,8/19/2020,Kavya,,1071.95,7.6052
7,1,1,3,2,5,0,1059.6946,8/10/2020,8/19/2020,Kavya,,1068.86,9.1654
7,2,1,6,2,3,1,,,,,,NA,NA
7,3,1,7,1,3,0,1063.6822,8/10/2020,8/19/2020,Kavya,,1072.53,8.8478
7,4,1,47,2,2,0,1062.8253,8/10/2020,8/19/2020,Kavya,,1063.86,1.0347
7,5,1,62,1,5,0,1071.5721,8/10/2020,8/19/2020,Kavya,,1073.53,1.9579
7,6,1,64,2,3,1,,,,,,NA,NA
7,7,1,67,2,1,0,1072.7203,8/10/2020,8/19/2020,Kavya,,1095.38,22.6597
7,8,1,5,5,4,0,1070.7685,8/10/2020,8/19/2020,Kavya,,1083.73,12.9615
7,9,1,39,2,4,0,1061.6378,8/10/2020,8/19/2020,Kavya,,1065.92,4.2822
7,10,1,79,3,4,0,1063.4439,8/10/2020,8/19/2020,Kavya,,1082.29,18.8461
7,11,1,47,4,4,0,1072.5205,8/10/2020,8/19/2020,Kavya,,1078.71,6.1895
7,12,1,4,4,2,0,1072.4595,8/10/2020,8/19/2020,Kavya,,1077.47,5.0105
7,13,1,19,2,2,0,1064.0404,8/10/2020,8/19/2020,Kavya,,1067.47,3.4296
7,14,1,46,5,5,0,1080.9949,8/10/2020,8/19/2020,Kavya,,1092.33,11.3351
7,15,1,7,4,4,0,1064.0788,8/10/2020,8/19/2020,Kavya,,1071.06,6.9812
7,16,1,68,1,5,0,1064.8046,8/10/2020,8/19/2020,Kavya,,1073.94,9.1354
7,17,1,5,2,4,0,1067.2233,8/10/2020,8/19/2020,Kavya,,1071.63,4.4067
7,18,1,5,3,2,0,1070.2562,8/10/2020,8/19/2020,Kavya,,1077.39,7.1338
7,19,1,29,1,2,0,1066.5697,8/10/2020,8/19/2020,Kavya,,1069.72,3.1503
7,20,1,79,3,3,0,1071.2677,8/10/2020,8/19/2020,Kavya,,1089.7,18.4323
7,21,1,35,3,2,0,1078.8253,8/10/2020,8/19/2020,Kavya,,1092.28,13.4547
7,22,1,35,4,4,0,1079.1051,8/10/2020,8/19/2020,Kavya,,1081.52,2.4149
7,23,2,14,4,4,1,,,,,,NA,NA
7,24,2,7,2,3,0,1066.7465,8/10/2020,8/19/2020,Kavya,,1069.31,2.5635
7,25,2,12,2,4,0,1078.7139,8/10/2020,8/19/2020,Kavya,,1081.18,2.4661
7,26,2,67,1,5,0,1059.4678,8/10/2020,8/19/2020,Kavya,,1075.45,15.9822
7,27,2,30,2,4,0,1071.5964,8/10/2020,8/19/2020,Kavya,,1085.17,13.5736
7,28,2,8,2,2,0,1072.5275,8/10/2020,8/19/2020,Kavya,,1084.07,11.5425
7,29,2,39,2,5,0,1062.6855,8/10/2020,8/19/2020,Kavya,,1068.43,5.7445
7,30,2,56,3,5,0,1080.2984,8/10/2020,8/19/2020,Kavya,,1084.62,4.3216
7,31,2,62,2,3,0,1073.2021,8/10/2020,8/19/2020,Kavya,,1081.33,8.1279
7,32,2,5,1,4,1,,,,,,NA,NA
7,33,2,12,2,2,0,1077.0017,8/10/2020,8/19/2020,Kavya,,1091.4,14.3983
7,34,2,57,4,5,0,1070.5639,8/10/2020,8/19/2020,Kavya,,1079.59,9.0261
7,35,2,62,3,5,1,,,,,,NA,NA
7,36,2,79,5,1,0,1073.813,8/10/2020,8/19/2020,Kavya,,1084.65,10.837
7,37,2,1,1,1,0,1063.8095,8/10/2020,8/19/2020,Kavya,,1080.57,16.7605
7,38,2,64,3,4,0,1058.8255,8/10/2020,8/19/2020,Kavya,,1069.94,11.1145
7,39,2,19,5,3,0,1084.6215,8/10/2020,8/19/2020,Kavya,,NA,NA
7,40,2,30,4,4,0,1069.9812,8/10/2020,8/18/2020,Kavya,,1089.05,19.0688
7,41,2,16,3,5,0,1084.8956,8/10/2020,8/18/2020,Kavya,,1102.76,17.8644
7,42,2,13,3,1,1,,,,,,NA,NA
7,43,2,27,4,3,1,,,,,,NA,NA
7,44,2,11,2,5,0,1064.5282,8/10/2020,8/18/2020,Kavya,,NA,NA
7,45,2,2,5,4,0,1065.5171,8/10/2020,8/18/2020,Kavya,,NA,NA
7,46,2,29,5,2,0,1065.3336,8/10/2020,8/18/2020,Kavya,,1076,10.6664
8,1,1,9,2,1,0,1059.3419,8/10/2020,8/18/2020,Sophie,1,NA,NA
8,2,1,57,1,2,0,1061.4377,8/10/2020,8/18/2020,Sophie,,1068.3,6.8623
8,3,1,67,3,2,0,1083.6257,8/10/2020,8/18/2020,Sophie,,1116.22,32.5943
8,4,1,21,5,1,0,1085.1954,8/10/2020,8/18/2020,Sophie,,1092.21,7.0146
8,5,1,13,5,4,0,1083.2432,8/10/2020,8/18/2020,Sophie,,1088.87,5.6268
8,6,1,74,1,3,0,1068.4985,8/10/2020,8/18/2020,Sophie,,1099.77,31.2715
8,7,1,17,1,4,0,1065.3614,8/10/2020,8/18/2020,Sophie,,1071,5.6386
8,8,1,15,4,4,0,1071.4366,8/10/2020,8/18/2020,Sophie,,1077.82,6.3834
8,9,1,7,3,2,0,1066.1426,8/10/2020,8/18/2020,Sophie,,1077.79,11.6474
8,10,1,12,3,2,0,1064.5187,8/10/2020,8/18/2020,Sophie,,1069.06,4.5413
8,11,1,11,4,5,0,1061.4159,8/10/2020,8/18/2020,Sophie,,1071.72,10.3041
8,12,1,20,5,1,0,1062.8708,8/10/2020,8/18/2020,Sophie,,1069.3,6.4292
8,13,1,72,4,5,0,1067.5789,8/10/2020,8/18/2020,Sophie,,1079.89,12.3111
8,14,1,62,2,5,0,1061.5563,8/10/2020,8/18/2020,Sophie,,1067.1,5.5437
8,15,1,15,1,5,0,1063.7012,8/10/2020,8/18/2020,Sophie,,1081.33,17.6288
8,16,1,14,3,2,0,1085.9534,8/10/2020,8/18/2020,Sophie,,1091.94,5.9866
8,17,1,57,3,2,0,1056.9159,8/10/2020,8/18/2020,Sophie,1,NA,NA
8,18,1,62,1,2,0,1071.3027,8/10/2020,8/18/2020,Sophie,,1074.21,2.9073
8,19,1,47,5,1,0,1069.5752,8/10/2020,8/18/2020,Sophie,,1074.57,4.9948
8,20,1,15,5,1,0,1070.2253,8/10/2020,8/18/2020,Sophie,,1079.44,9.2147
8,21,1,16,2,1,0,1081.8488,8/10/2020,8/18/2020,Sophie,,1093.11,11.2612
8,22,1,29,4,3,0,1072.9337,8/10/2020,8/18/2020,Sophie,,1081.34,8.4063
8,23,2,68,5,2,0,1062.9142,8/10/2020,8/18/2020,Sophie,,1067.95,5.0358
8,24,2,4,2,2,0,1067.1825,8/10/2020,8/18/2020,Sophie,,1070.79,3.6075
8,25,2,46,2,5,0,1082.3796,8/10/2020,8/18/2020,Sophie,,1083.9,1.5204
8,26,2,68,4,1,0,1063.1758,8/10/2020,8/18/2020,Sophie,,1071.88,8.7042
8,27,2,6,3,5,0,1081.3529,8/10/2020,8/18/2020,Sophie,,1096.15,14.7971
8,28,2,7,1,2,0,1062.4979,8/10/2020,8/18/2020,Sophie,,1067.92,5.4221
8,29,2,35,3,5,0,1072.6377,8/10/2020,8/18/2020,Sophie,,1075.8,3.1623
8,30,2,39,3,3,0,1064.1245,8/10/2020,8/18/2020,Sophie,,1070.38,6.2555
8,31,2,62,4,4,0,1068.2398,8/10/2020,8/18/2020,Sophie,,1099.79,31.5502
8,32,2,4,3,3,0,1069.5374,8/10/2020,8/18/2020,Sophie,,1077.37,7.8326
8,33,2,21,1,2,0,1083.3736,8/10/2020,8/18/2020,Sophie,,1099.99,16.6164
8,34,2,77,4,3,0,1064.5684,8/10/2020,8/18/2020,Sophie,,1072.19,7.6216
8,35,2,17,4,2,0,1063.1819,8/10/2020,8/18/2020,Sophie,,1071.02,7.8381
8,36,2,27,5,2,0,1064.5283,8/10/2020,8/18/2020,Sophie,,1067.73,3.2017
8,37,2,26,1,1,0,1064.0903,8/10/2020,8/18/2020,Sophie,,1069.67,5.5797
8,38,2,17,3,1,0,1084.505,8/10/2020,8/18/2020,Sophie,,1092.37,7.865
8,39,2,5,4,1,0,1068.9694,8/10/2020,8/18/2020,Sophie,1,NA,NA
8,40,2,39,3,5,0,1062.6666,8/10/2020,8/18/2020,Sophie,,1066.82,4.1534
8,41,2,64,2,2,0,1075.5455,8/10/2020,8/18/2020,Sophie,,1078.57,3.0245
8,42,2,64,3,3,0,1073.4381,8/10/2020,8/18/2020,Sophie,,1077.13,3.6919
8,43,2,39,4,1,0,1084.1154,8/10/2020,8/18/2020,Sophie,,1102.56,18.4446
8,44,2,62,1,3,0,1066.984,8/10/2020,8/18/2020,Sophie,,1070.65,3.666
8,45,2,67,2,2,0,1085.1775,8/10/2020,8/18/2020,Sophie,,1090.14,4.9625
8,46,2,67,5,3,1,,,,,,NA,NA
9,1,1,28,1,5,0,1080.2626,8/10/2020,8/18/2020,Sophie,,1095.28,15.0174
9,2,1,4,3,1,0,1069.3515,8/10/2020,8/18/2020,Sophie,,1078.88,9.5285
9,3,1,12,3,1,1,,,,,,NA,NA
9,4,1,27,4,1,0,1065.6067,8/10/2020,8/18/2020,Sophie,,1077.62,12.0133
9,5,1,1,4,3,0,1066.9739,8/10/2020,8/18/2020,Sophie,,1073.85,6.8761
9,6,1,49,5,5,0,1070.3297,8/10/2020,8/18/2020,Sophie,,1076.3,5.9703
9,7,1,39,3,4,0,1085.8231,8/10/2020,8/18/2020,Sophie,,1097.18,11.3569
9,8,1,77,3,1,0,1067.6953,8/10/2020,8/18/2020,Sophie,,1108.56,40.8647
9,9,1,3,2,2,0,1071.2505,8/10/2020,8/18/2020,Sophie,,1082.86,11.6095
9,10,1,69,2,4,1,,,,,,NA,NA
9,11,1,17,2,5,0,1070.2348,8/10/2020,8/18/2020,Sophie,,1075.51,5.2752
9,12,1,51,4,2,0,1080.6358,8/10/2020,8/18/2020,Sophie,,1083.58,2.9442
9,13,1,79,1,1,0,1072.4639,8/10/2020,8/18/2020,Sophie,,1078.11,5.6461
9,14,1,5,5,5,1,,,,,,NA,NA
9,15,1,13,5,2,0,1081.0178,8/10/2020,8/18/2020,Sophie,,1083.8,2.7822
9,16,1,30,5,3,0,1075.5666,8/10/2020,8/18/2020,Sophie,,1085.34,9.7734
9,17,1,39,3,2,0,1065.2818,8/10/2020,8/18/2020,Sophie,,1069.59,4.3082
9,18,1,20,1,2,1,,,,,,NA,NA
9,19,1,72,3,1,0,1059.1586,8/10/2020,8/18/2020,Sophie,,1070.6,11.4414
9,20,1,7,3,3,0,1065.554,8/10/2020,8/18/2020,Sophie,,1069,3.446
9,21,1,79,4,2,0,1071.537,8/10/2020,8/18/2020,Sophie,,1083.17,11.633
9,22,1,15,3,5,1,,,,,,NA,NA
9,23,2,45,2,1,0,1076.8793,8/10/2020,8/18/2020,Sophie,,1088.36,11.4807
9,24,2,27,4,5,0,1069.4164,8/10/2020,8/18/2020,Sophie,,1077.81,8.3936
9,25,2,64,5,3,0,1073.2975,8/10/2020,8/18/2020,Sophie,,1084.13,10.8325
9,26,2,77,1,2,0,1073.9324,8/10/2020,8/18/2020,Sophie,,1087.23,13.2976
9,27,2,64,2,4,1,,,,,,NA,NA
9,28,2,7,3,5,0,1061.9013,8/10/2020,8/18/2020,Sophie,,1072.75,10.8487
9,29,2,35,4,1,0,1073.3298,8/10/2020,8/18/2020,Sophie,,1083.04,9.7102
9,30,2,36,4,1,0,1076.5244,8/10/2020,8/18/2020,Sophie,,1081.03,4.5056
9,31,2,45,2,4,0,1071.4423,8/10/2020,8/18/2020,Sophie,,1077.52,6.0777
9,32,2,15,3,1,0,1077.2454,8/10/2020,8/18/2020,Sophie,1,NA,NA
9,33,2,77,5,3,0,1068.6426,8/10/2020,8/18/2020,Sophie,,1080.78,12.1374
9,34,2,36,3,1,1,,,,,,NA,NA
9,35,2,49,3,1,0,1073.9615,8/10/2020,8/18/2020,Sophie,,1084.25,10.2885
9,36,2,39,5,2,0,1066.9565,8/10/2020,8/18/2020,Sophie,,1070.89,3.9335
9,37,2,6,4,4,0,1081.9331,8/10/2020,8/18/2020,Sophie,,1086.3,4.3669
9,38,2,57,5,4,0,1061.7428,8/10/2020,8/18/2020,Sophie,,1073.72,11.9772
9,39,2,15,5,4,0,1072.3914,8/10/2020,8/18/2020,Sophie,,1081.87,9.4786
9,40,2,62,5,5,0,1069.9892,8/10/2020,8/18/2020,Sophie,,1089.42,19.4308
9,41,2,17,3,5,0,1063.3483,8/10/2020,8/18/2020,Sophie,1,NA,NA
9,42,2,47,5,4,0,1063.7463,8/10/2020,8/18/2020,Sophie,,1068.62,4.8737
9,43,2,35,2,2,0,1061.5791,8/10/2020,8/18/2020,Sophie,,1067.94,6.3609
9,44,2,5,2,3,0,1069.3168,8/10/2020,8/18/2020,Sophie,,1072.99,3.6732
9,45,2,72,3,4,0,1080.6346,8/10/2020,8/18/2020,Sophie,,1090.74,10.1054
9,46,2,1,1,4,0,1065.9172,8/10/2020,8/18/2020,Sophie,,1071.62,5.7028
10,1,1,14,4,5,0,1080.2532,8/10/2020,8/18/2020,Sophie,,1084.9,4.6468
10,2,1,62,4,5,0,1069.9343,8/10/2020,8/18/2020,Sophie,,1085.5,15.5657
10,3,1,79,3,1,0,1068.8773,8/10/2020,8/18/2020,Sophie,,1074.06,5.1827
10,4,1,56,4,1,0,1066.7763,8/10/2020,8/18/2020,Sophie,,1072.4,5.6237
10,5,1,1,5,2,0,1059.406,8/10/2020,8/18/2020,Sophie,,1066.54,7.134
10,6,1,62,4,2,0,1081.464,8/10/2020,8/18/2020,Sophie,,1090.36,8.896
10,7,1,7,3,4,1,,,,,,NA,NA
10,8,1,42,1,1,0,1068.9418,8/10/2020,8/18/2020,Sophie,,1074.09,5.1482
10,9,1,69,1,2,0,1086.2036,8/10/2020,8/18/2020,Sophie,,1106.87,20.6664
10,10,1,67,4,5,0,1072.087,8/10/2020,8/18/2020,Sophie,,1083.75,11.663
10,11,1,16,3,3,0,1080.5303,8/10/2020,8/18/2020,Sophie,,1084.91,4.3797
10,12,1,72,4,4,0,1080.0703,8/10/2020,8/18/2020,Sophie,,1094.33,14.2597
10,13,1,12,3,4,0,1065.187,8/10/2020,8/18/2020,Sophie,,1074.98,9.793
10,14,1,42,2,1,0,1070.0799,8/10/2020,8/18/2020,Sophie,,1078.2,8.1201
10,15,1,61,3,3,0,1061.4819,8/10/2020,8/18/2020,Sophie,,1066.94,5.4581
10,16,1,23,1,4,0,1081.1764,8/10/2020,8/18/2020,Sophie,,1089.98,8.8036
10,17,1,17,5,3,0,1061.5438,8/10/2020,8/18/2020,Sophie,,1072.12,10.5762
10,18,1,72,1,5,0,1082.8749,8/10/2020,8/18/2020,Sophie,,1087.43,4.5551
10,19,1,9,2,4,0,1066.4602,8/10/2020,8/18/2020,Sophie,,1086.49,20.0298
10,20,1,31,2,1,0,1075.0903,8/10/2020,8/18/2020,Sophie,,1086.9,11.8097
10,21,1,47,5,2,1,,,,,,NA,NA
10,22,1,46,1,1,0,1068.5357,8/10/2020,8/18/2020,Sophie,,1074.78,6.2443
10,23,1,31,3,3,0,1064.4882,8/10/2020,8/18/2020,Sophie,,1070.66,6.1718
10,24,2,5,3,5,0,1086.6935,8/10/2020,8/18/2020,Sophie,,1088.88,2.1865
10,25,2,14,1,3,0,1066.0033,8/10/2020,8/18/2020,Sophie,,1074.3,8.2967
10,26,2,3,5,4,0,1065.9595,8/10/2020,8/18/2020,Sophie,,1079.83,13.8705
10,27,2,30,3,3,0,1060.0787,8/10/2020,8/18/2020,Sophie,,1065.8,5.7213
10,28,2,61,4,1,0,1060.3313,8/10/2020,8/18/2020,Sophie,,1068.45,8.1187
10,29,2,31,5,2,0,1076.6712,8/10/2020,8/18/2020,Sophie,,1092.25,15.5788
10,30,2,41,2,4,0,1083.9374,8/10/2020,8/18/2020,Sophie,,1087.66,3.7226
10,31,2,47,4,1,0,1079.9868,8/10/2020,8/18/2020,Sophie,,1084.15,4.1632
10,32,2,16,1,2,1,,,,,,NA,NA
10,33,2,28,4,5,0,1071.0982,8/10/2020,8/18/2020,Sophie,1,NA,NA
10,34,2,5,5,2,0,1068.935,8/10/2020,8/18/2020,Sophie,,1079.89,10.955
10,35,2,56,2,4,0,1067.0912,8/10/2020,8/18/2020,Sophie,,1084.28,17.1888
10,36,2,72,5,1,0,1063.1128,8/10/2020,8/18/2020,Sophie,,1074.88,11.7672
10,37,2,57,1,1,0,1063.5038,8/11/2020,8/18/2020,Sophie,,1080.99,17.4862
10,38,2,57,1,3,0,1069.7609,8/11/2020,8/18/2020,Sophie,,1073.07,3.3091
10,39,2,79,3,5,0,1067.5734,8/11/2020,8/18/2020,Sophie,,1075.54,7.9666
10,40,2,68,4,4,0,1060.2102,8/11/2020,8/18/2020,Sophie,,1063.41,3.1998
10,41,4,15,2,1,0,1070.7358,8/11/2020,8/18/2020,Sophie,,1076.84,6.1042
10,42,4,5,4,4,0,1071.8967,8/11/2020,8/18/2020,Sophie,,1080.47,8.5733
10,43,4,32,1,4,1,,,,,,NA,NA
10,44,4,61,1,1,0,1070.5833,8/11/2020,8/18/2020,Sophie,,1076.33,5.7467
10,45,4,31,3,2,0,1081.2518,8/11/2020,8/18/2020,Sophie,1,NA,NA
10,46,4,47,4,2,0,1069.384,8/11/2020,8/18/2020,Sophie,,1073.13,3.746
11,1,1,64,1,1,0,1071.3636,8/11/2020,8/18/2020,Sophie,,1079.14,7.7764
11,2,1,3,4,1,0,1075.0821,8/11/2020,8/18/2020,Sophie,,1082.95,7.8679
11,3,1,11,1,3,0,1070.1208,8/11/2020,8/18/2020,Sophie,,1088.2,18.0792
11,4,1,11,3,2,0,1072.5453,8/11/2020,8/18/2020,Sophie,,1080.62,8.0747
11,5,1,18,3,1,0,1058.7136,8/11/2020,8/18/2020,Sophie,,1066.65,7.9364
11,6,1,29,4,1,1,,,,,,NA,NA
11,7,1,35,5,3,0,1072.8056,8/11/2020,8/18/2020,Sophie,,1077.66,4.8544
11,8,1,64,1,4,0,1066.8077,8/11/2020,8/18/2020,Sophie,,1074.77,7.9623
11,9,1,2,1,2,0,1078.5516,8/11/2020,8/18/2020,Sophie,,1084.01,5.4584
11,10,1,64,5,1,0,1071.9916,8/11/2020,8/18/2020,Sophie,,1075.89,3.8984
11,11,1,36,1,2,0,1078.5691,8/11/2020,8/18/2020,Sophie,,1089.42,10.8509
11,12,1,67,5,5,0,1067.8961,8/11/2020,8/18/2020,Sophie,,1077.25,9.3539
11,13,1,61,1,5,0,1064.5872,8/11/2020,8/18/2020,Sophie,,1073.16,8.5728
