1,2,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,3,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,5,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,6,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,7,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,8,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,9,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,10,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,11,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
1,12,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
11,14,1,74,2,2,0,1073.385,8/11/2020,8/17/2020,Sophie,,1083.94,10.555
11,15,1,68,2,5,0,1072.4055,8/11/2020,8/17/2020,Sophie,,1073.58,1.1745
11,16,1,29,2,2,1,,,,,,NA,NA
11,17,1,40,5,1,0,1074.1569,8/11/2020,8/17/2020,Sophie,,1077.08,2.9231
11,18,1,1,2,4,0,1079.6881,8/11/2020,8/17/2020,Sophie,,1090.79,11.1019
11,19,1,74,1,5,0,1059.9896,8/11/2020,8/17/2020,Sophie,,1067.3,7.3104
11,20,1,2,4,5,0,1073.7244,8/11/2020,8/17/2020,Sophie,,1081.43,7.7056
11,21,1,4,2,4,0,1082.6872,8/11/2020,8/17/2020,Sophie,,1086.35,3.6628
11,22,1,9,1,2,0,1072.7106,8/11/2020,8/17/2020,Sophie,,1075.87,3.1594
11,23,1,39,5,1,0,1062.0179,8/11/2020,8/17/2020,Sophie,,1073.89,11.8721
11,24,4,57,2,1,0,1064.8858,8/11/2020,8/17/2020,Sophie,,1072.32,7.4342
11,25,4,17,4,1,1,,,,,,NA,NA
11,26,4,67,1,3,0,1059.4048,8/11/2020,8/17/2020,Sophie,,1075.25,15.8452
11,27,4,42,2,4,0,1063.2004,8/11/2020,8/17/2020,Sophie,,1072.4,9.1996
11,28,4,12,2,1,0,1068.4265,8/11/2020,8/17/2020,Sophie,,1076.78,8.3535
11,29,4,30,2,1,0,1067.8536,8/11/2020,8/17/2020,Sophie,1,NA,NA
11,30,4,4,4,1,0,1073.9386,8/11/2020,8/17/2020,Sophie,,1077.21,3.2714
11,31,4,17,4,5,0,1066.301,8/11/2020,8/17/2020,Sophie,,1072.73,6.429
11,32,4,35,4,3,0,1081.8195,8/11/2020,8/17/2020,Sophie,,1088.18,6.3605
11,33,4,68,5,5,0,1067.7494,8/11/2020,8/17/2020,Sophie,,1079.45,11.7006
11,34,4,67,1,2,0,1066.8512,8/11/2020,8/17/2020,Sophie,,1070.47,3.6188
11,35,4,40,3,2,0,1063.8803,8/11/2020,8/17/2020,Sophie,,1076.97,13.0897
11,36,4,68,5,4,0,1077.087,8/11/2020,8/17/2020,Sophie,,1080.69,3.603
11,37,4,4,2,1,1,,,,,,NA,NA
11,38,4,28,1,2,0,1064.8024,8/11/2020,8/17/2020,Sophie,,1070.52,5.7176
11,39,4,26,1,4,0,1062.8085,8/11/2020,8/17/2020,Sophie,,1073.87,11.0615
11,40,4,6,3,4,1,,,,,,NA,NA
11,41,4,16,1,1,0,1064.0805,8/11/2020,8/17/2020,Sophie,1,NA,NA
11,42,4,42,1,4,1,,,,,,NA,NA
11,43,4,41,1,4,0,1067.4329,8/11/2020,8/17/2020,Sophie,1,NA,NA
11,44,4,21,3,3,0,1063.1413,8/11/2020,8/17/2020,Sophie,,1067.72,4.5787
11,45,4,35,3,3,0,1066.6777,8/11/2020,8/17/2020,Sophie,,1070.18,3.5023
11,46,4,31,1,5,0,1068.7698,8/11/2020,8/17/2020,Sophie,,1077.65,8.8802
12,1,3,7,1,1,0,1066.1663,8/11/2020,8/17/2020,Sophie,,1069.05,2.8837
12,2,3,1,3,2,0,1066.0778,8/11/2020,8/17/2020,Sophie,,1074.59,8.5122
12,3,3,47,4,3,0,1063.1637,8/11/2020,8/17/2020,Sophie,,1069.59,6.4263
12,4,3,61,1,3,0,1071.1694,8/11/2020,8/17/2020,Sophie,,1081.78,10.6106
12,5,3,46,1,2,0,1066.6373,8/11/2020,8/17/2020,Sophie,,1079.83,13.1927
12,6,3,79,2,2,0,1064.5261,8/11/2020,8/17/2020,Sophie,,1064.84,0.3139
12,7,3,9,1,4,0,1059.3666,8/11/2020,8/17/2020,Sophie,,1074.38,15.0134
12,8,3,32,1,1,0,1065.8335,8/11/2020,8/17/2020,Sophie,,1070.72,4.8865
12,9,3,7,2,4,1,,,,,,NA,NA
12,10,3,72,5,4,0,1081.6948,8/11/2020,8/17/2020,Sophie,,1097.14,15.4452
12,11,3,47,1,4,0,1062.6662,8/11/2020,8/17/2020,Sophie,,1066.44,3.7738
12,12,3,62,2,2,0,1061.426,8/11/2020,8/17/2020,Sophie,,1068.96,7.534
12,13,3,46,3,2,1,,,,,,NA,NA
12,14,3,41,2,3,0,1079.7733,8/11/2020,8/17/2020,Sophie,,1086.07,6.2967
12,15,3,67,4,1,0,1064.4071,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,16,3,67,4,2,0,1063.5723,8/11/2020,8/17/2020,Sophie,,1068.9,5.3277
12,17,3,8,1,2,0,1070.1522,8/11/2020,8/17/2020,Sophie,,1076.44,6.2878
12,18,3,36,5,2,0,1066.956,8/11/2020,8/17/2020,Sophie,,1070.92,3.964
12,19,3,57,5,5,0,1070.5937,8/11/2020,8/17/2020,Sophie,,1081.92,11.3263
12,20,3,68,2,3,0,1067.716,8/11/2020,8/17/2020,Sophie,,1069.25,1.534
12,21,3,23,1,1,0,1082.2924,8/11/2020,8/17/2020,Sophie,,1087.53,5.2376
12,22,1,21,4,3,0,1059.8789,8/11/2020,8/17/2020,Sophie,,1069.87,9.9911
12,23,1,6,1,1,0,1074.9188,8/11/2020,8/17/2020,Sophie,,1079.58,4.6612
12,24,4,17,3,4,0,1068.195,8/11/2020,8/17/2020,Sophie,,1072.63,4.435
12,25,4,57,4,4,0,1065.9894,8/11/2020,8/17/2020,Sophie,,1069.24,3.2506
12,26,4,29,5,3,0,1076.6905,8/11/2020,8/17/2020,Sophie,,1078.26,1.5695
12,27,4,6,1,2,0,1060.6749,8/11/2020,8/17/2020,Sophie,,1066.75,6.0751
12,28,4,17,2,3,1,,,,,,NA,NA
12,29,4,41,1,3,0,1072.6917,8/11/2020,8/17/2020,Sophie,,1077.26,4.5683
12,30,4,14,4,3,0,1059.6274,8/11/2020,8/17/2020,Sophie,,1068.57,8.9426
12,31,4,51,4,1,0,1072.8516,8/11/2020,8/17/2020,Sophie,,1086.46,13.6084
12,32,4,28,4,4,0,1059.4703,8/11/2020,8/17/2020,Sophie,,1063.87,4.3997
12,33,4,35,5,2,0,1070.0061,8/11/2020,8/17/2020,Sophie,,1074.37,4.3639
12,34,4,61,1,2,0,1068.9034,8/11/2020,8/17/2020,Sophie,,1071.6,2.6966
12,35,4,72,3,3,0,1062.424,8/11/2020,8/17/2020,Sophie,,1064.33,1.906
12,36,4,14,4,1,0,1055.7727,8/11/2020,8/17/2020,Sophie,,1058.75,2.9773
12,37,4,40,4,1,0,1070.1202,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,38,4,57,2,5,0,1066.6003,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,39,4,68,1,1,0,1065.2906,8/11/2020,8/17/2020,Sophie,,1070.13,4.8394
12,40,4,45,2,2,0,1061.8595,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,41,4,13,1,2,0,1080.8796,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,42,4,47,5,3,0,1059.1633,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,43,4,19,1,5,0,1070.6935,8/11/2020,8/17/2020,Sophie,,1071.72,1.0265
12,44,4,64,5,2,0,1069.5564,8/11/2020,8/17/2020,Sophie,,1072.34,2.7836
12,45,4,21,5,5,0,1056.7601,8/11/2020,8/17/2020,Sophie,1,NA,NA
12,46,4,21,5,4,0,1069.4345,8/11/2020,8/17/2020,Sophie,,1073.21,3.7755
13,1,3,72,2,2,0,1070.7595,8/11/2020,8/17/2020,Sophie,,1079.43,8.6705
13,2,3,39,3,1,0,1060.383,8/11/2020,8/17/2020,Sophie,,1072.58,12.197
13,3,3,13,1,3,0,1076.8734,8/11/2020,8/17/2020,Sophie,,1080.06,3.1866
13,4,3,41,1,4,0,1066.9916,8/11/2020,8/17/2020,Sophie,,1068.57,1.5784
13,5,3,77,2,5,1,,,,,,,0
13,6,3,35,5,5,0,1078.2288,8/11/2020,8/17/2020,Sophie,1,NA,NA
13,7,3,20,2,2,1,,,,,,NA,NA
13,8,3,42,2,5,0,1059.4295,8/11/2020,8/17/2020,Sophie,,1064.76,5.3305
13,9,3,77,4,4,0,1069.9211,8/11/2020,8/17/2020,Sophie,,1079.77,9.8489
13,10,3,49,1,1,0,1059.3895,8/11/2020,8/17/2020,Sophie,,1070.01,10.6205
13,11,3,49,2,4,0,1081.683,8/11/2020,8/17/2020,Sophie,1,NA,NA
13,12,3,13,3,3,1,,,,,,NA,NA
13,13,3,17,1,2,0,1062.0906,8/11/2020,8/17/2020,Sophie,,1066.85,4.7594
13,14,3,61,5,3,0,1062.6445,8/11/2020,8/17/2020,Sophie,,1067.57,4.9255
13,15,3,62,1,4,0,1077.3199,8/11/2020,8/17/2020,Sophie,,1084.35,7.0301
13,16,3,61,4,3,0,1081.9811,8/11/2020,8/17/2020,Sophie,,1090.82,8.8389
13,17,3,14,1,2,0,1072.1206,8/11/2020,8/17/2020,Sophie,,1073.85,1.7294
13,18,3,14,5,5,0,1068.5005,8/11/2020,8/17/2020,Sophie,,1073.99,5.4895
13,19,3,72,3,2,0,1069.959,8/11/2020,8/17/2020,Sophie,,1085,15.041
13,20,3,20,5,5,0,1072.7467,8/11/2020,8/17/2020,Sophie,,1076.75,4.0033
13,21,3,19,3,1,0,1067.8284,8/11/2020,8/17/2020,Sophie,,1071.96,4.1316
13,22,3,46,3,3,0,1078.8163,8/11/2020,8/17/2020,Sophie,,1083.15,4.3337
13,23,3,56,4,3,0,1068.3351,8/11/2020,8/17/2020,Sophie,,1076.75,8.4149
13,24,3,11,2,3,0,1071.8553,8/11/2020,8/17/2020,Sophie,,1075.64,3.7847
13,25,3,62,2,4,0,1064.4018,8/11/2020,8/17/2020,Sophie,,1077.44,13.0382
13,26,4,49,1,2,0,1065.4062,8/11/2020,8/17/2020,Sophie,,1070.1,4.6938
13,27,4,1,2,3,0,1060.5724,8/11/2020,8/17/2020,Sophie,,1067.63,7.0576
13,28,4,11,1,1,0,1064.7595,8/11/2020,8/17/2020,Sophie,,1073.79,9.0305
13,29,4,12,1,2,0,1064.3965,8/11/2020,8/17/2020,Sophie,,1071.78,7.3835
13,30,4,7,5,1,0,1080.246,8/11/2020,8/17/2020,Sophie,,1085.82,5.574
13,31,4,1,2,5,0,1083.131,8/11/2020,8/17/2020,Sophie,,1089.41,6.279
13,32,4,61,3,4,0,1067.204,8/11/2020,8/17/2020,Sophie,,1075.22,8.016
13,33,4,57,1,5,1,,,,,,NA,NA
13,34,4,35,2,4,0,1065.2475,8/11/2020,8/15/2020,Sophie,1,NA,NA
13,35,4,6,5,3,0,1065.0424,8/11/2020,8/15/2020,Sophie,,1067.61,2.5676
13,36,4,79,4,3,0,1070.0501,8/11/2020,8/15/2020,Sophie,,1075.38,5.3299
13,37,4,39,5,4,0,1062.2988,8/11/2020,8/15/2020,Sophie,,1066.77,4.4712
13,38,4,9,2,5,0,1070.4109,8/11/2020,8/15/2020,Sophie,,1072.33,1.9191
13,39,4,5,1,3,0,1065.2624,8/11/2020,8/15/2020,Sophie,,1075.49,10.2276
13,40,4,56,2,2,1,,,,,,NA,NA
13,41,4,12,1,3,1,,,,,,NA,NA
13,42,4,19,5,5,0,1069.2604,8/11/2020,8/15/2020,Sophie,,1071.96,2.6996
13,43,4,1,3,1,1,,,,,,NA,NA
13,44,4,27,3,2,0,1072.3491,8/11/2020,8/15/2020,Sophie,,1073.65,1.3009
13,45,4,19,5,1,0,1066.2954,8/11/2020,8/15/2020,Sophie,,1069.15,2.8546
13,46,4,68,1,2,0,1069.0741,8/11/2020,8/15/2020,Sophie,,1075.87,6.7959
14,1,3,57,2,3,0,1073.793,8/11/2020,8/15/2020,Sophie,,1077.2,3.407
14,2,3,21,4,5,0,1064.4299,8/11/2020,8/15/2020,Sophie,,1075.96,11.5301
14,3,3,21,1,3,0,1063.83,8/11/2020,8/15/2020,Sophie,,1069.52,5.69
14,4,3,11,1,4,1,,,,,,NA,NA
14,5,3,41,2,1,0,1082.0262,8/11/2020,8/15/2020,Sophie,,1084.92,2.8938
14,6,3,4,1,5,0,1067.6626,8/11/2020,8/15/2020,Sophie,,1070.92,3.2574
14,7,3,21,1,4,0,1059.7156,8/11/2020,8/15/2020,Sophie,,1061.27,1.5544
14,8,3,7,1,5,0,1068.4381,8/11/2020,8/15/2020,Sophie,,1067.68,-0.7581
14,9,3,19,3,4,0,1067.7698,8/11/2020,8/15/2020,Sophie,,1069.15,1.3802
14,10,3,57,3,1,0,1066.759,8/11/2020,8/15/2020,Sophie,,1070.84,4.081
14,11,3,74,2,4,0,1085.9372,8/11/2020,8/15/2020,Sophie,,1092.01,6.0728
14,12,3,35,3,1,0,1083.4231,8/11/2020,8/15/2020,Sophie,,1085.64,2.2169
14,13,3,29,2,1,0,1057.5007,8/11/2020,8/15/2020,Sophie,1,NA,NA
14,14,3,13,2,4,0,1063.8058,8/11/2020,8/15/2020,Sophie,,1068.09,4.2842
14,15,3,77,5,4,0,1079.5791,8/11/2020,8/15/2020,Sophie,,1083.28,3.7009
14,16,3,35,2,5,0,1060.9605,8/11/2020,8/15/2020,Sophie,,1076.54,15.5795
14,17,3,47,3,2,0,1070.4533,8/11/2020,8/15/2020,Sophie,,1073.74,3.2867
14,18,3,62,4,3,0,1067.6559,8/11/2020,8/15/2020,Sophie,,1081.16,13.5041
14,19,3,30,4,2,0,1084.5809,8/11/2020,8/15/2020,Sophie,,1089.08,4.4991
14,20,3,31,4,3,0,1080.0096,8/11/2020,8/15/2020,Sophie,,1085.13,5.1204
14,21,3,46,4,2,0,1067.1215,8/11/2020,8/15/2020,Sophie,,1077.36,10.2385
14,22,3,49,3,3,0,1061.1032,8/11/2020,8/15/2020,Sophie,,1066.47,5.3668
14,23,3,49,4,1,0,1067.6921,8/11/2020,8/15/2020,Sophie,,1073.54,5.8479
14,24,3,31,4,4,0,1068.1782,8/11/2020,8/15/2020,Sophie,,1072.61,4.4318
14,25,3,40,4,2,0,1074.1199,8/11/2020,8/15/2020,Sophie,,1083.9,9.7801
14,26,4,13,2,5,0,1057.9189,8/11/2020,8/15/2020,Sophie,,1067.61,9.6911
14,27,4,6,5,2,0,1078.4333,8/11/2020,8/15/2020,Sophie,,1086.67,8.2367
14,28,4,46,5,2,0,1076.6119,8/11/2020,8/15/2020,Sophie,,1077.84,1.2281
14,29,4,19,1,2,0,1061.4577,8/11/2020,8/15/2020,Sophie,,1064.2,2.7423
14,30,4,47,2,1,0,1071.954,8/11/2020,8/15/2020,Sophie,,1075.29,3.336
14,31,4,2,1,3,0,1078.8583,8/11/2020,8/15/2020,Sophie,,1081.05,2.1917
14,32,4,12,2,3,0,1067.5038,8/11/2020,8/15/2020,Sophie,,1073.17,5.6662
14,33,4,13,3,5,1,,,,,1,,0
14,34,4,5,4,3,0,1080.3989,8/11/2020,8/15/2020,Sophie,,1063.18,-17.2189
14,35,4,79,2,4,1,,,,,,,0
14,36,4,41,2,2,0,1058.1175,8/11/2020,8/15/2020,Sophie,,1066.27,8.1525
14,37,4,35,4,2,0,1065.3462,8/11/2020,8/15/2020,Sophie,,1067.67,2.3238
14,38,4,17,1,5,0,1065.0464,8/11/2020,8/15/2020,Sophie,,1072.11,7.0636
14,39,4,13,2,1,0,1068.641,8/11/2020,8/15/2020,Sophie,,1070.12,1.479
14,40,4,12,4,2,0,1062.0831,8/11/2020,8/15/2020,Sophie,1,NA,NA
14,41,4,19,2,4,0,1083.0076,8/11/2020,8/15/2020,Sophie,,1070.28,-12.7276
14,42,4,39,1,5,0,1065.7474,8/11/2020,8/15/2020,Sophie,,1067.88,2.1326
14,43,4,41,1,2,0,1063.8431,8/11/2020,8/15/2020,Sophie,,1070.89,7.0469
14,44,4,20,2,1,1,,,,,,NA,NA
14,45,4,5,1,5,0,1064.2894,8/11/2020,8/15/2020,Sophie,,1074.95,10.6606
14,46,4,35,5,1,0,1069.9598,8/11/2020,8/15/2020,Sophie,,1070.89,0.9302
15,1,3,4,5,4,0,1064.4924,8/11/2020,8/15/2020,Sophie,,1072.98,8.4876
15,2,3,29,3,4,1,,,,,,NA,NA
15,3,3,41,1,3,0,1067.3468,8/11/2020,8/15/2020,Sophie,1,NA,NA
15,4,3,27,4,2,0,1073.1611,8/11/2020,8/15/2020,Sophie,1,NA,NA
15,5,3,46,4,3,0,1069.2979,8/11/2020,8/15/2020,Sophie,,1064.33,-4.9679
15,6,3,31,2,3,0,1059.4537,8/11/2020,8/15/2020,Sophie,,1066.25,6.7963
15,7,3,17,4,3,0,1058.7711,8/11/2020,8/15/2020,Sophie,,1064.66,5.8889
15,8,3,57,2,4,0,1064.2109,8/11/2020,8/15/2020,Sophie,,1075.42,11.2091
15,9,3,18,3,3,0,1069.1088,8/11/2020,8/15/2020,Sophie,,1083.01,13.9012
15,10,3,8,3,2,0,1078.6061,8/11/2020,8/15/2020,Sophie,,1080.43,1.8239
15,11,3,68,2,2,0,1069.1277,8/11/2020,8/15/2020,Sophie,,1071.19,2.0623
15,12,3,68,4,2,0,1061.9817,8/11/2020,8/15/2020,Sophie,,NA,NA
15,13,3,27,3,4,0,1069.1729,8/11/2020,8/15/2020,Sophie,,1072.1,2.9271
15,14,3,17,3,3,0,1062.2302,8/11/2020,8/15/2020,Sophie,,1062.79,0.5598
15,15,3,14,3,3,0,1062.3002,8/11/2020,8/15/2020,Sophie,,1065.66,3.3598
15,16,3,1,5,5,0,1068.0444,8/11/2020,8/15/2020,Sophie,,1079.15,11.1056
15,17,3,57,3,4,0,1085.4575,8/11/2020,8/15/2020,Sophie,,1088.21,2.7525
15,18,3,21,2,1,0,1062.8835,8/11/2020,8/15/2020,Sophie,,1066.66,3.7765
15,19,3,20,3,4,1,,,,,,NA,NA
15,20,3,27,3,1,0,1060.6675,8/11/2020,8/15/2020,Sophie,,1063.68,3.0125
15,21,3,67,2,4,0,1063.0055,8/11/2020,8/15/2020,Sophie,1,NA,NA
15,22,3,7,4,1,0,1060.6728,8/11/2020,8/15/2020,Sophie,,1066.11,5.4372
15,23,3,27,5,4,0,1067.6042,8/11/2020,8/15/2020,Sophie,,1083.25,15.6458
15,24,3,68,3,1,0,1061.4192,8/11/2020,8/15/2020,Sophie,,1067.04,5.6208
15,25,3,74,1,2,0,1068.4008,8/11/2020,8/15/2020,Sophie,,1082.64,14.2392
15,26,4,29,3,1,0,1083.7688,8/11/2020,8/15/2020,Sophie,1,NA,NA
15,27,4,29,2,4,1,,,,,,NA,NA
15,28,4,15,3,3,0,1067.7142,8/11/2020,8/15/2020,Sophie,,1072.63,4.9158
15,29,4,14,2,5,0,1067.8816,8/11/2020,8/15/2020,Sophie,,1069.4,1.5184
15,30,4,31,3,5,0,1067.9865,8/11/2020,8/15/2020,Sophie,,1070.2,2.2135
15,31,4,69,1,1,0,1063.7999,8/11/2020,8/15/2020,Sophie,,1068.13,4.3301
15,32,4,77,2,3,1,,,,,,NA,NA
15,33,4,4,5,1,0,1063.0442,8/11/2020,8/15/2020,Sophie,,1070.33,7.2858
15,34,4,11,3,4,1,,,,,,NA,NA
15,35,4,57,4,1,0,1070.6299,8/11/2020,8/15/2020,Sophie,,1088.77,18.1401
15,36,4,72,4,2,0,1063.3855,8/11/2020,8/15/2020,Sophie,,1068.69,5.3045
15,37,4,5,1,1,0,1066.4462,8/11/2020,8/15/2020,Sophie,,1084,17.5538
15,38,4,56,4,5,0,1067.6563,8/11/2020,8/15/2020,Sophie,,1078.72,11.0637
15,39,4,40,2,5,0,1062.9094,8/11/2020,8/15/2020,Sophie,,1082.68,19.7706
15,40,4,9,1,1,0,1060.6752,8/11/2020,8/15/2020,Sophie,,1070.62,9.9448
15,41,4,40,3,3,0,1062.2771,8/11/2020,8/15/2020,Sophie,,1079.14,16.8629
15,42,4,3,3,4,0,1080.7581,8/11/2020,8/15/2020,Sophie,,1084.58,3.8219
15,43,4,20,5,2,0,1061.324,8/11/2020,8/15/2020,Sophie,,1074.43,13.106
15,44,4,3,2,1,0,1076.0915,8/11/2020,8/15/2020,Sophie,,1086.45,10.3585
15,45,4,41,4,5,0,1061.7402,8/11/2020,8/15/2020,Sophie,1,NA,NA
15,46,4,18,4,5,1,,,,,,NA,NA
16,1,3,15,4,2,0,1064.2775,8/11/2020,8/15/2020,Sophie,,1078.14,13.8625
16,2,3,57,4,2,0,1050.2522,8/11/2020,8/15/2020,Sophie,,1062.99,12.7378
16,3,3,27,1,1,1,,,,,,NA,NA
16,4,3,77,2,1,0,1062.8966,8/11/2020,8/15/2020,Sophie,,1071.99,9.0934
16,5,3,29,4,4,0,1063.1888,8/11/2020,8/15/2020,Sophie,,1070.48,7.2912
16,6,3,21,3,2,0,1070.1621,8/11/2020,8/15/2020,Sophie,,1087.7,17.5379
16,7,3,31,1,2,0,1065.7272,8/11/2020,8/15/2020,Sophie,,1080.4,14.6728
16,8,3,36,5,1,0,1065.0878,8/11/2020,8/15/2020,Sophie,,1081.5,16.4122
16,9,3,21,4,2,0,1065.8836,8/11/2020,8/15/2020,Sophie,,1071.63,5.7464
16,10,3,15,5,3,0,1081.3768,8/11/2020,8/15/2020,Sophie,,1085.6,4.2232
16,11,3,46,4,4,0,1062.1834,8/11/2020,8/15/2020,Sophie,,1070.63,8.4466
16,12,3,5,2,1,0,1063.0013,8/11/2020,8/15/2020,Sophie,,1067.08,4.0787
16,13,3,41,1,2,0,1068.2925,8/11/2020,8/15/2020,Sophie,,1076.21,7.9175
16,14,3,49,2,2,0,1053.9864,8/11/2020,8/15/2020,Sophie,,1062.98,8.9936
16,15,3,67,5,4,0,1058.4991,8/11/2020,8/15/2020,Sophie,,1071.88,13.3809
16,16,3,7,5,4,0,1062.2455,8/11/2020,8/15/2020,Sophie,,1068.6,6.3545
16,17,3,5,4,5,0,1058.1576,8/11/2020,8/15/2020,Sophie,,1062.48,4.3224
16,18,3,4,5,5,1,,,,,,NA,NA
16,19,3,68,5,1,1,,,,,,NA,NA
16,20,3,4,2,3,0,1062.0447,8/11/2020,8/15/2020,Sophie,,1067.96,5.9153
16,21,3,61,4,2,0,1057.5755,8/11/2020,8/15/2020,Sophie,1,NA,NA
16,22,3,39,4,4,0,1071.0225,8/11/2020,8/15/2020,Sophie,,1086.45,15.4275
16,23,3,1,5,3,0,1060.3377,8/11/2020,8/15/2020,Sophie,,1065.13,4.7923
16,24,3,2,3,2,0,1060.0998,8/11/2020,8/15/2020,Sophie,,1070.37,10.2702
16,25,3,19,1,3,0,1061.6439,8/11/2020,8/15/2020,Sophie,,1070.24,8.5961
16,26,4,NO PLANT,NO PLANT,NO PLANT,1,,,,,,NA,NA
16,27,4,27,1,2,0,1073.1666,8/11/2020,8/15/2020,Sophie,,1075.15,1.9834
16,28,4,2,4,2,0,1059.6453,8/11/2020,8/15/2020,Sophie,,1071.41,11.7647
16,29,4,30,2,5,0,1077.5828,8/11/2020,8/15/2020,Sophie,,1086.87,9.2872
16,30,4,19,1,4,0,1067.4708,8/12/2020,8/15/2020,Sophie,,1074.3,6.8292
16,31,4,39,1,4,1,,,,,,NA,NA
16,32,4,79,5,5,0,1070.6529,8/12/2020,8/15/2020,Sophie,,1073.17,2.5171
16,33,4,18,2,5,0,1072.7972,8/12/2020,8/15/2020,Sophie,,1078.81,6.0128
16,34,4,31,2,4,0,1071.2187,8/12/2020,8/15/2020,Sophie,,1072.4,1.1813
16,35,4,67,1,1,0,1060.4025,8/12/2020,8/15/2020,Sophie,,1066.69,6.2875
16,36,4,45,1,5,1,,,,,,NA,NA
16,37,4,3,3,1,0,1059.5273,8/12/2020,8/15/2020,Sophie,,1066.72,7.1927
16,38,4,79,2,3,0,1083.3301,8/12/2020,8/15/2020,Sophie,1,NA,NA
16,39,4,68,3,2,0,1060.4999,8/12/2020,8/15/2020,Sophie,,1062.35,1.8501
16,40,4,39,1,2,0,1078.2805,8/12/2020,8/15/2020,Sophie,,1084.82,6.5395
16,41,4,2,4,1,0,1069.7137,8/12/2020,8/15/2020,Sophie,,1076.42,6.7063
16,42,4,20,5,3,0,1059.9369,8/12/2020,8/15/2020,Sophie,,1063.86,3.9231
16,43,4,3,2,3,0,1057.4268,8/12/2020,8/15/2020,Sophie,1,NA,NA
16,44,4,18,3,5,0,1061.3345,8/12/2020,8/15/2020,Sophie,1,NA,NA
16,45,4,42,1,5,1,,,,,,NA,NA
16,46,4,12,3,5,0,1068.8018,8/12/2020,8/15/2020,Sophie,1,NA,NA
17,1,3,6,4,3,0,1063.2988,8/12/2020,8/15/2020,Sophie,,1064.45,1.1512
17,2,3,8,2,1,0,1073.0297,8/12/2020,8/15/2020,Sophie,,1074.55,1.5203
17,3,3,62,5,1,0,1066.9016,8/12/2020,8/15/2020,Sophie,,1072.82,5.9184
17,4,3,12,5,5,0,1064.7826,8/12/2020,8/15/2020,Sophie,,1070.96,6.1774
17,5,3,8,1,3,1,,,,,,NA,NA
17,6,3,79,5,4,0,1062.4984,8/12/2020,8/15/2020,Sophie,,1071.01,8.5116
17,7,3,3,4,5,0,1083.6447,8/12/2020,8/15/2020,Sophie,,1095.1,11.4553
17,8,3,46,3,4,0,1057.9778,8/12/2020,8/15/2020,Sophie,,1074.65,16.6722
17,9,3,79,1,5,0,1062.6863,8/12/2020,8/15/2020,Sophie,,1065.96,3.2737
17,10,3,39,4,5,0,1067.7848,8/12/2020,8/15/2020,Sophie,,1074.77,6.9852
17,11,3,69,2,3,0,1070.6928,8/12/2020,8/15/2020,Sophie,,1083.37,12.6772
17,12,3,67,4,4,0,1078.7453,8/12/2020,8/15/2020,Sophie,,1090.21,11.4647
17,13,3,11,2,1,0,1069.5111,8/12/2020,8/15/2020,Sophie,,1075.08,5.5689
17,14,3,13,5,1,0,1072.267,8/12/2020,8/15/2020,Sophie,,1081.07,8.803
17,15,3,54,1,5,1,,,,,,NA,NA
17,16,3,40,2,1,0,1063.1689,8/12/2020,8/15/2020,Sophie,,1070.4,7.2311
