"","Population","Row","Column","Block","Family","Replicate","Comment","Flowered","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score","Pop_ID"
"406",28,10,33,2,4,5,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"407",28,20,35,4,4,1,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"408",28,19,35,4,1,1,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"409",28,11,38,4,1,2,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"410",28,2,26,2,1,4,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"411",28,18,16,3,4,2,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"412",28,9,1,1,1,5,NA,0,"AS041",43.713472,-79.463271,"North",9188.66419885103,9.18866419885103,"Urban",1.62646,NA
"413",29,5,10,1,1,3,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"414",29,19,34,4,5,5,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"415",29,7,46,2,5,2,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"416",29,7,19,1,1,2,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"417",29,14,13,3,2,1,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"418",29,20,5,3,1,1,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"419",29,16,5,3,4,4,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"420",29,12,26,4,5,3,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"421",29,5,46,2,5,4,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"422",29,8,22,1,4,3,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"423",29,15,27,4,2,4,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"424",29,6,21,1,4,5,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"425",29,21,6,3,5,1,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"426",29,15,26,4,3,1,NA,0,"AS042",43.713584,-79.475768,"North",9947.02200379316,9.94702200379316,"Urban",1.68161,NA
"427",30,7,27,2,2,4,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"428",30,5,27,2,5,2,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"429",30,1,44,2,4,5,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"430",30,3,23,1,5,4,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"431",30,11,29,4,2,1,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"432",30,1,36,2,3,1,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"433",30,21,1,3,2,2,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"434",30,20,14,3,4,1,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"435",30,14,19,3,4,2,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"436",30,17,43,4,3,2,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"437",30,4,9,1,4,3,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"438",30,18,39,4,3,5,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"439",30,21,26,4,5,5,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"440",30,9,16,1,5,3,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"441",30,20,41,4,5,1,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"442",30,10,27,2,3,3,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"443",30,16,29,4,2,5,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"444",30,20,31,4,2,3,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"445",30,21,21,3,3,4,"2 inflors. one with dwarf premature flowers. other with same and 2 later flowers that may open but not sure. no follicles this year",1,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"446",30,7,40,2,4,4,NA,0,"AS043",43.71387,-79.505919,"North",11929.4361220938,11.9294361220938,"Urban",0.942832,NA
"447",31,10,29,2,5,2,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"448",31,1,31,2,1,1,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"449",31,19,2,3,3,1,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"450",31,21,42,4,2,5,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"451",31,10,20,1,2,1,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"452",31,15,6,3,2,3,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"453",31,21,3,3,1,4,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"454",31,3,16,1,2,2,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"455",31,16,34,4,2,4,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"456",31,10,45,4,3,2,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"457",31,1,30,2,3,4,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"458",31,20,26,4,4,5,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"459",31,15,30,4,3,5,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"460",31,10,23,1,3,3,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"461",31,3,34,2,1,3,"no follicles this year",1,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"462",31,18,38,4,4,1,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"463",31,16,7,3,1,2,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"464",31,14,24,3,4,4,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"465",31,1,38,2,5,1,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"466",31,11,46,4,1,5,NA,1,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"467",31,14,20,3,4,3,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"468",31,2,23,1,4,2,NA,0,"AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,NA
"469",32,12,8,3,1,1,NA,0,"AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,NA
"470",32,5,5,1,1,3,NA,0,"AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,NA
"471",32,10,43,4,1,4,NA,0,"AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,NA
"472",32,4,27,2,1,2,NA,0,"AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,NA
"473",35,7,22,1,4,4,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"474",35,13,34,4,2,4,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"475",35,14,46,4,5,1,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"476",35,2,14,1,2,1,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"477",35,13,6,3,5,5,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"478",35,11,45,4,3,3,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"479",35,11,7,1,5,3,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"480",35,14,16,3,2,5,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"481",35,8,29,2,3,5,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"482",35,12,33,4,5,2,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"483",35,18,36,4,2,3,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"484",35,20,46,4,3,4,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"485",35,7,21,1,3,2,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"486",35,9,43,2,2,2,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"487",35,9,29,2,4,1,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"488",35,11,32,4,4,3,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"489",35,21,24,3,5,4,NA,0,"AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,NA
"490",36,20,9,3,5,4,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"491",36,12,18,3,5,2,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"492",36,6,14,1,2,5,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"493",36,5,43,2,3,4,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"494",36,20,33,4,1,3,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"495",36,4,41,2,1,5,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"496",36,17,32,4,4,3,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"497",36,4,40,2,1,4,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"498",36,11,11,1,1,2,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"499",36,4,15,1,2,1,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"500",36,3,32,2,3,5,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"501",36,18,26,4,5,5,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"502",36,6,1,1,4,4,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"503",36,2,13,1,2,4,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"504",36,1,43,2,3,3,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"505",36,16,8,3,5,1,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"506",36,20,29,4,2,3,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"507",36,6,28,2,1,1,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"508",36,1,25,2,4,2,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"509",36,9,30,2,4,1,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"510",36,3,20,1,2,2,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"511",36,4,37,2,5,3,NA,0,"AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,NA
"512",39,9,17,1,3,2,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"513",39,13,37,4,5,4,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"514",39,13,2,3,3,1,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"515",39,8,40,2,3,5,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"516",39,16,31,4,1,4,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"517",39,9,36,2,5,2,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"518",39,14,42,4,1,5,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"519",39,5,42,2,5,3,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"520",39,8,43,2,4,1,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"521",39,3,13,1,2,2,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"522",39,11,23,1,5,1,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"523",39,18,2,3,2,3,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"524",39,16,22,3,4,4,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"525",39,7,29,2,2,5,"? 1 inflor that never produced viable flowers, only dwarf ones that never opened",0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"526",39,16,40,4,1,2,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"527",39,17,10,3,4,5,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"528",39,18,28,4,1,1,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"529",39,18,25,3,1,3,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"530",39,9,7,1,3,4,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"531",39,2,4,1,2,1,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"532",39,3,27,2,4,2,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"533",39,21,32,4,4,3,NA,1,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"534",39,7,9,1,2,4,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"535",39,8,30,2,3,3,NA,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"536",40,1,13,1,3,5,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"537",40,11,35,4,3,2,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"538",40,14,25,3,4,2,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"539",40,1,16,1,4,5,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"540",40,19,3,3,4,3,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"541",40,15,41,4,3,3,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"542",40,2,16,1,2,2,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"543",40,5,33,2,3,1,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"544",40,4,38,2,5,3,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"545",40,21,39,4,4,4,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"546",40,11,17,1,5,1,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"547",40,1,26,2,3,4,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"548",40,17,16,3,2,1,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"549",40,6,11,1,5,5,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"550",40,20,37,4,2,3,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"551",40,12,37,4,4,1,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"552",40,17,20,3,1,1,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"553",40,18,43,4,5,4,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"554",40,3,43,2,5,2,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"555",40,15,39,4,2,5,NA,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"556",41,10,30,2,2,4,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"557",41,1,14,1,2,5,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"558",41,14,36,4,2,2,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"559",41,15,45,4,4,5,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"560",41,14,5,3,2,1,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"561",41,2,30,2,1,1,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"562",41,12,14,3,2,3,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"563",41,5,36,2,1,5,NA,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"564",42,21,17,3,2,3,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"565",42,2,29,2,2,2,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"566",42,18,13,3,1,3,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"567",42,10,14,1,2,1,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"568",42,10,8,1,1,1,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"569",42,13,8,3,2,5,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"570",42,6,41,2,1,2,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"571",42,11,42,4,1,4,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"572",42,11,27,4,2,4,NA,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"573",45,16,36,4,1,5,NA,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"574",45,9,23,2,2,1,NA,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"575",45,12,40,4,2,2,NA,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"576",45,9,31,2,2,4,NA,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"577",46,2,17,1,1,5,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"578",46,12,5,3,1,2,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"579",46,13,22,3,3,3,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"580",46,19,19,3,2,4,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"581",46,19,22,3,3,1,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"582",46,6,13,1,5,1,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"583",46,5,18,1,5,3,NA,1,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"584",46,21,10,3,1,4,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"585",46,16,11,3,4,4,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"586",46,18,40,4,2,1,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"587",46,14,21,3,4,2,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"588",46,14,28,4,5,2,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"589",46,10,22,1,1,1,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"590",46,4,46,2,4,1,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"591",46,6,17,1,1,3,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"592",46,7,14,1,5,5,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"593",46,18,5,3,4,5,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"594",46,15,5,3,4,3,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"595",46,12,13,3,3,2,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"596",46,8,25,2,2,5,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"597",46,19,46,4,3,5,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"598",46,20,4,3,5,4,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"599",46,3,38,2,2,3,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"600",46,17,8,3,3,4,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"601",46,3,42,2,2,2,NA,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"602",47,2,40,2,2,4,NA,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"603",47,14,17,3,3,2,NA,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"604",47,7,11,1,4,4,NA,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"605",47,5,21,1,4,5,NA,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
