Row,Column,Block,Population,Family,Replicate,Date,Surveyor,Comment,Scar_length_mm,Height_cm_ram1,Height_cm_ram2,Height_cm_ram3,Height_cm_ram4,Height_cm_ram5,Height_cm_ram6,Height_cm_ram7,Height_cm_ram8,Height_cm_ram9,Height_cm_ram10,Height_cm_ram11,Height_cm_ram12,Height_cm_ram13,Height_cm_ram14,Height_cm_ram15,Height_cm_ram16
16,34,4,31,2,4,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,35,4,67,1,1,6/29/2021,Hayden,,8.94,6.9,,,,,,,,,,,,,,,
16,36,4,45,1,5,6/29/2021,Hayden,,0,,,,,,,,,,,,,,,,
16,37,4,3,3,1,6/29/2021,Hayden,,19,20.4,8.8,6.3,,,,,,,,,,,,,
16,38,4,79,2,3,6/29/2021,Hayden,,0,3.6,5,,,,,,,,,,,,,,
16,39,4,68,3,2,6/29/2021,Hayden,,3.23,11.2,11.6,7.6,8.6,,,,,,,,,,,,
16,40,4,39,1,2,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,41,4,2,4,1,6/29/2021,Hayden,,101.32,14.4,4.4,10.8,9.1,,,,,,,,,,,,
16,42,4,20,5,3,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,43,4,3,2,3,6/29/2021,Hayden,,10.1,7.2,10.5,6.2,6.6,6.1,,,,,,,,,,,
16,44,4,18,3,5,6/29/2021,Hayden,,4.65,9.5,2.1,6.4,,,,,,,,,,,,,
16,45,4,42,1,5,6/29/2021,Hayden,,0,0,,,,,,,,,,,,,,,
16,46,4,12,3,5,6/29/2021,Hayden,,0,14.4,,,,,,,,,,,,,,,
17,1,3,6,4,3,6/30/2021,Sophie,,70.4,20,20.2,28.4,,,,,,,,,,,,,
17,2,3,8,2,1,6/30/2021,Sophie,,134.5,31.4,8.8,15,,,,,,,,,,,,,
17,3,3,62,5,1,6/30/2021,Sophie,,72.5,14.6,16.7,31.1,36.2,40.3,49.2,37.2,28,31.3,,,,,,,
17,4,3,12,5,5,6/30/2021,Sophie,,153.6,28.3,33,15.1,12.2,,,,,,,,,,,,
17,5,3,8,1,3,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,6,3,79,5,4,6/30/2021,Sophie,,88,10.4,16.1,9,15.4,,,,,,,,,,,,
17,7,3,3,4,5,6/30/2021,Sophie,,70.9,28.8,25.5,16.8,1.5,1.8,,,,,,,,,,,
17,8,3,46,3,4,6/30/2021,Sophie,,141.6,13,18.2,23,19.9,5.3,,,,,,,,,,,
17,9,3,79,1,5,6/30/2021,Sophie,,152.2,29,9.9,41.2,,,,,,,,,,,,,
17,10,3,39,4,5,6/30/2021,Sophie,,120,13,17.2,14.2,6,33.3,29.5,,,,,,,,,,
17,11,3,69,2,3,6/30/2021,Sophie,,394.65,15.6,31.8,26.8,29.8,23.7,31.2,24.1,3,,,,,,,,
17,12,3,67,4,4,6/30/2021,Sophie,,131.3,4.2,29,15.5,10.4,16.3,,,,,,,,,,,
17,13,3,11,2,1,6/30/2021,Sophie,,258.2,19.1,15,33.9,30.2,14.1,3,,,,,,,,,,
17,14,3,13,5,1,6/30/2021,Sophie,,55.1,21.6,13,14.4,9.3,7,4.5,,,,,,,,,,
17,15,3,54,1,5,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,16,3,40,2,1,6/30/2021,Sophie,,124.3,6.6,15.7,27.7,15.6,24.2,11.9,27.1,,,,,,,,,
17,17,3,12,2,5,6/30/2021,Sophie,,200.2,20.6,33.2,22,38.1,26.3,,,,,,,,,,,
17,18,3,15,4,5,6/30/2021,Sophie,,0,6.8,7.5,5.1,,,,,,,,,,,,,
17,19,3,77,5,2,6/30/2021,Sophie,,172.9,24.8,34.1,,,,,,,,,,,,,,
17,20,3,40,1,1,6/30/2021,Sophie,,110.4,39,,,,,,,,,,,,,,,
17,21,3,69,1,5,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,22,3,67,3,1,6/30/2021,Sophie,,88.2,19.6,12,10.8,7.7,,,,,,,,,,,,
17,23,3,36,4,5,6/30/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,24,3,16,1,3,6/30/2021,Sophie,,119.2,22.8,22.3,3.9,,,,,,,,,,,,,
17,25,3,13,1,1,6/30/2021,Sophie,,9.9,4.5,13.4,,,,,,,,,,,,,,
17,26,4,18,1,5,6/30/2021,Sophie,,19.8,12,4.1,1.9,,,,,,,,,,,,,
17,27,4,61,3,2,6/30/2021,Sophie,,0,9.5,7.6,10.3,,,,,,,,,,,,,
17,28,4,12,4,3,6/30/2021,Sophie,,0,17.7,,,,,,,,,,,,,,,
17,29,4,5,5,1,6/30/2021,Sophie,,114.9,25.2,29.8,,,,,,,,,,,,,,
17,30,4,49,2,5,6/29/2021,Sophie,,41.4,21.6,13.5,20.6,20.7,8.8,,,,,,,,,,,
17,31,4,74,1,1,6/29/2021,Sophie,,24.8,14.8,10.5,6.6,,,,,,,,,,,,,
17,32,4,36,4,3,6/29/2021,Sophie,,28.7,23.6,5,3.8,,,,,,,,,,,,,
17,33,4,67,3,4,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,34,4,15,1,3,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,35,4,5,3,4,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,36,4,16,3,2,6/29/2021,Sophie,,0,3.9,,,,,,,,,,,,,,,
17,37,4,7,2,5,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,38,4,26,1,5,6/29/2021,Sophie,,0,22.2,,,,,,,,,,,,,,,
17,39,4,57,3,3,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,40,4,68,2,4,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,41,4,19,2,3,6/29/2021,Sophie,,0,15,10.4,,,,,,,,,,,,,,
17,42,4,61,5,4,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,43,4,30,3,2,6/29/2021,Sophie,,0,12.7,,,,,,,,,,,,,,,
17,44,4,5,4,2,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
17,45,4,27,5,5,6/29/2021,Sophie,,0,10.5,19.5,,,,,,,,,,,,,,
17,46,4,1,4,4,6/29/2021,Sophie,,90.8,52.4,39.8,31.5,,,,,,,,,,,,,
18,1,3,5,1,2,6/28/2021,Hayden,,91.58,17.8,5.7,,,,,,,,,,,,,,
18,2,3,39,2,3,6/28/2021,Hayden,,134.68,19.2,15.2,8.3,6.7,,,,,,,,,,,,
18,3,3,61,1,4,6/28/2021,Hayden,,11.42,18.8,12.4,,,,,,,,,,,,,,
18,4,3,64,5,4,6/28/2021,Hayden,,91.44,8.1,9.4,18.3,22.2,19.6,26.6,11.8,,,,,,,,,
18,5,3,46,4,5,6/28/2021,Hayden,,21.59,10.8,12.9,7.7,6.4,4.2,6.2,11.8,,,,,,,,,
18,6,3,2,3,3,6/28/2021,Hayden,,80.92,18.3,17.8,10.5,,,,,,,,,,,,,
18,7,3,17,2,2,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,8,3,68,1,3,6/28/2021,Hayden,,108.89,7.8,6.2,14.4,10.2,11.3,,,,,,,,,,,
18,9,3,4,4,3,6/28/2021,Hayden,,85.47,7.2,19.2,20.6,13.6,11.5,,,,,,,,,,,
18,10,3,3,5,2,6/28/2021,Hayden,,7.63,18.6,2.8,,,,,,,,,,,,,,
18,11,3,18,3,2,6/28/2021,Hayden,,152.4,16.2,20.2,12.2,18.4,4.2,5.1,,,,,,,,,,
18,12,3,56,3,2,6/28/2021,Hayden,,175.59,25.8,23.4,21.8,25.3,23.4,,,,,,,,,,,
18,13,3,42,1,3,6/28/2021,Hayden,,117.77,24.2,18.2,11.9,,,,,,,,,,,,,
18,14,3,62,5,4,6/28/2021,Hayden,,269.43,26.2,29.1,30.2,,,,,,,,,,,,,
18,15,3,14,3,4,6/28/2021,Hayden,,19.13,17.2,11.1,7.7,,,,,,,,,,,,,
18,16,3,28,4,2,6/28/2021,Hayden,,106.13,22.2,31.2,26.4,11.8,19.3,13.2,,,,,,,,,,
18,17,3,11,1,5,6/28/2021,Hayden,,415.16,38.4,38.6,32.6,19.3,42.5,,,,,,,,,,,
18,18,3,49,3,2,6/28/2021,Hayden,,44.38,13.4,11.3,8.9,4.6,11.4,,,,,,,,,,,
18,19,3,7,4,5,6/28/2021,Hayden,,98.2,28.3,8.7,,,,,,,,,,,,,,
18,20,3,15,1,1,6/28/2021,Hayden,,0,9.8,,,,,,,,,,,,,,,
18,21,3,69,1,3,6/28/2021,Hayden,,35.98,9.1,6.9,10.2,9.9,,,,,,,,,,,,
18,22,3,74,5,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,23,3,47,3,4,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,24,3,62,3,2,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,25,3,39,1,3,6/28/2021,Hayden,,4.86,5.4,6,4,,,,,,,,,,,,,
18,26,4,36,5,5,6/28/2021,Hayden,,149.12,29.3,11.6,,,,,,,,,,,,,,
18,27,4,6,3,2,6/28/2021,Hayden,,35.77,21.2,,,,,,,,,,,,,,,
18,28,4,39,1,1,6/28/2021,Hayden,,42.91,14,4.6,,,,,,,,,,,,,,
18,29,4,20,1,1,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,30,4,21,1,5,6/28/2021,Hayden,,52.87,33.2,14.2,16.3,9.1,,,,,,,,,,,,
18,31,4,64,1,5,6/28/2021,Hayden,,41.43,11.1,13.9,8.8,7.4,8.6,,,,,,,,,,,
18,32,4,5,3,3,6/28/2021,Hayden,,102.6,34.9,16.7,6.6,,,,,,,,,,,,,
18,33,4,18,5,4,6/28/2021,Hayden,,86.87,22.6,,,,,,,,,,,,,,,
18,34,4,21,1,1,6/28/2021,Hayden,,26.19,27.4,,,,,,,,,,,,,,,
18,35,4,6,5,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,36,4,35,2,3,6/28/2021,Hayden,,61.99,12.4,13.5,9.5,,,,,,,,,,,,,
18,37,4,69,2,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,38,4,31,4,1,6/28/2021,Hayden,,15.52,7.2,9.2,8.2,,,,,,,,,,,,,
18,39,4,30,3,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
18,40,4,46,2,1,6/28/2021,Hayden,,0,7.1,,,,,,,,,,,,,,,
18,41,4,3,5,5,6/28/2021,Hayden,,0,4.4,,,,,,,,,,,,,,,
18,42,4,18,2,3,6/28/2021,Hayden,,0,4.5,13,3.4,3.9,9.1,,,,,,,,,,,
18,43,4,40,5,4,6/28/2021,Hayden,,0,12.4,10.3,,,,,,,,,,,,,,
18,44,4,20,3,1,6/28/2021,Hayden,,8.62,18.2,14.4,,,,,,,,,,,,,,
18,45,4,3,1,1,6/28/2021,Hayden,,0,17.8,,,,,,,,,,,,,,,
18,46,4,2,2,4,6/28/2021,Hayden,,78.62,29.2,,,,,,,,,,,,,,,
19,1,3,2,2,1,6/29/2021,Sophie,,30.9,25,6.1,16,12.6,12.8,14.5,18.4,4.8,24.2,4.9,11.3,,,,,
19,2,3,31,3,1,6/29/2021,Sophie,,25.96,13,16.2,13.1,14.3,28.3,29,,,,,,,,,,
19,3,3,40,4,3,6/29/2021,Sophie,,141,6.1,13.9,26.8,4,,,,,,,,,,,,
19,4,3,4,2,5,6/29/2021,Sophie,,28.9,15.1,9.6,15.7,,,,,,,,,,,,,
19,5,3,72,2,5,6/29/2021,Sophie,,69.4,9.2,5.8,28.6,27.2,22.3,25.6,,,,,,,,,,
19,6,3,64,5,5,6/29/2021,Sophie,,26.6,5.8,11.9,16.3,,,,,,,,,,,,,
19,7,3,69,2,2,6/29/2021,Sophie,,16.5,10.2,6.2,25.9,25,8.7,17.6,25.2,24.7,7.1,6.6,,,,,,
19,8,3,26,1,3,6/29/2021,Sophie,,53.7,9,18.6,13.5,24.3,12.7,,,,,,,,,,,
19,9,3,61,5,2,6/29/2021,Sophie,,66.9,44.5,35.9,,,,,,,,,,,,,,
19,10,3,45,1,3,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
19,11,3,72,4,1,6/29/2021,Sophie,,84.3,6.3,11.7,13.3,14,15.9,24.5,15.2,,,,,,,,,
19,12,3,18,3,4,6/29/2021,Sophie,,161,12.5,23.4,17.1,23.2,23.4,,,,,,,,,,,
19,13,3,19,2,1,6/29/2021,Sophie,,195.4,29.6,24.6,24.1,25.9,24.4,10,24.7,,,,,,,,,
19,14,3,64,3,1,6/29/2021,Sophie,,55.5,3.1,7.1,20.2,4.9,27.4,11.4,,,,,,,,,,
19,15,3,47,1,2,6/29/2021,Sophie,,112.4,30.4,21,30.3,34.9,30.3,,,,,,,,,,,
19,16,3,2,5,1,6/29/2021,Sophie,,0,10.3,,,,,,,,,,,,,,,
19,17,3,6,3,3,6/29/2021,Sophie,,106.9,22,20.3,,,,,,,,,,,,,,
19,18,3,12,1,1,6/29/2021,Sophie,,80.3,10.6,6.7,6.9,8.2,7.2,,,,,,,,,,,
19,19,3,46,2,4,6/29/2021,Sophie,,109.5,12.4,18.9,18.3,,,,,,,,,,,,,
19,20,3,28,4,3,6/29/2021,Sophie,,89.4,6,26.2,19,16.2,25.3,3.7,3.5,,,,,,,,,
19,21,3,74,1,4,6/29/2021,Sophie,,32.9,3.5,8.5,10,10.6,,,,,,,,,,,,
19,22,3,46,3,1,6/29/2021,Sophie,,48,20,,,,,,,,,,,,,,,
19,23,3,6,1,4,6/29/2021,Sophie,,77.9,12.5,25.6,30.9,23.1,,,,,,,,,,,,
19,24,3,61,3,5,6/29/2021,Sophie,,35.2,12.6,13.1,14,6.9,8.1,19.5,,,,,,,,,,
19,25,3,15,2,2,6/29/2021,Sophie,,35.9,27.3,28.8,9.1,12,10.1,9.1,4.4,12.5,,,,,,,,
19,26,4,8,1,5,6/29/2021,Sophie,,5.8,7.1,9.2,11.1,,,,,,,,,,,,,
19,27,4,1,5,1,6/29/2021,Sophie,,20.9,4.8,18.9,,,,,,,,,,,,,,
19,28,4,13,2,2,6/29/2021,Sophie,,105.2,4.8,7.5,6.1,6.3,12.3,18.1,17.2,22,,,,,,,,
19,29,4,61,3,1,6/29/2021,Sophie,,50.4,8.1,9.9,14.8,5.3,,,,,,,,,,,,
19,30,4,7,2,1,6/29/2021,Sophie,,13.8,21.2,23,5.1,,,,,,,,,,,,,
19,31,4,1,4,2,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
19,32,4,62,5,3,6/29/2021,Sophie,,2.6,4.2,5,,,,,,,,,,,,,,
19,33,4,57,4,3,6/29/2021,Sophie,,322.6,9,25.2,36.6,,,,,,,,,,,,,
19,34,4,29,5,5,6/29/2021,Sophie,,42.8,6.4,17.3,13.8,,,,,,,,,,,,,
19,35,4,28,1,1,6/29/2021,Sophie,,9.2,6.1,6.6,3.2,,,,,,,,,,,,,
19,36,4,11,4,1,6/29/2021,Sophie,,0,0,,,,,,,,,,,,,,,
19,37,4,27,5,1,6/29/2021,Sophie,,46.7,9.6,5.9,11.7,15.2,6,,,,,,,,,,,
19,38,4,79,3,2,6/29/2021,Sophie,,0,8.5,9.6,,,,,,,,,,,,,,
19,39,4,21,2,4,6/29/2021,Sophie,,22.3,15.4,20.1,,,,,,,,,,,,,,
19,40,4,15,1,2,6/29/2021,Sophie,,56.7,3.59,7.4,14.3,,,,,,,,,,,,,
19,41,4,19,2,5,6/29/2021,Sophie,,0,3.5,2.9,,,,,,,,,,,,,,
19,42,4,9,2,3,6/29/2021,Sophie,,0,7.3,11.8,12,,,,,,,,,,,,,
19,43,4,49,2,1,6/29/2021,Sophie,,0,14.1,7,20,,,,,,,,,,,,,
19,44,4,20,3,3,6/29/2021,Sophie,,0,8,9.1,8.9,11.2,,,,,,,,,,,,
19,45,4,15,3,2,6/29/2021,Sophie,,364.4,42.6,62.2,,,,,,,,,,,,,,
19,46,4,46,3,5,6/29/2021,Sophie,,0,3.6,,,,,,,,,,,,,,,
20,1,3,2,3,4,6/28/2021,Hayden,,40.61,9.4,9.6,8.2,,,,,,,,,,,,,
20,2,3,56,3,1,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,3,3,3,3,2,6/28/2021,Hayden,,21.84,6.8,8.6,,,,,,,,,,,,,,
20,4,3,46,5,4,6/28/2021,Hayden,,36.73,13.2,12.6,7.1,,,,,,,,,,,,,
20,5,3,29,1,1,6/28/2021,Hayden,,30.7,7.2,8.2,10.06,,,,,,,,,,,,,
20,6,3,19,5,3,6/28/2021,Hayden,,120.81,20.8,25.2,12,9.5,,,,,,,,,,,,
20,7,3,49,1,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,8,3,27,2,2,6/28/2021,Hayden,,53.95,7,21.8,,,,,,,,,,,,,,
20,9,3,36,5,4,6/28/2021,Hayden,,16.8,9.5,8.4,,,,,,,,,,,,,,
20,10,3,21,5,2,6/28/2021,Hayden,,39.95,20.6,19.5,,,,,,,,,,,,,,
20,11,3,1,5,4,6/28/2021,Hayden,,57.38,23.4,13.1,,,,,,,,,,,,,,
20,12,3,67,5,2,6/28/2021,Hayden,,4.69,9.7,,,,,,,,,,,,,,,
20,13,3,3,4,4,6/28/2021,Hayden,,200.91,25.1,9.1,6.1,7.9,5.8,9.3,,,,,,,,,,
20,14,3,30,4,1,6/28/2021,Hayden,,21.38,6.5,16.6,11.8,,,,,,,,,,,,,
20,15,3,1,3,3,6/28/2021,Hayden,,103.58,28.2,16.4,,,,,,,,,,,,,,
20,16,3,72,1,4,6/28/2021,Hayden,,27.04,11.2,13.6,21.2,,,,,,,,,,,,,
20,17,3,6,1,5,6/28/2021,Hayden,,133.94,17.2,3.9,11.3,6.7,4.4,7.4,3,1.4,,,,,,,,
20,18,3,67,3,3,6/28/2021,Hayden,,131.98,28.2,8.6,6.4,8.4,,,,,,,,,,,,
20,19,3,5,3,1,6/28/2021,Hayden,,29.84,15.1,11.7,,,,,,,,,,,,,,
20,20,3,11,2,2,6/28/2021,Hayden,,22.08,12.8,4.5,,,,,,,,,,,,,,
20,21,3,18,1,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,22,3,57,2,2,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,23,3,18,4,4,6/28/2021,Hayden,,87.71,34.8,,,,,,,,,,,,,,,
20,24,3,8,3,4,6/28/2021,Hayden,,141.33,22.5,19.1,15.6,13.4,7.6,,,,,,,,,,,
20,25,3,51,4,4,6/28/2021,Hayden,,34.93,15.9,17.8,,,,,,,,,,,,,,
20,26,4,31,4,5,6/28/2021,Hayden,,0,6,4.6,3.2,,,,,,,,,,,,,
20,27,4,19,3,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,28,4,5,2,5,6/28/2021,Hayden,,46.57,13.2,,,,,,,,,,,,,,,
20,29,4,36,2,3,6/28/2021,Hayden,,25.1,14.9,3.6,9.2,,,,,,,,,,,,,
20,30,4,18,4,2,6/28/2021,Hayden,,1.75,5.5,3.3,11.4,,,,,,,,,,,,,
20,31,4,30,2,3,6/28/2021,Hayden,,138.2,8.4,8.2,37.5,44.2,36.4,50.6,,,,,,,,,,
20,32,4,79,1,2,6/28/2021,Hayden,,25.16,15.4,11.4,9.5,,,,,,,,,,,,,
20,33,4,36,1,3,6/28/2021,Hayden,,49.37,33,27.8,,,,,,,,,,,,,,
20,34,4,2,5,2,6/28/2021,Hayden,,138.58,21.8,12.1,15.5,14.4,13.7,3.7,,,,,,,,,,
20,35,4,28,4,1,6/28/2021,Hayden,,8.78,8.2,11.9,,,,,,,,,,,,,,
20,36,4,77,1,3,6/28/2021,Hayden,,72.78,17.6,17.2,,,,,,,,,,,,,,
20,37,4,40,2,3,6/28/2021,Hayden,,63.19,14.7,19.4,19.3,9.6,15.6,,,,,,,,,,,
20,38,4,15,4,3,6/28/2021,Hayden,,30.31,12.4,14.4,12.3,,,,,,,,,,,,,
20,39,4,47,1,3,6/28/2021,Hayden,,36.04,11.9,12.9,14.6,,,,,,,,,,,,,
20,40,4,3,5,3,6/28/2021,Hayden,,0,5.5,3.1,1.4,,,,,,,,,,,,,
20,41,4,30,5,1,6/28/2021,Hayden,,26.66,7,11.6,,,,,,,,,,,,,,
20,42,4,27,4,4,6/28/2021,Hayden,,0,3.9,2.6,2.1,,,,,,,,,,,,,
20,43,4,18,5,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,44,4,2,3,5,6/28/2021,Hayden,,71.17,33.3,,,,,,,,,,,,,,,
20,45,4,36,3,2,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
20,46,4,35,3,4,6/28/2021,Hayden,,67.6,40.6,8.6,,,,,,,,,,,,,,
21,1,3,30,2,2,6/28/2021,Hayden,,46.67,7.3,18.4,,,,,,,,,,,,,,
21,2,3,8,3,1,6/28/2021,Hayden,,21.83,8.2,5.1,10.8,7.5,7.7,6.9,,,,,,,,,,
21,3,3,31,1,4,6/28/2021,Hayden,,264.52,22.2,31.2,22.2,31.2,21.4,17.1,30.6,13.1,7.6,3.1,,,,,,
21,4,3,2,1,4,6/28/2021,Hayden,,63.77,20.4,9,6.8,9.2,4.4,,,,,,,,,,,
21,5,3,16,3,1,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,6,3,29,5,1,6/28/2021,Hayden,,30.71,12.4,13.3,,,,,,,,,,,,,,
21,7,3,8,2,4,6/28/2021,Hayden,,50.4,34.2,32,13.2,,,,,,,,,,,,,
21,8,3,16,1,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,9,3,67,2,3,6/28/2021,Hayden,,84.43,18.8,18,17.5,,,,,,,,,,,,,
21,10,3,46,1,4,6/28/2021,Hayden,,140.15,23.4,9.1,24.2,,,,,,,,,,,,,
21,11,3,72,5,2,6/28/2021,Hayden,,53.9,22.4,10.9,22.3,,,,,,,,,,,,,
21,12,3,3,1,2,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,13,3,2,4,4,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,14,3,47,3,1,6/28/2021,Hayden,,14.9,18.7,,,,,,,,,,,,,,,
21,15,3,51,4,5,6/28/2021,Hayden,,11.17,20.6,24.4,17.6,,,,,,,,,,,,,
21,16,3,14,2,4,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,17,3,42,2,3,6/28/2021,Hayden,,9.29,16.9,9.2,16.3,18.5,17.6,17.4,,,,,,,,,,
21,18,3,13,5,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,19,3,47,5,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,20,3,77,4,1,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,21,3,30,3,4,6/28/2021,Hayden,,0,5.6,,,,,,,,,,,,,,,
21,22,3,6,5,1,6/28/2021,Hayden,,0,9.3,,,,,,,,,,,,,,,
21,23,3,18,4,1,6/28/2021,Hayden,,77.67,24.1,14.6,11.1,,,,,,,,,,,,,
21,24,3,35,5,4,6/28/2021,Hayden,,0,19.2,,,,,,,,,,,,,,,
21,25,3,35,3,1,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,26,4,30,5,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,27,4,18,2,2,6/28/2021,Hayden,,139.33,23.4,27.2,,,,,,,,,,,,,,
21,28,4,8,2,3,6/28/2021,Hayden,,178.02,8.8,21.2,,,,,,,,,,,,,,
21,29,4,68,2,1,6/28/2021,Hayden,,55.39,8.9,15.4,,,,,,,,,,,,,,
21,30,4,6,4,1,6/28/2021,Hayden,,92.9,32.2,19.2,20.5,,,,,,,,,,,,,
21,31,4,4,5,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,32,4,39,4,3,6/28/2021,Hayden,,47.01,11.7,19.5,8.6,,,,,,,,,,,,,
21,33,4,35,4,2,6/28/2021,Hayden,,37.04,27.7,5.4,,,,,,,,,,,,,,
21,34,4,7,1,4,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,35,4,19,5,4,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,36,4,27,3,5,6/28/2021,Hayden,,99.02,18.7,19.1,17.4,,,,,,,,,,,,,
21,37,4,23,1,3,6/28/2021,Hayden,,57.36,5.5,11,8.5,12,,,,,,,,,,,,
21,38,4,3,3,3,6/28/2021,Hayden,,13.83,16.2,7.3,,,,,,,,,,,,,,
21,39,4,40,4,4,6/28/2021,Hayden,,10.47,11.8,,,,,,,,,,,,,,,
21,40,4,27,1,3,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,41,4,12,3,3,6/28/2021,Hayden,,406.62,27.2,26.2,37.3,35.4,30.8,,,,,,,,,,,
21,42,4,31,2,5,6/28/2021,Hayden,,0,0,,,,,,,,,,,,,,,
21,43,4,3,4,2,6/28/2021,Hayden,,0,33.4,19,8.5,23.1,,,,,,,,,,,,
21,44,4,56,2,5,6/28/2021,Hayden,,6.75,21.5,,,,,,,,,,,,,,,
21,45,4,11,3,3,6/28/2021,Hayden,,64.11,19,12.5,20.1,,,,,,,,,,,,,
21,46,4,47,2,5,6/28/2021,Hayden,,0,24.5,,,,,,,,,,,,,,,
