Row,Column,Block,Population,Family,Replicate,Date,Surveyor,Comment,Scar_length_mm,Height_cm_ram1,Height_cm_ram2,Height_cm_ram3,Height_cm_ram4,Height_cm_ram5,Height_cm_ram6,Height_cm_ram7,Height_cm_ram8,Height_cm_ram9,Height_cm_ram10,Height_cm_ram11,Height_cm_ram12,Height_cm_ram13,Height_cm_ram14,Height_cm_ram15,Height_cm_ram16
5,23,2,3,4,3,7/2/2021,Hayden,,51.81,11.4,14.9,18.9,1.9,,,,,,,,,,,,
5,24,2,62,1,1,7/2/2021,Hayden,,6.03,20.2,19.8,,,,,,,,,,,,,,
5,25,2,12,5,2,7/2/2021,Hayden,,0,0,,,,,,,,,,,,,,,
5,26,2,74,2,1,7/2/2021,Hayden,,126.61,38.5,36.6,11,27.3,7.2,15.4,,,,,,,,,,
5,27,2,30,5,2,7/2/2021,Hayden,,16.78,34.6,7,20.5,5.5,,,,,,,,,,,,
5,28,2,79,1,3,7/2/2021,Hayden,,11.02,36.2,29.3,30,12.4,35.4,4.6,2.4,,,,,,,,,
5,29,2,17,1,3,7/2/2021,Hayden,,6.1,40,,,,,,,,,,,,,,,
5,30,2,6,5,4,7/2/2021,Hayden,,13.68,31.1,,,,,,,,,,,,,,,
5,31,2,77,4,2,7/2/2021,Hayden,,89.49,31.3,10.8,19.5,,,,,,,,,,,,,
5,32,2,27,5,3,7/2/2021,Hayden,,9.91,11.1,16.2,,,,,,,,,,,,,,
5,33,2,40,3,1,7/2/2021,Hayden,,189.62,35.4,35.2,40.2,44.3,,,,,,,,,,,,
5,34,2,67,5,1,7/2/2021,Hayden,,16.69,10.7,11.2,9.6,3.8,5.7,,,,,,,,,,,
5,35,2,17,5,1,7/2/2021,Hayden,,30.47,20.2,9.6,,,,,,,,,,,,,,
5,36,2,41,1,5,7/2/2021,Hayden,,47.93,43.8,43,,,,,,,,,,,,,,
5,37,2,8,3,3,7/2/2021,Hayden,,135.67,22.4,25.6,20.9,9.6,,,,,,,,,,,,
5,38,2,72,4,3,7/2/2021,Hayden,,13.17,29.7,5.1,,,,,,,,,,,,,,
5,39,2,77,5,1,7/2/2021,Hayden,,284.69,49.6,25.6,52.3,45.2,39.3,42.5,39.5,44,,,,,,,,
5,40,2,14,1,4,7/2/2021,Hayden,,187.49,30.8,30.2,5.2,20.1,9,6.6,17.1,1.5,0.5,10.3,,,,,,
5,41,2,2,1,5,7/2/2021,Hayden,,130.5,20.6,28.9,12.1,,,,,,,,,,,,,
5,42,2,39,5,3,7/2/2021,Hayden,,64.41,23.2,19.4,5.2,7.2,,,,,,,,,,,,
5,43,2,36,3,4,7/2/2021,Hayden,,131.94,27.5,32.8,20,12.7,27.7,,,,,,,,,,,
5,44,2,69,1,4,7/2/2021,Hayden,,6.1,41.1,29.6,37.8,,,,,,,,,,,,,
5,45,2,64,1,2,7/2/2021,Hayden,,91.76,38.6,11.3,5.4,9,17.6,27.2,29.8,19.6,32.7,28.1,7.4,,,,,
5,46,2,29,5,4,7/2/2021,Hayden,,0,12.4,13.2,,,,,,,,,,,,,,
6,1,1,36,4,4,7/1/2021,Sophie,,69.7,6,28.5,39.7,12.1,11.6,,,,,,,,,,,
6,2,1,61,4,5,7/1/2021,Sophie,,85.2,37.3,24.5,32.4,43.6,41.2,10.6,,,,,,,,,,
6,3,1,2,2,3,7/1/2021,Sophie,,21.2,22.5,12.7,41.3,,,,,,,,,,,,,
6,4,1,27,3,3,7/1/2021,Sophie,,30.9,20.4,28.5,,,,,,,,,,,,,,
6,5,1,11,2,4,7/1/2021,Sophie,,48.4,27.3,33.1,5,21.2,,,,,,,,,,,,
6,6,1,12,1,4,7/1/2021,Sophie,,0,15,13.2,9.8,,,,,,,,,,,,,
6,7,1,57,5,3,7/1/2021,Sophie,,13.8,20.6,27.8,24.1,,,,,,,,,,,,,
6,8,1,7,5,3,7/1/2021,Sophie,,12,52.3,43.2,34.7,,,,,,,,,,,,,
6,9,1,21,4,4,7/1/2021,Sophie,,58.2,34.5,38.9,42.6,31,,,,,,,,,,,,
6,10,1,49,4,5,7/1/2021,Sophie,,0,8,8.6,,,,,,,,,,,,,,
6,11,1,40,5,5,7/1/2021,Sophie,,0,15,4.3,7,2.9,,,,,,,,,,,,
6,12,1,7,5,2,7/1/2021,Sophie,,49.3,36.3,,,,,,,,,,,,,,,
6,13,1,46,5,1,7/1/2021,Sophie,,12.1,18.7,7.7,14.9,10,,,,,,,,,,,,
6,14,1,36,2,5,7/1/2021,Sophie,,16.6,12.5,,,,,,,,,,,,,,,
6,15,1,26,1,2,7/1/2021,Sophie,,0,4.5,23.1,,,,,,,,,,,,,,
6,16,1,51,2,1,7/1/2021,Sophie,,38.5,14.3,32.8,11.1,19.4,25.4,24.8,,,,,,,,,,
6,17,1,46,1,3,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
6,18,1,6,2,1,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
6,19,1,19,5,2,7/1/2021,Sophie,,62.8,40.3,8.1,26,21.5,,,,,,,,,,,,
6,20,1,3,5,1,7/1/2021,Sophie,,29.2,6,7.6,21.9,23,,,,,,,,,,,,
6,21,1,29,4,5,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
6,22,1,79,4,1,7/1/2021,Sophie,,252.8,20.1,14,18,14.9,16.4,24,12.5,,,,,,,,,
6,23,2,21,2,2,7/1/2021,Sophie,,0,2.8,,,,,,,,,,,,,,,
6,24,2,77,4,5,7/1/2021,Sophie,,17,11.3,2,,,,,,,,,,,,,,
6,25,2,72,2,4,7/1/2021,Sophie,,0,6,,,,,,,,,,,,,,,
6,26,2,1,1,3,7/1/2021,Sophie,,161.2,13.2,9.6,37.4,34.9,,,,,,,,,,,,
6,27,2,5,5,3,7/1/2021,Sophie,,210,21,23.3,51.4,44.8,,,,,,,,,,,,
6,28,2,36,1,1,7/1/2021,Sophie,,61,14.2,,,,,,,,,,,,,,,
6,29,2,62,3,4,7/1/2021,Sophie,,99.2,20.1,23,15.4,6,,,,,,,,,,,,
6,30,2,12,5,4,7/1/2021,Sophie,,0,11.9,,,,,,,,,,,,,,,
6,31,2,18,4,3,7/1/2021,Sophie,,143.4,26.8,40,14.8,12.3,,,,,,,,,,,,
6,32,2,18,2,1,7/1/2021,Sophie,,12.8,5,21.1,,,,,,,,,,,,,,
6,33,2,14,1,1,7/1/2021,Sophie,,36.5,20.3,23.6,10,18.5,8.3,,,,,,,,,,,
6,34,2,57,5,2,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
6,35,2,1,3,4,7/1/2021,Sophie,,56.5,27.8,5.2,3.2,2.8,9.3,1.7,,,,,,,,,,
6,36,2,74,2,3,7/1/2021,Sophie,,64.4,28,8.5,,,,,,,,,,,,,,
6,37,2,17,3,2,7/1/2021,Sophie,,0,8,3.6,,,,,,,,,,,,,,
6,38,2,1,4,5,7/1/2021,Sophie,,20.6,7.3,27.4,,,,,,,,,,,,,,
6,39,2,62,4,1,7/1/2021,Sophie,,163.9,43.4,51.4,46.1,52,,,,,,,,,,,,
6,40,2,17,2,1,7/1/2021,Sophie,,29.8,34.2,36.7,14.3,,,,,,,,,,,,,
6,41,2,42,1,2,7/1/2021,Sophie,,24,16.7,,,,,,,,,,,,,,,
6,42,2,4,3,4,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
6,43,2,79,2,5,7/1/2021,Sophie,,28.9,5,7.1,15.4,,,,,,,,,,,,,
6,44,2,17,5,2,7/1/2021,Sophie,,82.1,26,26.3,2.7,,,,,,,,,,,,,
6,45,2,18,2,4,7/1/2021,Sophie,,43.3,26.1,,,,,,,,,,,,,,,
6,46,2,7,4,3,7/1/2021,Sophie,,174.7,17.5,23,33.9,22.7,21.3,15.8,10.3,21,,,,,,,,
7,1,1,3,2,5,7/1/2021,Hayden,,172.28,36.3,39.1,46.1,13.6,,,,,,,,,,,,
7,2,1,6,2,3,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,3,1,7,1,3,7/1/2021,Hayden,,71.5,42.1,17.6,5.4,,,,,,,,,,,,,
7,4,1,47,2,2,7/1/2021,Hayden,,14.46,18.9,23,16.2,17.1,14.1,,,,,,,,,,,
7,5,1,62,1,5,7/1/2021,Hayden,,53.34,9.1,25.9,,,,,,,,,,,,,,
7,6,1,64,2,3,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,7,1,67,2,1,7/1/2021,Hayden,,26.32,15.6,17.6,8.4,,,,,,,,,,,,,
7,8,1,5,5,4,7/1/2021,Hayden,,116.93,39.2,,,,,,,,,,,,,,,
7,9,1,39,2,4,7/1/2021,Hayden,,37.66,8.9,28.8,23.6,,,,,,,,,,,,,
7,10,1,79,3,4,7/1/2021,Hayden,,4.75,19.1,14.5,9.2,11.5,2.9,,,,,,,,,,,
7,11,1,47,4,4,7/1/2021,Hayden,,197.6,35.1,29.8,34.1,31.2,,,,,,,,,,,,
7,12,1,4,4,2,7/1/2021,Hayden,,13.31,28.2,5.8,,,,,,,,,,,,,,
7,13,1,19,2,2,7/1/2021,Hayden,,76.53,29.5,30.1,8.4,,,,,,,,,,,,,
7,14,1,46,5,5,7/1/2021,Hayden,,19.33,11.1,,,,,,,,,,,,,,,
7,15,1,7,4,4,7/1/2021,Hayden,,0,7.1,8.6,,,,,,,,,,,,,,
7,16,1,68,1,5,7/1/2021,Hayden,,97.19,22.1,16.6,12.2,30.6,,,,,,,,,,,,
7,17,1,5,2,4,7/1/2021,Hayden,,83.18,11.2,17.6,,,,,,,,,,,,,,
7,18,1,5,3,2,7/1/2021,Hayden,,17.42,25.6,13.1,18.5,,,,,,,,,,,,,
7,19,1,29,1,2,7/1/2021,Hayden,,33.45,16.4,,,,,,,,,,,,,,,
7,20,1,79,3,3,7/1/2021,Hayden,,0,34.4,13.6,15.6,36.2,54.7,,,,,,,,,,,
7,21,1,35,3,2,7/1/2021,Hayden,,60.62,28.6,36.9,32.2,12.1,18.8,,,,,,,,,,,
7,22,1,35,4,4,7/1/2021,Hayden,,35.4,15.2,26.6,20.2,15.5,21.1,33,,,,,,,,,,
7,23,2,14,4,4,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,24,2,7,2,3,7/1/2021,Hayden,,20.89,7.3,6.6,7.1,5.9,7.2,9.9,,,,,,,,,,
7,25,2,12,2,4,7/1/2021,Hayden,,0,7.2,,,,,,,,,,,,,,,
7,26,2,67,1,5,7/1/2021,Hayden,,18.97,11.2,10.5,14.4,7.1,8.1,13.7,,,,,,,,,,
7,27,2,30,2,4,7/1/2021,Hayden,,26.62,29.1,9.6,,,,,,,,,,,,,,
7,28,2,8,2,2,7/1/2021,Hayden,,265.05,34.6,41.9,37.6,34.1,10.8,19.7,5.5,9.2,,,,,,,,
7,29,2,39,2,5,7/1/2021,Hayden,,253.98,37.6,43.5,42.9,,,,,,,,,,,,,
7,30,2,56,3,5,7/1/2021,Hayden,,0,1.9,4.8,,,,,,,,,,,,,,
7,31,2,62,2,3,7/1/2021,Hayden,,148.01,21.6,27.6,11.1,14.6,9.4,31.1,30.2,,,,,,,,,
7,32,2,5,1,4,7/1/2021,Hayden,,33.68,32.4,,,,,,,,,,,,,,,
7,33,2,12,2,2,7/1/2021,Hayden,,342.26,50.2,39.2,31.9,45.1,50.6,49,45.3,39.1,,,,,,,,
7,34,2,57,4,5,7/1/2021,Hayden,,201,33.3,43.4,41.5,55.4,44.9,46.2,,,,,,,,,,
7,35,2,62,3,5,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,36,2,79,5,1,7/1/2021,Hayden,,0,8.4,,,,,,,,,,,,,,,
7,37,2,1,1,1,7/1/2021,Hayden,,105.02,47.3,31.9,34.6,,,,,,,,,,,,,
7,38,2,64,3,4,7/1/2021,Hayden,,267.1,31.1,12.2,20.6,10.1,8,27.3,26,17,20.5,,,,,,,
7,39,2,19,5,3,7/1/2021,Hayden,,49.86,54.2,18.1,13.2,8.8,12.1,,,,,,,,,,,
7,40,2,30,4,4,7/1/2021,Hayden,,218.11,43.1,39.5,29.5,21.5,19.1,,,,,,,,,,,
7,41,2,16,3,5,7/1/2021,Hayden,,385.43,50.2,33.1,43.4,56.5,56.1,12.2,,,,,,,,,,
7,42,2,13,3,1,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,43,2,27,4,3,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
7,44,2,11,2,5,7/1/2021,Hayden,,25.14,18.9,,,,,,,,,,,,,,,
7,45,2,2,5,4,7/1/2021,Hayden,,0,16.6,9.6,,,,,,,,,,,,,,
7,46,2,29,5,2,7/1/2021,Hayden,,119.42,37.2,39.2,25.1,,,,,,,,,,,,,
8,1,1,9,2,1,7/1/2021,Sophie,,68.7,9,32.2,14.7,30,28.5,,,,,,,,,,,
8,2,1,57,1,2,7/1/2021,Sophie,,261.2,20.6,33,16.6,25.6,22.6,36.8,39,42.3,,,,,,,,
8,3,1,67,3,2,7/1/2021,Sophie,,73,40.1,39.1,44.7,37.4,42.2,43.4,35.4,,,,,,,,,
8,4,1,21,5,1,7/1/2021,Sophie,,17.9,25.6,6.5,9.3,2,10.8,5,,,,,,,,,,
8,5,1,13,5,4,7/1/2021,Sophie,,47.3,4,6.3,9.8,11,,,,,,,,,,,,
8,6,1,74,1,3,7/1/2021,Sophie,,21.5,10.5,25,12.1,18.4,,,,,,,,,,,,
8,7,1,17,1,4,7/1/2021,Sophie,,17.8,29.8,18,5.4,,,,,,,,,,,,,
8,8,1,15,4,4,7/1/2021,Sophie,,57.6,27.7,34.1,,,,,,,,,,,,,,
8,9,1,7,3,2,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
8,10,1,12,3,2,7/1/2021,Sophie,,0,5.8,4.5,,,,,,,,,,,,,,
8,11,1,11,4,5,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
8,12,1,20,5,1,7/1/2021,Sophie,,47.2,5.2,20,4,,,,,,,,,,,,,
8,13,1,72,4,5,7/1/2021,Sophie,,102.8,36.6,,,,,,,,,,,,,,,
8,14,1,62,2,5,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
8,15,1,15,1,5,7/1/2021,Sophie,,117.3,25.8,31.2,12.3,,,,,,,,,,,,,
8,16,1,14,3,2,7/1/2021,Sophie,,28.3,19.5,30.5,32.1,,,,,,,,,,,,,
8,17,1,57,3,2,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
8,18,1,62,1,2,7/1/2021,Sophie,,0,9.6,3.5,,,,,,,,,,,,,,
8,19,1,47,5,1,7/1/2021,Sophie,,9.3,18.7,22.3,,,,,,,,,,,,,,
8,20,1,15,5,1,7/1/2021,Sophie,,85.9,10.5,13.1,32.3,29.9,,,,,,,,,,,,
8,21,1,16,2,1,7/1/2021,Sophie,,6,2.7,4.1,7.3,,,,,,,,,,,,,
8,22,1,29,4,3,7/1/2021,Sophie,,48.1,21,4.5,4.9,,,,,,,,,,,,,
8,23,2,68,5,2,7/1/2021,Sophie,,42.8,21,5.5,,,,,,,,,,,,,,
8,24,2,4,2,2,7/1/2021,Sophie,,16.4,4.8,21.4,14,12.3,,,,,,,,,,,,
8,25,2,46,2,5,7/1/2021,Sophie,,0,9.7,9.2,,,,,,,,,,,,,,
8,26,2,68,4,1,7/1/2021,Sophie,,79.3,29.1,25.1,27,,,,,,,,,,,,,
8,27,2,6,3,5,7/1/2021,Sophie,,114.9,35,34.6,10.5,28.6,29.5,31.9,,,,,,,,,,
8,28,2,7,1,2,7/1/2021,Sophie,,32.23,31.3,19.6,8.7,,,,,,,,,,,,,
8,29,2,35,3,5,7/1/2021,Sophie,,34.2,12.3,4.1,,,,,,,,,,,,,,
8,30,2,39,3,3,7/1/2021,Sophie,,224.38,37,,,,,,,,,,,,,,,
8,31,2,62,4,4,7/1/2021,Sophie,,106.05,30.4,8,,,,,,,,,,,,,,
8,32,2,4,3,3,7/1/2021,Sophie,,63.34,39.2,,,,,,,,,,,,,,,
8,33,2,21,1,2,7/1/2021,Sophie,,192.35,40.2,36.6,40,37,37.2,,,,,,,,,,,
8,34,2,77,4,3,7/1/2021,Sophie,,90.7,19.5,14.6,3,7.5,21.1,10.2,33.2,,,,,,,,,
8,35,2,17,4,2,7/1/2021,Sophie,,195.2,32.3,21.5,26.8,35.5,15.6,32.7,9.7,,,,,,,,,
8,36,2,27,5,2,7/1/2021,Sophie,,24.42,33.3,18,33.9,17.9,13.8,14.5,,,,,,,,,,
8,37,2,26,1,1,7/1/2021,Sophie,,188.09,5.6,46.5,36,33.9,,,,,,,,,,,,
8,38,2,17,3,1,7/1/2021,Sophie,,57.1,33.8,13.4,4.4,,,,,,,,,,,,,
8,39,2,5,4,1,7/1/2021,Sophie,,13.82,9.9,4.2,6,13.9,,,,,,,,,,,,
8,40,2,39,3,5,7/1/2021,Sophie,,63,54,16,15,11.5,8.7,37.3,16.2,27.3,,,,,,,,
8,41,2,64,2,2,7/1/2021,Sophie,,0,12.8,13.2,7.3,,,,,,,,,,,,,
8,42,2,64,3,3,7/1/2021,Sophie,,46.32,39.5,20,4.2,4.3,,,,,,,,,,,,
8,43,2,39,4,1,7/1/2021,Sophie,,105.5,20.6,28.8,32.9,26.5,35,31.3,,,,,,,,,,
8,44,2,62,1,3,7/1/2021,Sophie,,52.94,10.6,21.2,,,,,,,,,,,,,,
8,45,2,67,2,2,7/1/2021,Sophie,,14.97,35.9,16.7,12,3,5,,,,,,,,,,,
8,46,2,67,5,3,7/1/2021,Sophie,,0,0,,,,,,,,,,,,,,,
9,1,1,28,1,5,7/1/2021,Hayden,,342.61,27.4,45,37.3,41.1,,,,,,,,,,,,
9,2,1,4,3,1,7/1/2021,Hayden,,156.29,27.4,35.1,24.1,,,,,,,,,,,,,
9,3,1,12,3,1,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,4,1,27,4,1,7/1/2021,Hayden,,206.8,19,25.2,17.8,12.2,15.5,20,7.9,,,,,,,,,
9,5,1,1,4,3,7/1/2021,Hayden,,154.35,43.4,36.4,6.6,,,,,,,,,,,,,
9,6,1,49,5,5,7/1/2021,Hayden,,138.72,24.6,17.4,32.3,9.6,,,,,,,,,,,,
9,7,1,39,3,4,7/1/2021,Hayden,,58.26,12.4,2.5,11.1,23.1,5.9,26.4,,,,,,,,,,
9,8,1,77,3,1,7/1/2021,Hayden,,36.07,32.4,29.4,15.5,4.7,,,,,,,,,,,,
9,9,1,3,2,2,7/1/2021,Hayden,,39.96,24.8,21.9,10.6,,,,,,,,,,,,,
9,10,1,69,2,4,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,11,1,17,2,5,7/1/2021,Hayden,,4.76,16.8,36.1,,,,,,,,,,,,,,
9,12,1,51,4,2,7/1/2021,Hayden,,100.88,21.6,7.4,4.3,7.4,6,,,,,,,,,,,
9,13,1,79,1,1,7/1/2021,Hayden,,54.37,32.2,25.4,,,,,,,,,,,,,,
9,14,1,5,5,5,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,15,1,13,5,2,7/1/2021,Hayden,,18.78,23.1,10.2,17.8,,,,,,,,,,,,,
9,16,1,30,5,3,7/1/2021,Hayden,,105.71,22.4,12.2,4.4,19.6,,,,,,,,,,,,
9,17,1,39,3,2,7/1/2021,Hayden,,68.81,22.6,14.6,,,,,,,,,,,,,,
9,18,1,20,1,2,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,19,1,72,3,1,7/1/2021,Hayden,,155.09,28.2,34,5.2,,,,,,,,,,,,,
9,20,1,7,3,3,7/1/2021,Hayden,,22.87,28.8,8.7,8.4,5.2,4.6,,,,,,,,,,,
9,21,1,79,4,2,7/1/2021,Hayden,,213.75,30.6,16.9,6.5,6.7,7.3,11.9,11.6,8.5,,,,,,,,
9,22,1,15,3,5,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,23,2,45,2,1,7/1/2021,Hayden,,19.1,20.4,13.1,7.4,8.6,21.6,2,,,,,,,,,,
9,24,2,27,4,5,7/1/2021,Hayden,,4.59,9.4,6.4,,,,,,,,,,,,,,
9,25,2,64,5,3,7/1/2021,Hayden,,11.05,6.9,38.7,,,,,,,,,,,,,,
9,26,2,77,1,2,7/1/2021,Hayden,,248.61,16.6,32.1,29.5,20.6,21,,,,,,,,,,,
9,27,2,64,2,4,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,28,2,7,3,5,7/1/2021,Hayden,,19.07,6,6.6,7.5,17.6,,,,,,,,,,,,
9,29,2,35,4,1,7/1/2021,Hayden,,214.69,30.8,29.5,43.2,29.4,12.6,19,4.8,,,,,,,,,
9,30,2,36,4,1,7/1/2021,Hayden,,123.96,25.2,46.1,11.6,6.2,7.8,,,,,,,,,,,
9,31,2,45,2,4,7/1/2021,Hayden,,278.37,39.9,29.5,6,9.8,8.7,,,,,,,,,,,
9,32,2,15,3,1,7/1/2021,Hayden,,34.81,28.1,30.2,27.1,25,9.1,6.5,4.6,,,,,,,,,
9,33,2,77,5,3,7/1/2021,Hayden,,119.79,41.2,36.1,32.2,24.1,,,,,,,,,,,,
9,34,2,36,3,1,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
9,35,2,49,3,1,7/1/2021,Hayden,,205.97,17.1,14.1,17.9,,,,,,,,,,,,,
9,36,2,39,5,2,7/1/2021,Hayden,,0,8.9,,,,,,,,,,,,,,,
9,37,2,6,4,4,7/1/2021,Hayden,,28.66,7.2,7.3,13.1,11.6,,,,,,,,,,,,
9,38,2,57,5,4,7/1/2021,Hayden,,37.52,45.1,37.5,,,,,,,,,,,,,,
9,39,2,15,5,4,7/1/2021,Hayden,,20.04,7.9,9.2,9.6,4.8,6,,,,,,,,,,,
9,40,2,62,5,5,7/1/2021,Hayden,,315.8,28.2,33.1,34.1,27.5,29.1,,,,,,,,,,,
9,41,2,17,3,5,7/1/2021,Hayden,,140.05,12.4,17.3,28.5,,,,,,,,,,,,,
9,42,2,47,5,4,7/1/2021,Hayden,,0,43.5,49.5,7.8,,,,,,,,,,,,,
9,43,2,35,2,2,7/1/2021,Hayden,,18.48,10.6,8.2,,,,,,,,,,,,,,
9,44,2,5,2,3,7/1/2021,Hayden,,155.59,34.6,33.9,18.9,8.7,,,,,,,,,,,,
9,45,2,72,3,4,7/1/2021,Hayden,,0,2.66,,,,,,,,,,,,,,,
9,46,2,1,1,4,7/1/2021,Hayden,,49.48,17.2,,,,,,,,,,,,,,,
10,1,1,14,4,5,7/1/2021,Hayden,,44.96,21.1,17.9,12.1,,,,,,,,,,,,,
10,2,1,62,4,5,7/1/2021,Hayden,,541.77,45.2,39,59.1,48.6,17.5,14.8,15.2,,,,,,,,,
10,3,1,79,3,1,7/1/2021,Hayden,,91.86,30.6,5.2,36.3,,,,,,,,,,,,,
10,4,1,56,4,1,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
10,5,1,1,5,2,7/1/2021,Hayden,,19.53,11.3,24.8,,,,,,,,,,,,,,
10,6,1,62,4,2,7/1/2021,Hayden,,29.97,12.6,12.9,23.8,,,,,,,,,,,,,
10,7,1,7,3,4,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
10,8,1,42,1,1,7/1/2021,Hayden,,46.33,16.6,14.7,18.4,17.1,21.2,20.9,,,,,,,,,,
10,9,1,69,1,2,7/1/2021,Hayden,,123.07,15.8,13.2,11.4,31.6,,,,,,,,,,,,
10,10,1,67,4,5,7/1/2021,Hayden,,124.32,12.4,19.7,21.1,27.1,,,,,,,,,,,,
10,11,1,16,3,3,7/1/2021,Hayden,,0,5.6,,,,,,,,,,,,,,,
10,12,1,72,4,4,7/1/2021,Hayden,,14.15,8.3,14.3,4.6,,,,,,,,,,,,,
10,13,1,12,3,4,7/1/2021,Hayden,,48.25,36.1,9.1,14.4,8.2,,,,,,,,,,,,
10,14,1,42,2,1,7/1/2021,Hayden,,79.06,23.2,17.4,,,,,,,,,,,,,,
10,15,1,61,3,3,7/1/2021,Hayden,,241.78,32.3,32.4,33.2,23.4,11,7.4,,,,,,,,,,
10,16,1,23,1,4,7/1/2021,Hayden,,384.18,33.9,26.6,29.7,20.1,9.7,11.6,,,,,,,,,,
10,17,1,17,5,3,7/1/2021,Hayden,,86.88,29.6,24.6,25,7.4,8.2,,,,,,,,,,,
10,18,1,72,1,5,7/1/2021,Hayden,,95.43,29.9,30.6,12.9,,,,,,,,,,,,,
10,19,1,9,2,4,7/1/2021,Hayden,,109.87,14.4,16.4,32.2,,,,,,,,,,,,,
10,20,1,31,2,1,7/1/2021,Hayden,,312.83,40.3,25.4,12.7,12.1,13.6,12.2,17.5,,,,,,,,,
10,21,1,47,5,2,7/1/2021,Hayden,,,,,,,,,,,,,,,,,,
10,22,1,46,1,1,7/1/2021,Hayden,,205.61,22.2,26.4,30.4,12.8,7.8,17.2,,,,,,,,,,
10,23,1,31,3,3,7/1/2021,Hayden,,75.56,23.9,26.4,11.5,10.2,7,,,,,,,,,,,
10,24,2,5,3,5,7/1/2021,Hayden,,0,10.4,,,,,,,,,,,,,,,
10,25,2,14,1,3,7/1/2021,Hayden,,73.95,17.4,28.2,23.6,7,9.2,8.2,,,,,,,,,,
10,26,2,3,5,4,7/1/2021,Hayden,,101.34,33.1,,,,,,,,,,,,,,,
10,27,2,30,3,3,7/1/2021,Hayden,,13.54,26.2,24.2,20.4,7.9,3.1,8.6,4.4,2.7,,,,,,,,
10,28,2,61,4,1,7/1/2021,Hayden,,180.28,58.8,57.4,63.2,60.2,50.6,,,,,,,,,,,
10,29,2,31,5,2,7/1/2021,Hayden,,105.8,28.9,14,8.2,12,9.2,6.7,,,,,,,,,,
10,30,2,41,2,4,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
10,31,2,47,4,1,7/1/2021,Hayden,,83.86,28.2,14,,,,,,,,,,,,,,
10,32,2,16,1,2,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
10,33,2,28,4,5,7/1/2021,Hayden,,180.59,38.1,,,,,,,,,,,,,,,
10,34,2,5,5,2,7/1/2021,Hayden,,83.89,34.2,31.7,41.1,,,,,,,,,,,,,
10,35,2,56,2,4,7/1/2021,Hayden,,9.91,9.6,17.2,14.5,2.6,10.1,5.9,,,,,,,,,,
10,36,2,72,5,1,7/1/2021,Hayden,,259.19,37.4,36.9,34.7,9.1,13.2,,,,,,,,,,,
10,37,2,57,1,1,7/1/2021,Hayden,,220.05,32,34.2,37.5,21.1,3.2,6.2,,,,,,,,,,
10,38,2,57,1,3,7/1/2021,Hayden,,0,0,,,,,,,,,,,,,,,
10,39,2,79,3,5,7/1/2021,Hayden,,48.82,40.1,,,,,,,,,,,,,,,
10,40,2,68,4,4,7/1/2021,Hayden,,14.22,16,5.7,,,,,,,,,,,,,,
10,41,4,15,2,1,7/1/2021,Hayden,,74.77,34.4,30,26.1,22.5,,,,,,,,,,,,
10,42,4,5,4,4,7/1/2021,Hayden,,44.46,25.2,19.1,18.5,12.5,19.5,,,,,,,,,,,
10,43,4,32,1,4,7/1/2021,Hayden,,0,8.5,,,,,,,,,,,,,,,
10,44,4,61,1,1,7/1/2021,Hayden,,23.62,20.8,5.6,4.6,,,,,,,,,,,,,
10,45,4,31,3,2,7/1/2021,Hayden,,17.39,8.5,11.4,7.5,8.6,,,,,,,,,,,,
10,46,4,47,4,2,7/1/2021,Hayden,,25.16,16,8.5,10.1,5.5,,,,,,,,,,,,
11,1,1,64,1,1,6/30/2021,Sophie,,114.7,12.5,5.5,36.6,,,,,,,,,,,,,
11,2,1,3,4,1,6/30/2021,Sophie,,38.6,10.3,6.4,1.1,19.5,39.2,33.1,38.5,17,40.1,20.2,37.9,34.8,,,,
